1_name_lt;Beißender Frost
200087_fluff;Professor Dorregaray ist, so wie die Hexer, ein Experte auf dem Gebiet der Monsterkunde, hat jedoch ein ganz eigenes System der Klassifizierung entwickelt. Anstatt sie in Nekrophagen, Ogroide usw. zu unterteilen, findet er sie schlichtweg alle wundervoll.
200087_name;Dorregaray von Vole
200087_tooltip;<keyword=deploy>Einsatz</keyword>: <keyword=lock>Blockiere</keyword> eine Einheit.
200088_fluff;Der Leichenbeschauer ist ein ruhiger, friedlicher Mann. Er behandelt selbst Leichen mit ausgesprochener Behutsamkeit.
200088_name;Hubert Rejk
200088_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere diese Einheit um die Schadensmenge, die du gegnerischen Einheiten in diesem Zug zugefügt hast.
200089_fluff;Du hast dich verirrt? Dann irre jetzt wieder raus. Aus dem Tor, heißt das. Richte das linke Ohr auf die Sonne aus und halt die Richtung, und gleich bist du wieder auf der Straße. Na, worauf wartest du?
200089_name;Nivellen
200089_tooltip;<keyword=deploy>Einsatz</keyword>: Verschiebe alle Einheiten von der einen in die andere Reihe.
200091_fluff;Der Hexer hatte in seinem Leben gesehen, dass Verbrecher wie Ratsherren aussahen, Ratsherren wie Bettelbrüder, Dirnen wie Prinzessinnen, Prinzessinnen wie trächtige Kühe und Könige wie Verbrecher. Stregobor aber sah immer so aus, wie nach allen Regeln und Vorstellungen ein Zauberer auszusehen hat.
200091_name;Stregobor
200091_tooltip;<keyword=ranged>Fernkampf</keyword>: Nach {Counter} Zug/Zügen ziehen beide Spieler jeweils eine Einheit und setzen deren Stärke auf {Power}.
200098_fluff;Am Tag Hauptmann der Stadtwache von Wyzima. In der Nacht gnadenloser Rächer und Verteidiger der Unterdrückten.
200098_name;Vincent Meis
200098_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>, <keyword=melee>Nahkampf</keyword>: Setze die Stärke einer nicht verbesserten gegnerischen Einheit auf {Power}.
200102_fluff;Die Götter sprechen mit mir ... ich höre sie in den Schatten flüstern ...
200102_name;Him
200102_tooltip;<keyword=deploy>Einsatz</keyword>: Tausche die Stärke dieser Einheit mit der einer beschädigten Einheit.
200103_fluff;Zehnfacher Gewinner des ehrwürdigen Titels "Meister der Arena von An Skellig".
200103_name;Olaf
200103_tooltip;<keyword=order>Befehl</keyword>: Verbessere Olaf um den doppelten erlittenen Schaden.
200104_fluff;Werwolf? Oh nein, nein ... das hier ist noch viel schlimmer.
200104_name;Ulfhedinn
200104_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit Schaden in Höhe der Hälfte ihrer aktuellen Stärke zu.
200105_fluff;Die Kriegsschiffe des Dimun-Clans sind leicht und schnell, perfekt, um eine langsame Händlerfregatte aufzubringen.
200105_name;Dimun-Kriegsschiff
200105_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit dreimal {Damage} Schaden zu.
200112_fluff;Der Legende nach locken sie Seemänner mit ihren bezaubernden Stimmen ins Verderben ... Wahrscheinlicher ist aber, dass die Seemänner mehr von ihren anderen üppigen Vorzügen verzaubert waren.
200112_name;Sirene
200112_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine verbündete Einheit mit <keyword=deathwish>Todeswunsch</keyword> um {Boost}.
200114_fluff;Manche behaupten, Lykanthropie sei ansteckend - wer von einem Werwolf gebissen wird, verwandle sich selbst in einen. Hexer wissen natürlich, dass das Blödsinn ist. Allein ein mächtiger Fluch kann diese Krankheit hervorrufen.
200114_name;Alpha-Werwolf
200114_tooltip;<keyword=immune>Immun</keyword>. <keyword=thrive>Gedeihen</keyword>.
200115_fluff;Meuchelmörder - eine der beliebtesten Professionen am Kaiserlichen Hof, gleich nach Schreiber und Kurtisane.
200115_name;Meuchelmord
200115_tooltip;Füge einer Einheit {Damage} Schaden zu. Verringere den Schaden für jede Einheit, die ihr benachbart ist, um {Damage2}.
200118_fluff;Du kannst fliehen, aber dich niemals verstecken.
200118_name;Eindringling
200118_tooltip;<keyword=melee>Nahkampf</keyword>: Mische diese Einheit am Ende der Runde zurück ins gegnerische Deck.
200124_fluff;Die Vipernschule wird auferstehen ... dafür hat Letho gesorgt.
200124_name;Vipern-Hexer
200124_tooltip;<keyword=deploy>Einsatz</keyword>: <keyword=reveal>Enthülle</keyword> die oberste Karte des gegnerischen Decks und <keyword=banish>verbanne</keyword> sie.
200132_fluff;Wer die Hexenjäger sind? Überwiegend Halunken und Fanatiker. Als die dunklen Machenschaften der Loge der Zauberinnen bekannt wurden, schlossen sich ihnen viele fähige und äußert zornige Männer an ...
200132_name;Hexenjäger
200132_tooltip;postponed
200135_fluff;Eine außerordentlich riskante und deshalb sehr geschätzte Mahakamer Profession. Der Bekannteste dieser Zunft ist ein Zwerg namens Till Linde.
200135_name;Feuerwerker
200135_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Zerstöre ein verbündetes Artefakt und füge einer Einheit {Damage} Schaden zu.\n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
200136_fluff;Ihre Botschaften scheinen zuweilen unverständlich, haben aber immer eine versteckte Bedeutung und sind von großer Weisheit.
200136_name;Weitseherin
200136_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: <keyword=reveal>Enthülle</keyword> eine zufällig gewählte Karte in deinem Deck. Ist es eine Sonderkarte, verbessere diese Einheit um {Boost}.
200138_fluff;Wissen ist ein Privileg und Privilegien dürfen nur mit Gleichgestellten geteilt werden.
200138_name;Wissender
200138_tooltip;Wann immer du eine Sonderkarte ausspielst, verbessere diese Einheit um {Boost}.
200139_fluff;Ein Gelehrter aus Oxenfurt untersuchte einst einen Panther und erklärte, dass er nichts weiter als ein Leopard mit einer anderen Farbe sei. Der Panther schien für Semantik nichts übrig zu haben und verschlang den Gelehrten, ehe dieser die Untersuchung abschließen konnte.
200139_name;Panther
200139_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Nicht-Scoia'tael-Einheit {Damage} Schaden zu.
200144_fluff;Fass ihn nicht an. Schau ihm nicht in die Augen. Am besten ... hältst du dich einfach ganz von ihm fern.
200144_name;Tuirseach-Dompteur
200144_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine verbündete Bestie um {Boost}. Erhöhe die Verbesserung für jede Bestie auf deinem Friedhof um {Boost2}.
200145_fluff;Die See gehört uns, zusammen mit allem, was darauf schwimmt oder segelt!
200145_name;Dimun-Korsar
200145_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer Einheit für jedes Schiff auf deiner Hand {Damage} Schaden zu.
200146_fluff;Spikeroog ist ein dürrer Flecken Land, aber das is' uns egal. Was wir brauchen, knöpfen wir einfach euch ab.
200146_name;Dimun-Schmuggler
200146_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Füge einer Einheit {Damage} Schaden zu und verbessere sie dann um {Boost}.
200147_fluff;Als ranghöchste Druidin genießt eine Flaminica nicht nur tiefen Respekt, sondern besitzt auch große Macht.
200147_name;Heymaey-Flaminica
200147_tooltip;<keyword=heal>Heile</keyword> jeden Zug am Ende des Zugs alle beschädigten verbündeten Einheiten in dieser Reihe um {Boost}.
200149_fluff;Er fürchtet nichts mehr als den Zorn Freyas ... und den seiner Frau.
200149_name;Heymaey-Beschützer
200149_tooltip;Wann immer eine benachbarte Einheit Schaden erleidet, verbessere diese Einheit um {Boost}.
200154_fluff;Wir, Foltest, König von Temeria durch göttliches Recht, Prinz von Sodden, Oberster Beschützer von Brugge, und so weiter, und so weiter, erlassen hiermit folgendes ...
200154_name;Fürstlicher Erlass
200154_tooltip;Spiele eine Einheit aus deinem Deck aus.
200158_fluff;Was ewig liegt, ist tot zum Schein. Was stirbt, kann der Tod selber sein.
200158_name;Dagon
200158_tooltip;<keyword=spawn>Generiere</keyword> Dichten Nebel oder Strömenden Regen.
200159_fluff;Niemand kann Bran ersetzen. Obwohl es viele versuchen werden.
200159_name;Bran Tuirseach
200159_tooltip;<keyword=order>Befehl</keyword>: <keyword=discard>Verwirf</keyword> eine Karte und ziehe dann eine Karte.\nErneuere diese Fähigkeit zu Beginn einer neuen Runde.\nWann immer du eine Karte <keyword=discard>verwirfst</keyword>, füge einer zufällig gewählten gegnerischen Einheit {Damage} Schaden zu.
200160_fluff;Die Nilfgaarder nennen ihn Tirth ys Muire, das Wildschwein der See. Sie erschrecken ihre Kinder mit ihm!
200160_name;Crach an Craite
200160_tooltip;<keyword=order>Befehl</keyword>: Füge einer Einheit {Damage} Schaden zu. \n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
200161_fluff;Man weiß nicht, woher er seinen Spitznamen hat. Niemand hat sich zu fragen getraut.
200161_name;Harald der Krüppel
200161_tooltip;<keyword=order>Befehl</keyword>: Teile {Damage} Schaden zufällig unter allen gegnerischen Einheiten aus.
200162_fluff;Man nennt mich nicht den Geduldigen. Aber dich bald den Kopflosen.
200162_name;Emhyr var Emreis
200162_tooltip;<keyword=order>Befehl</keyword>: Verschiebe eine Karte vom Schlachtfeld auf deine Hand und spiele dann eine Karte aus.
200163_fluff;Wie sich die Sommersonne in der Alba spiegelt - das ist Nilfgaard für mich.
200163_name;Morvran Voorhis
200163_tooltip;<keyword=order>Befehl</keyword>: <keyword=reveal>Enthülle</keyword> eine zufällig gewählte Karte aus dem gegnerischen Deck. Ist es eine Bronzekarte, verbessere eine verbündete Einheit um {Boost}. Ist es eine Goldkarte, verbessere die verbündete Einheit stattdessen um {Boost2}.\nErneuere diese Fähigkeit zu Beginn einer neuen Runde.
200164_fluff;Das Schwert ist nur eins der vielen Werkzeuge eines Herrschers.
200164_name;Jan Calveit
200164_tooltip;<keyword=order>Befehl</keyword>: Sieh dir die obersten {MaxTargets} Karten in deinem Deck an und spiele eine davon aus.
200165_fluff;Wir müssen töten, um in Frieden zu leben. Grausames Finale der Unterdrückung.
200165_name;Francesca Findabair
200165_tooltip;<keyword=order>Befehl</keyword>: Spiele eine Sonderkarte aus deinem Friedhof aus.
200166_fluff;Die Dryadenkönigin: Augen aus flüssigem Silber, ein Herz aus kaltem Stahl.
200166_name;Eithné
200166_tooltip;<keyword=order>Befehl</keyword>: Füge einer Einheit {Damage} Schaden zu.\n<keyword=charge>Ladungen</keyword>: {Charges}.\nErneuere Eithnés <keyword=charge>Ladungen</keyword> zu Beginn einer neuen Runde.
200167_fluff;Dieser Tattergreis? Ich weiß nicht mal, ob der lebendig oder ausgestopft ist!
200167_name;Brouver Hoog
200167_tooltip;<keyword=order>Befehl</keyword>: Verschiebe eine Einheit in die andere Reihe auf ihrer Seite. Handelt es sich um eine gegnerische Einheit, füge ihr {Damage} Schaden zu; handelt es sich um eine verbündete Einheit, verbessere sie um {Boost}.\n<keyword=charge>Ladungen</keyword>: {Charges}.
200168_fluff;Räte und ihre Ränke. Ich baue auf die Schwerter meiner Soldaten.
200168_name;König Foltest
200168_tooltip;<keyword=order>Befehl</keyword>: Verbessere eine verbündete Einheit um {Boost} und gib ihr <keyword=zeal>Eifer</keyword>.\n<keyword=charge>Ladungen</keyword>: {Charges}.
200169_fluff;Ein König muss sich gnadenlos gegenüber seinen Feinden und großmütig gegenüber seinen Freunde zeigen.
200169_name;König Radovid V.
200169_tooltip;<keyword=lock>Blockiere</keyword> bis zu {MaxTargets} Einheiten oder entferne den genannten Status von ihnen. Sind es gegnerische Einheiten, füge ihnen {Damage} Schaden zu. <keyword=crew>Besatzung</keyword>.
200170_fluff;König Henselt sah nicht wie ein Dieb aus, aber - bei allem Respekt - er war einer.
200170_name;König Henselt
200170_tooltip;<keyword=order>Befehl</keyword>: Spiele die Kopie einer verbündeten Einheit auf deinem Schlachtfeld aus deinem Deck aus, verbessere sie um {Boost} und gib ihr <keyword=zeal>Eifer</keyword>.
200171_fluff;Soldaten, die dem Baron von Tridam Treue geschworen hatten, verließen die Stadt mit Falibor und wurden so zu Abtrünnigen.
200171_name;Tridam-Infanterist
200171_tooltip;Wann immer diese Einheit verbessert wird, füge einer zufällig gewählten gegnerischen Einheit {Damage} Schaden zu.
200177_fluff;Man nennt mich Sperber. Weißt du, warum? Weil ich Ratten wie dich zum Frühstück fresse.
200177_name;Cerys an Craite
200177_tooltip;Befindet sich diese Einheit auf dem Friedhof, <keyword=summon>rufe</keyword> sie in eine zufällig gewählte verbündete Reihe herbei, wann immer du eine Einheit aus deinem Friedhof ausspielst.
200209_fluff;Könige und ihre Titel interessieren mich nicht. Im Osten gibt es einen, der die Krone wirklich verdient.
200209_name;Saskia
200209_tooltip;<keyword=order>Befehl</keyword>: Füge einer Einheit {Damage} Schaden zu.\n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.\nHast du einen Elfen, einen Zwerg oder eine Dryade auf der Hand, verringert sich die <keyword=cooldown>Abklingzeit</keyword> je Kategorie einmalig um {Cooldown2}.
200212_fluff;Streich seinen Namen aus der Saga der Älteren! Niemand darf es wagen, ihm Unterschlupf zu gewähren oder Nahrung zu geben!
200212_name;Skjall
200212_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer unbeschädigten gegnerischen Einheit {Damage} Schaden zu.
200218_fluff;Die Legenden von Skellige berichten vom mächtigen und schrecklichen König der Riesen Jotunn, der vor Urzeiten über die Inseln geherrscht haben soll. Er wurde von Hemdall getötet, doch mit seinem letzten Atemzug schwor er, dass er beim Ragh nar Roog wiederkehren würde.
200218_name;Jotunn
200218_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Verbessere diese Einheit um {Boost} für jede Einheit, die du weniger auf dem Schlachtfeld hast als dein Gegner.
200220_fluff;Ich wäre deine Beste - und Letzte.
200220_name;Flüsterin: Tribut
200220_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Spiele eine organische Karte aus deinem Deck aus.
200221_fluff;Wir schlitzen dich auf, Junge. Aus dir machen wir eine leckere Brühe.
200221_name;Rituelles Opfer
200221_tooltip;Aktiviere die <keyword=deathwish>Todeswunsch</keyword>-Fähigkeiten aller verbündeten Einheiten.
200222_fluff;Ich wittere deinen Schmerz. Ich sehe deine Angst.
200222_name;Weberin: Beschwörung
200222_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: <keyword=consume>Verzehre</keyword> eine Einheit auf deiner Hand und ziehe eine Karte.
200223_fluff;Da stehen sie umher und staunen, vertrauen nicht dem hohen Fund, der eine faselt von Alraunen, der andre von dem schwarzen Hund.
200223_name;Alraunenwurzel
200223_tooltip;<keyword=reset>Setze</keyword> eine Einheit zurück.
200224_fluff;Ein gewisser berühmter Pirat liebte dieses berauschende Kraut so sehr, dass er den Beinamen "Krähenauge" erhielt. Dieses Detail ist in der Theaterfassung der Legende jedoch nicht enthalten, sehr zum Unmut pedantischer Piratengelehrter.
200224_name;Krähenauge
200224_tooltip;Aktiviere die <keyword=deathwish>Todeswunsch</keyword>-Fähigkeit einer Bronzeeinheit.
200225_fluff;Es gibt keine Bestie, die Fringilla Vigo nicht zähmen könnte.
200225_name;Vigos Maulkorb
200225_tooltip;<keyword=seize>Ergreife</keyword> eine gegnerische Einheit mit max. {Power} Stärke und <keyword=lock>blockiere</keyword> sie.
200226_fluff;Auch bekannt als "Königin der Gifte" wird Wolfsbann in zahlreichen Hexertränken und alchemistischen Gebräuen verwendet.
200226_name;Wolfsbann
200226_tooltip;Füge allen gegnerischen Einheiten mit gerader Stärke {Damage} Schaden zu; oder füge allen gegnerischen Einheiten mit ungerader Stärke {Damage} Schaden zu.
200227_fluff;Ich war dreizehn Jahre lang in Novigrad stationiert. Ich habe einiges gesehen - Grausamkeit, Zynismus, Gier. Aber was jetzt dort passiert, beunruhigt mich zutiefst.
200227_name;Henry var Attre
200227_tooltip;postponed
200228_fluff;Unkompliziert, billig und tödlich effizient - kein Wunder, dass dies die Lieblingsfalle der Scoia'tael ist.
200228_name;Fallgrube
200228_tooltip;<keyword=ambush>Überfall</keyword>: Zerstöre die nächste Einheit, die auf der gegnerischen Seite ausgespielt wird, bevor sie ihre Fähigkeiten aktivieren kann.
200233_fluff;Zielt immer zwischen die Wirbel, unter die linke Niere oder direkt auf die Aorta. So muss sie nur einmal zuschlagen.
200233_name;Gorgo
200233_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit für jede benachbarte Bestie {Damage} Schaden zu.
200234_fluff;Bin Kriegsveteran! Eine Krone?
200234_name;Gottverdammte Infanterie
200234_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere diese Einheit um {Boost}.
200235_fluff;Lass dir von deiner Oma die Eier lutschen.
200235_name;Lambert: Fechtmeister
200235_tooltip;<keyword=deploy>Einsatz</keyword>: Zerstöre eine gegnerische Einheit mit <keyword=resilient>Zähigkeit</keyword>.
200236_fluff;Ich hab dich schon seit drei Meilen keuchen hören. Aber ich wollte meinen Aussichtspunkt nicht aufgeben.
200236_name;Eskel: Pfadfinder
200236_tooltip;<keyword=melee>Nahkampf</keyword>: Verbessere diese Einheit jeden Zug am Ende des Zugs um {Boost}.
200237_fluff;Man darf das Monstertöten nicht auf die leichte Schulter nehmen. Ciri muss das begreifen, wenn sie eine von uns werden will.
200237_name;Vesemir: Mentor
200237_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere alle verbündeten Hexer auf der Hand, im Deck und auf dem Schlachtfeld um {Boost}.
200293_fluff;"Denkt an meine Worte: Wenn ihr eure Ärsche nicht hochbekommt, kommen die Menschen und nehmen uns unsere Frauen weg!"
200293_name;Zwergenaufwiegler
200293_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Verbessere einen Zwerg auf deiner Hand um {Boost}.
200294_fluff;"Verteidigt diese Standarten mit eurem Leben! Gloir aen Ard Feain!"
200294_name;Standartenträger
200294_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere eine verbündete Einheit um {Boost}.\nWann immer du diese Karte <keyword=reveal>enthüllst</keyword>, verbessere eine zufällig gewählte verbündete Einheit um {Boost2}.
200295_fluff;Riecht man, lange bevor man sie zu Gesicht bekommt.
200295_name;Moderhaut
200295_tooltip;<keyword=deathwish>Todeswunsch</keyword>: Füge einer zufällig gewählten gegnerischen Einheit {Damage} Schaden zu.
200296_fluff;Mit unfassbarer Wucht brach die Kavallerie durch die gegnerische Phalanx. Wie ein Dolch, der in einen ungeschützten Brustkorb gerammt wird, zerfetzte die Division Alba alles, was zwischen ihr und dem Herzen der Temerien-Infanterie stand.
200296_name;Alba-Panzerreiter
200296_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: <keyword=lock>Blockiere</keyword> eine gegnerische Einheit.
200299_fluff;Als er seiner Mutter erzählte, er wolle Musiker werden, hat er nicht mit so einer Karriere gerechnet.
200299_name;Temerien-Trommler
200299_tooltip;<keyword=order>Befehl</keyword>: Verbessere eine verbündete Einheit um {Boost} und gib ihr <keyword=zeal>Eifer</keyword>.
200300_fluff;Die Harpunen der Skelliger sind nicht nur gegen Wale nützlich ...
200300_name;Trophäenfang
200300_tooltip;Verschiebe eine gegnerische Einheit in die andere Reihe und füge ihr Schaden in Höhe der Anzahl an Einheiten in der Zielreihe zu.
200301_fluff;Wellen brechen sich an der Küste. Wellen, die vom Rumpf des Geisterschiffs Naglfar ins Rollen gebracht wurden. Das Signal von Hemdalls Horn erfüllt die Luft. Hemdall steht auf Bifrost, dem brennenden Regenbogen, und erwartet seine Feinde. Die Weiße Kälte naht, und mit ihr die Zeit der Stürme ...
200301_name;Naglfar
200301_tooltip;Sieh dir {MaxTargets} zufällig gewählte Goldkarten in deinem Deck an, spiele dann eine davon aus und platziere eine weitere oben auf dem Deck.
200320_fluff;Mitglied der Rinderstreitkräfte. Semper fi!
200320_name;Tschort
200320_tooltip;Keine Fähigkeit.
200502_fluff;Trolle gibt es in unterschiedlichen Gestalten und Größen und mit verschiedensten Vorlieben. Aber immer mit so viel Hirn wie ein Eimer voll rostiger Nägel.
200502_name;Eistroll
200502_tooltip;Verbessere diese Einheit jeden Zug am Ende des Zugs um {Boost}, wenn du weniger Einheiten hast als dein Gegner.
200518_fluff;Ebbing ist berühmt für seine erstklassigen Söldner und seine leichte Kavallerie.
200518_name;Venendal-Elite
200518_tooltip;<keyword=deploy>Einsatz</keyword>: Hat dein Anführer in diesem Zug seine Fähigkeit eingesetzt, füge einer gegnerischen Einheit {Damage} Schaden zu.
200519_fluff;Der vermutlich größte Beitrag der Zwerge zur Weltkultur.
200519_name;Mahakamer Ale
200519_tooltip;Verbessere eine Einheit um {Boost} und entferne ihren <keyword=lock>Block</keyword>.
200520_fluff;Das Einzige, das an die Qualität seiner Schwerter herankommt, sind seine Knödel.
200520_name;Éibhear Hattori
200520_tooltip;<keyword=order>Befehl</keyword>: Spiele ein Bronzeartefakt aus deinem Friedhof aus.
200523_fluff;Der Held, den Toussaint braucht, aber nicht verdient.
200523_name;Germain Piquant
200523_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: <keyword=spawn>Generiere</keyword> {Counter} Kühe zu beiden Seiten dieser Einheit.
200528_fluff;"Die Frauen von Skellige sind wild und unberechenbar. Alle Einheiten sollten sie als ernste Gefahr sehen und entsprechend niemals unterschätzen." - Generalbefehl für die Invasoren der kaiserlichen Armee
200528_name;Heymaey-Speermaid
200528_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden und dann dieser Einheit {Damage2} Schaden zu.
200529_fluff;Dieser selbsternannte Ritter streift durch die Welt, um die Ehre seiner geliebten Jungfer Heidelbeer zu verteidigen - auch wenn keiner so genau weiß, wo sie lebt, ob sie noch lebt oder ob sie überhaupt jemals gelebt hat.
200529_name;Ronvid der Sture
200529_tooltip;<keyword=deploy>Einsatz</keyword>: Verbessere diese Einheit um {Boost}.\nWann immer du einen Soldaten ausspielst, <keyword=summon>rufe</keyword> diese Einheit aus dem Friedhof in eine zufällig gewählte verbündete Reihe herbei.
200530_fluff;Sollte das Bier so grün sein ...?
200530_name;Verschmutztes Ale
200530_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Füge einer Einheit {Damage} Schaden zu. \n<keyword=charge>Ladungen</keyword>: {Charges}.
200532_fluff;Boros, der legendäre Gründer von Clan Fuchs, starb, nachdem er zu tief ins Glas geschaut hatte - er wollte seinen goldenen Ring aus einem Bach fischen, verlor das Gleichgewicht und schaute zum letzten Mal zu tief in etwas Flüssiges.
200532_name;Ale der Vorfahren
200532_tooltip;<keyword=zeal>Eifer</keyword>.\n<keyword=order>Befehl</keyword>: Verbessere eine Einheit um {Boost}. \n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
200534_fluff;Liebt Suppe mit Elfen und Zwiebeln.
200534_name;Trollin aus Verden
200534_tooltip;<keyword=melee>Nahkampf</keyword>: Wann immer eine verbündete Einheit bei deinem Zug zerstört wird, verbessere diese Einheit um {Boost}.
200535_fluff;Der Kampf ist ein Tanz, in dem man seinem Gegner nie erlauben darf zu führen.
200535_name;Elfenfechtmeisterin
200535_tooltip;<keyword=order>Befehl</keyword>, <keyword=melee>Nahkampf</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.\n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.\nWann immer du einen Elfen ausspielst, verringere die <keyword=cooldown>Abklingzeit</keyword> um {Cooldown2}.
200539_fluff;Kein lebender Mensch, egal wie stark und geschickt, kann den Schlag von einem Schleimlingschwanz parieren. Das Gleiche gilt für die Zangen eines Riesentausendfüßlers und die Klauen eines Greifen.
200539_name;Schleimling
200539_tooltip;<keyword=order>Befehl</keyword>: <keyword=consume>Verzehre</keyword> eine verbündete Einheit in dieser Reihe.\n<keyword=cooldown>Abklingzeit</keyword>: {Cooldown}.
200540_fluff;Argh, die Typen können echt nerven.
200540_name;Aedirn-Hämmerer
200540_tooltip;<keyword=order>Befehl</keyword>: Füge einer gegnerischen Einheit {Damage} Schaden zu.
201523_fluff;Er legte sich neben Addas mumifizierten Leichnam und zeichnete das Yrden-Zeichen auf die Innenseite ihres Sargdeckels.
201523_name;Geralt: Yrden
201523_tooltip;<keyword=deploy>Einsatz</keyword>: Stelle die Basisstärke aller Einheiten in einer Reihe wieder her.
201559_fluff;Hoooah! Hoooaah! Marsch! Wir versohlen euch den Arsch! Wir kommen bald vorbei und schlagen euch zu Brei!
201559_name;Mahakam-Freiwillige
201559_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: <keyword=summon>Rufe</keyword> eine Kopie dieser Einheit aus deinem Deck in diese Reihe herbei, wenn sich in dieser Reihe ein Zwerg befindet.
201574_fluff;Der Große ist Wilmar. Der rechts ist Wilfred. Und der Stotterer ist Wilhelm.
201574_name;Haralds Freund
201574_tooltip;<keyword=deathwish>Todeswunsch</keyword>: Füge einer zufällig gewählten gegnerischen Einheit {Damage} Schaden zu.
201576_fluff;In Beauclair ist alles besser: Der Wein ist süßer, die Kühe fetter und alle Damen überdurchschnittlich reizend.
201576_name;Kuh
201576_tooltip;<keyword=doomed>Verdammt</keyword>.
201578_fluff;Bist du blöd oder was? Willst nach Skellige segeln? Die Barbaren reißen dich in Stücke!
201578_name;An-Craite-Brigant
201578_tooltip;<keyword=deploy>Einsatz</keyword>,\n<keyword=melee>Nahkampf</keyword>: Teile {Damage} Schaden zufällig unter allen Einheiten auf.
201579_fluff;Was war zuerst da, das Huhn oder das Ei? Verglichen mit dem Rätsel um den Phönix ist diese Frage geradezu trivial.
201579_name;Phönix
201579_tooltip;Befindet sich zu Beginn der Runde der Phönix auf deinem Friedhof, <keyword=banish>verbanne</keyword> ihn, <keyword=spawn>generiere</keyword> dann ein Phönix-Küken und <keyword=summon>rufe</keyword> es in eine zufällig gewählte verbündete Reihe herbei.
201580_fluff;Wieso sollte so etwas Triviales wie Abstammung darüber entscheiden, wer über uns herrscht?
201580_name;Usurpator
201580_tooltip;Deaktiviere zu Beginn des Kampfes den gegnerischen Anführer.
201581_fluff;Ophirische Runenmeister können diese zu Runenwörtern von unglaublicher Macht kombinieren.
201581_name;Stribog-Runenstein
201581_tooltip;<keyword=create>Erschaffe</keyword> eine Skellige-Bronzekarte und spiele sie aus.
201582_fluff;Dieser Runenstein strahlt eine spürbare Kälte aus ... Habe ich etwa seine Gefühle verletzt?
201582_name;Zoria-Runenstein
201582_tooltip;<keyword=create>Erschaffe</keyword> eine Nördliche-Königreiche-Bronzekarte und spiele sie aus.
201583_fluff;Vorsicht. Immer noch heiß.
201583_name;Dazhbog-Runenstein
201583_tooltip;<keyword=create>Erschaffe</keyword> eine Nilfgaard-Bronzekarte und spiele sie aus.
201584_fluff;Meine Klingen sind so scharf, dass sie sogar Papier schneiden!
201584_name;Devana-Runenstein
201584_tooltip;<keyword=create>Erschaffe</keyword> eine Monster-Bronzekarte und spiele sie aus.
201585_fluff;Ich fühle mich alleine bei seinem Anblick schwach ...
201585_name;Morana-Runenstein
201585_tooltip;<keyword=create>Erschaffe</keyword> eine Scoia'tael-Bronzekarte und spiele sie aus.
201587_fluff;Sie wird sich anderswo erheben, wo wir nicht hinkönnen. Wieder wird Blut fließen.
201587_name;Flüsterhügel
201587_tooltip;Zerstöre eine verbündete Einheit. <keyword=spawn>Generiere</keyword> dann eine einfache Kopie von ihr und spiele sie aus.
201589_fluff;Wir sind nur noch wenige Versprengte, aber unsere Herzen lodern heller als je.
201589_name;Filavandrel aén Fidháil
201589_tooltip;<keyword=order>Befehl</keyword>: Verbessere alle Einheiten auf deiner Hand um {Boost}.
