1_name_lt;氷霜
200039_name;ドル・ブラサンナの歩哨
200039_tooltip;<keyword=melee>近接</keyword>：敵軍ユニットが他列に移動するたび、それに{Damage}ダメージを与える。\n<keyword=ranged>間接</keyword>：自軍ユニットが他列に移動するたび、それに{Boost}ブーストを与える。
200040_fluff;笑わせてくれるな、北方人！ 持ち上げることすらできぬのに、如何に我を貫こうと言うのだ！
200040_name;アン・クライトの大剣使い
200040_tooltip;反対列にある敵軍ユニットがダメージを負うたび、{Boost}ブーストを得る。
200041_fluff;都市を奪うには向かないが、灰にするには向いている
200041_name;大型弩砲ヘルゲ
200041_tooltip;【<keyword=immune>耐性</keyword>】\n<keyword=order>命令</keyword>：配置列にある「兵士」ユニット1体につき、敵軍ユニット1体に{Damage}ダメージを与える。
200042_fluff;マハカムのでこぼことした地形で狩りをするのは、容易ではない。だからと言って、ドワーフがそれを恐れることはない
200042_name;マハカムの賊徒
200042_tooltip;<keyword=deploy>配備</keyword>：既にブーストを得ている場合、<keyword=resilient>継戦</keyword>を得る。
200043_fluff;かつては誇り高きトルダーロク一族の族長だったが、気が触れてしまった
200043_name;ハラルド・ハウンズノート
200043_tooltip;<keyword=deploy>配備</keyword>：《ハラルドの仲間》{MaxTargets}体を<keyword=spawn>生成</keyword>して自陣他列に<keyword=summon>召喚</keyword>する。\n<keyword=order>命令</keyword>：自軍ユニット1体に{Damage}ダメージを与える。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）
200044_fluff;皇帝陛下は全ての領土をお守りになられる… だがこの不愉快な荒地に駐屯地を設けるのは、さながらグレイブ・ハグに貞操を身に着けさせるかの如きだ
200044_name;マグネ師団
200044_tooltip;毎ターン終了時、配置列に他のユニットがない場合、{Boost}ブーストを得る。
200046_fluff;俺たちの時代には、みな無茶をしたもんだ。たくさんの奇跡を成し遂げたが、同時に地獄も見てきた
200046_name;テルショックの古参兵
200046_tooltip;<keyword=deploy>配備</keyword>：{Damage}ダメージを負う。
200048_fluff;アレトゥーザの女学生と、バン・アルドの教え子たちの成績は常に比較されるが、やはり我が校の学生は後れを取っていると言わざるをえん
200048_name;バン・アルドの教官
200048_tooltip;<keyword=deploy>配備</keyword>：自軍ユニット1体に、その<keyword=charge>チャージ</keyword>1つにつき、{Boost}ブーストを与える。
200049_fluff;開かない？ ならもっと強く押すしかない
200049_name;破城鎚
200049_tooltip;<keyword=deploy>配備</keyword>：自陣に「兵士」ユニットがある場合、敵軍アーティファクト1個を破壊する。
200050_fluff;安心しろ、たとえ私が貴様らを皆殺しにしたとしても、〈大いなる太陽〉が北方に息吹きをもたらしてくれるさ！
200050_name;ヴリームド
200050_tooltip;<keyword=deploy>配備</keyword>：自軍「兵士」ユニット1体と、その同名カード全てに{Boost}ずつブーストを与える。
200052_fluff;ゴリアテはかつて高名な騎士だったが、ある日〈湖の女神〉の怒りを買い、怪物に姿を変えられてしまった
200052_name;ゴリアテ
200052_tooltip;<keyword=deathwish>遺言</keyword>：対戦相手はデッキにある最低戦力値ユニット1体をこのユニットの反対列に<keyword=summon>召喚</keyword>する。
200053_fluff;小像は閃光を放ったかと思うと、徐々に大きくなっていった。小刻みに振動しながら、まるで床上を這う煙のように、その姿を変えていったのだ。次の瞬間、魔法陣の中央に突如として一人の人影が現れた
200053_name;小縮魔術
200053_tooltip;ユニット1体に<keyword=lock>封印</keyword>を与え、ベース戦力値に戻す。
200055_fluff;〈見えざる者〉がどれくらい昔からこの世界に存在しているか、上級吸血鬼にすら詳しく知る者はいないという。ただ吸血鬼が絶対に破らないルールが一つだけある。どんな状況でも、決して彼の意志に抗わないということだ
200055_name;見えざる者
200055_tooltip;<keyword=order>命令</keyword>：自軍ユニット1体の<keyword=deathwish>遺言</keyword>アビリティを実行させる。\nラウンド開始時、このアビリティを初期化する。
200056_fluff;“アンテリオン”って知ってるかい？ “狼人間”の対義語だと言えば理解できるかな。つまり、人間の姿に変身できる獣のことさ
200056_name;アグアラ：真実の姿
200056_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：スペシャルカード1枚（勢力不問）を<keyword=create>入手</keyword>してプレイする。
200058_fluff;余は確実な糸口を与えたはずだ… 諜報員と宮廷魔術師の力添えもあった。それなのに貴様は、我が娘の代わりに、この怪物を連れてきたというのか？
200058_name;ウーマの呪い
200058_tooltip;ゴールドユニット1体を<keyword=create>入手</keyword>してプレイする。
200062_fluff;いい子にしてないと、アグアラに攫われるぞ！
200062_name;アグアラ
200062_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：ユニット1体に<keyword=lock>封印</keyword>を与える。\n<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：ユニット1体から<keyword=lock>封印</keyword>を取り除く。
200067_fluff;月が満ちると、暗がりから闇の住人が姿を現す。月明りの下で、饗宴が始まるのだ
200067_name;月明り
200067_tooltip;postponed
200071_fluff;外交官とは、言葉の使い手だ。相手に情報を与えることなく、必要な情報を手に入れる
200071_name;シラード・フィッツ・エスターレ
200071_tooltip;<keyword=deploy>配備</keyword>：敵軍手札にある最高戦力値ユニット1体の戦力値を{Power}に変える。
200073_fluff;あのストリガはなんとかやっとるよ。時々誰かにかじりつく癖は抜けんようだが、まあ君もすぐに慣れるさ
200073_name;アダ：ストリガ
200073_tooltip;<keyword=deploy>配備</keyword>：最高戦力値ユニットが自陣側にある場合、敵軍ユニット1体に{Damage}ダメージを与える。
200078_fluff;粘土を想像して。形を作るには、まず湿らせないと崩れてしまう。〈試練〉の序盤で肉体を変化に向けて準備させるでしょ。そうして初めて、変異誘発剤によってウィッチャーが生み出される
200078_name;草の試練
200078_tooltip;ユニット1体を{Boost}までブーストさせる。それが「ウィッチャー」でない場合、先に{Damage}ダメージを与える。
200079_fluff;この呪文を使えば、死者の最期を見ることができる… 生きて詠唱を終えられればの話だが
200079_name;ハンマーヴィンの蒼夢
200079_tooltip;敵軍墓地にあるユニット1体をプレイし、<keyword=doomed>破滅</keyword>を与える。
200080_fluff;ああん？ どうした？ 鹿肉はお姫様の口には合わないってかい？
200080_name;ザヴィエル・モラン
200080_tooltip;<keyword=melee>近接</keyword>：このユニットはブーストを得るたび、さらに{Boost}ブーストを得る。
200081_fluff;「スケリッジでは、頭のいい女を火あぶりにしたりはしねぇよ」
200081_name;ヘイマイの薬草師
200081_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍ユニット1体を{Boost}<keyword=heal>回復</keyword>させた後、{Boost2}ブーストを与える。
200083_fluff;できれば、名前は伏せておきたい。こう考えて… この家を支える者たちと
200083_name;イリスの使い魔
200083_tooltip;<keyword=deploy>配備</keyword>：自軍デッキにある任意のカード1枚を引いた後、カード1枚を無作為に選んで<keyword=discard>破棄</keyword>する。
200087_fluff;ウィッチャー同様、ドラガラは怪物の専門家だが、独自の学説を持っている。彼にとって屍食生物だの、オーガ種だのといった名称はどうでもよく、ただ単に全ての怪物が等しく素晴らしい存在なのだ
200087_name;ヴォールのドラガラ
200087_tooltip;<keyword=deploy>配備</keyword>：ユニット1体に<keyword=lock>封印</keyword>を与える。
200088_fluff;あの検死官は静かで穏やかな人だよ。遺体をとても丁寧に取り扱うからね
200088_name;フーベルト・レイク
200088_tooltip;<keyword=deploy>配備</keyword>：このターン中にあなたが敵軍ユニットに負わせたダメージ量に等しいブーストを得る。
200089_fluff;道に迷ったのかい？ すまないが、別のどこかで迷っちゃくれんかね。左耳を太陽に向けて歩き続ければ、街道に出る。聞こえただろ？ 早く行ってくれよ
200089_name;ニヴェレン
200089_tooltip;<keyword=deploy>配備</keyword>：何れかの列にある全てのユニットを他列に移動させる。
200091_fluff;ゲラルトは、議員のような格好をした盗賊や、物乞いのような身なりの貴族、盗賊の見た目をした領主など、さまざまな種類の人々と出会ってきたが、ストレゴボールは違った。彼は常に絵に描いたような魔術師の外見をしていたのだ
200091_name;ストレゴボール
200091_tooltip;<keyword=ranged>間接</keyword>：{Counter}ターン後、両プレイヤーはそれぞれユニット1体を引き、その戦力値を{Power}に変える。
200098_fluff;彼の昼の顔はヴィジマの守衛隊長だが、夜になると、慈悲なき復讐者として、虐げられた人々を守るのだ
200098_name;ヴィンセント・メイス
200098_tooltip;【<keyword=zeal>勇躍</keyword>】\n<keyword=order>命令</keyword>｜<keyword=melee>近接</keyword>：ブーストを得ていない敵軍ユニット1体の戦力値を{Power}に変える。
200102_fluff;神々の御声が聞こえる… 神々が影から囁きかけてくださるのだ…
200102_name;ヒム
200102_tooltip;<keyword=deploy>配備</keyword>：ダメージを負っているユニット1体と自身の戦力値を入れ替える。
200103_fluff;アン・スケリッグ闘技場の王者で、10回連続のタイトル防衛を果たしている
200103_name;オラフ
200103_tooltip;<keyword=order>命令</keyword>：《オラフ》が負っているダメージ量の2倍に等しいブーストを得る。
200104_fluff;人狼？ いやいや、もっと危険な奴だよ
200104_name;ウルフヘジン
200104_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体にその戦力値の半分のダメージを与える。
200105_fluff;ディムン一族の戦闘艦は、軽量で高い機動力を備えている。鈍足の商船を追い回すにはうってつけだ
200105_name;ディムンの軍船
200105_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage}ダメージを3回与える。
200112_fluff;伝説によると、セイレーンはその歌声で船乗りを誘き寄せるという。だが実際のところ、彼らを引き寄せるのは、もっと別の魅力のようだ
200112_name;セイレーン
200112_tooltip;<keyword=deploy>配備</keyword>：<keyword=deathwish>遺言</keyword>アビリティを持つ自軍ユニット1体に{Boost}ブーストを与える。
200114_fluff;狼憑きは人に感染すると言われる。人狼に嚙まれた者は、その仲間になってしまうと信じられているのだ。だがウィッチャーはそれが迷信だと知っている。人狼とは、強力な呪いの産物なのだから
200114_name;人狼・強
200114_tooltip;【<keyword=immune>耐性</keyword>】【<keyword=thrive>成長</keyword>】
200115_fluff;暗殺… 帝国の宮廷では、書記官と遊女に次ぐ人気の仕事だ
200115_name;暗殺
200115_tooltip;ユニット1体に{Damage}ダメージを与える。その両隣のユニット1体につき、ダメージ量を{Damage2}減らす。
200118_fluff;逃げるのは自由だが、隠れられると思うな
200118_name;潜入工作員
200118_tooltip;<keyword=melee>近接</keyword>：ラウンド終了時、敵軍デッキの無作為な場所に移動する。
200124_fluff;〈蛇流派〉の再興… レソの夢だ
200124_name;蛇流派ウィッチャー
200124_tooltip;<keyword=deploy>配備</keyword>：敵軍デッキの一番上にあるカード1枚を<keyword=reveal>公開</keyword>し、<keyword=banish>消滅</keyword>させる。
200132_fluff;ウィッチハンターが何者かって？ 昔は狂信者とごろつきが大半だったが、女魔術師会による忌まわしい事件の後は、正義を志す数多くの若者がその門を叩くようになったんだ
200132_name;ウィッチハンター
200132_tooltip;postponed
200135_fluff;その危険性ゆえ、マハカムでも一目置かれている職業。中でもミッケル・ベイと呼ばれるドワーフの右に出るものはいないという
200135_name;火薬技師
200135_tooltip;【<keyword=zeal>勇躍</keyword>】\n<keyword=order>命令</keyword>：自軍アーティファクト1個を破壊し、ユニット1体に{Damage}ダメージを与える。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）
200136_fluff;彼女の言葉は表面上意味をなさないこともある。だがそこには常に、隠された意味や、思いもよらない知恵が含まれているのだ
200136_name;予見者
200136_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍デッキにあるカード1枚を無作為に選んで<keyword=reveal>公開</keyword>する。それがスペシャルカードだった場合、{Boost}ブーストを得る。
200138_fluff;知識とは特権だ。そして特権は、一部の者にしか与えられない
200138_name;賢者
200138_tooltip;あなたがスペシャルカードをプレイするたび、{Boost}ブーストを得る。
200139_fluff;とあるオクセンフルトの学者が一匹の豹を捕え、虎の一種だと判定した。その結論に不服だったのか、豹は学者に襲い掛かり、結果として彼の研究が日の目を浴びることはなかったという
200139_name;豹
200139_tooltip;<keyword=deploy>配備</keyword>：「スコイア＝テル」でない敵軍ユニット1体に{Damage}ダメージを与える。
200144_fluff;決して触れるなよ。目も合わせるな。というより… 近づいたら終わりだからな
200144_name;テルショックの動物使い
200144_tooltip;<keyword=deploy>配備</keyword>：自軍「野獣」ユニット1体に{Boost}ブーストを与える。自軍墓地にある「野獣」ユニット1体につき、ブースト量を{Boost2}増やす。
200145_fluff;海は俺たちのもんだ。浮かんでるものから、泳いでる奴らまで、全部な！
200145_name;ディムンの私掠船員
200145_tooltip;<keyword=deploy>配備</keyword>：自軍手札にある「船」ユニット1体につき、ユニット1体に{Damage}ダメージを与える。
200146_fluff;スピカローグには何もねえ。だが関係ねえんだ。必要なものは、他所から奪えばすむんだからな
200146_name;ディムンの密売人
200146_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：ユニット1体に{Damage}ダメージを与えた後、それに{Boost}ブーストを与える。
200147_fluff;女性ドルイドの中でも、もっとも位が高い者は女神官と呼ばれる。誰からも尊敬され、並外れた力を持つ
200147_name;ヘイマイの女神官
200147_tooltip;毎ターン終了時、配置列にあるダメージを負っている全ての自軍ユニットを{Boost}<keyword=heal>回復</keyword>させる。
200149_fluff;彼が恐れるのは、フラヤ、そしてその信奉者たちの怒りだけだ
200149_name;ヘイマイの守護者
200149_tooltip;両隣のユニットがダメージを負うたび、{Boost}ブーストを得る。
200154_fluff;テメリア王国の正統なる統治者にして、ソドン公、ならびにブルッゲ、アングレン等々の上級護国卿であらせられるフォルテスト陛下の名によって…
200154_name;勅令
200154_tooltip;自軍デッキにあるユニット1体をプレイする。
200158_fluff;常しえに横たわりしは死に非ず、奇なる永劫と共にありては死すらも死ねよう
200158_name;ダゴン
200158_tooltip;《濃霧》又は《豪雨》を<keyword=spawn>生成</keyword>する。
200159_fluff;何者もブラン王の代わりにはなれないが、志すだけなら当人の自由だ
200159_name;ブラン・テルショック
200159_tooltip;<keyword=order>命令</keyword>：カード1枚を<keyword=discard>破棄</keyword>した後、カード1枚を引く。\nラウンド開始時、このアビリティを初期化する。\nあなたがカードを<keyword=discard>破棄</keyword>するたび、敵軍ユニット1体を無作為に選んで{Damage}ダメージを与える。
200160_fluff;ニルフガード人は、彼をティルス・イス・ムイア、つまり〈海イノシシ〉と呼ぶ。子供を躾ける時に利用するのさ！
200160_name;クラフ・アン・クライト
200160_tooltip;<keyword=order>命令</keyword>：ユニット1体に{Damage}ダメージを与える。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）
200161_fluff;その二つ名の由来は、誰も知らない。あえて知ろうとした者はいないのだ
200161_name;不具のハラルド
200161_tooltip;<keyword=order>命令</keyword>：全ての敵軍ユニットに{Damage}ダメージを無作為に分け与える。
200162_fluff;余に忍耐強さを問う者はいない。二度と何も問えない姿になるからな
200162_name;エムヒル・ヴァル・エムレイス
200162_tooltip;<keyword=order>命令</keyword>：戦場にあるカード1枚を自軍手札に移動させた後、カード1枚をプレイする。
200163_fluff;アルバ河の穏やかな水面に映る真夏の太陽、それが私のニルフガードだ
200163_name;モルヴラン・ヴーヒス
200163_tooltip;<keyword=order>命令</keyword>：敵軍デッキにあるカード1枚を無作為に選んで<keyword=reveal>公開</keyword>する。それがブロンズだった場合、自軍ユニット1体に{Boost}ブーストを与える。ゴールドだった場合、代わりに{Boost2}ブーストを与える。\nラウンド開始時、このアビリティを初期化する。
200164_fluff;剣は君主が用いる多くの武器の一つでしかない
200164_name;ジャン・カルヴェイト
200164_tooltip;<keyword=order>命令</keyword>：自軍デッキの一番上にあるカード{MaxTargets}枚を見て、1枚をプレイする。
200165_fluff;平和は流血によってのみ得られる。人間による抑圧の時代が、残酷に終わる時が来た
200165_name;フランチェスカ・フィンダベア
200165_tooltip;<keyword=order>命令</keyword>：自軍墓地にあるスペシャルカード1枚をプレイする。
200166_fluff;ドリアードの女王の瞳は白銀のように輝き、心は鋼のように冷たいという
200166_name;イースネ
200166_tooltip;<keyword=order>命令</keyword>：ユニット1体に{Damage}ダメージを与える。（<keyword=charge>チャージ</keyword>：{Charges}）\nラウンド開始時、《イースネ》の<keyword=charge>チャージ</keyword>量を初期化する。
200167_fluff;あの老いぼれがどうかしたって？ ひょっとすると人形かもな！
200167_name;ブルーヴァー・ホーグ
200167_tooltip;<keyword=order>命令</keyword>：ユニット1体を他列に移動させる。それが敵軍の場合、{Damage}ダメージを与える。自軍の場合、{Boost}ブーストを与える。（<keyword=charge>チャージ</keyword>：{Charges}）
200168_fluff;余は相談役どもの作戦ではなく、兵士の剣を信じておる
200168_name;フォルテスト王
200168_tooltip;<keyword=order>命令</keyword>：自軍ユニット1体に{Boost}ブーストと<keyword=zeal>勇躍</keyword>を与える。（<keyword=charge>チャージ</keyword>：{Charges}）
200169_fluff;王は敵に厳しく、友には寛大であるべきだ
200169_name;ラドヴィッド五世
200169_tooltip;<keyword=crew>乗組員</keyword>を持つ。ユニット{MaxTargets}体の<keyword=lock>封印</keyword>状態を切り替える。それらが敵軍の場合、{Damage}ずつダメージを与える。
200170_fluff;ヘンセルト王は盗人のような見た目をしているわけではなかったが、やっていたことは盗人そのものだ
200170_name;ヘンセルト王
200170_tooltip;<keyword=order>命令</keyword>：戦場にある自軍ユニットの同名カード1枚を自軍デッキからプレイし、それに{Boost}ブーストと<keyword=zeal>勇躍</keyword>を与える。
200171_fluff;トライダムの先代男爵に忠実だった兵士は皆ファリバーと共に城を離れ、反逆者と呼ばれるようになった
200171_name;トライダムの歩兵
200171_tooltip;このユニットはブーストを得るたび、敵軍ユニット1体を無作為に選んで{Damage}ダメージを与える。
200177_fluff;スパロウホークと呼ばれてる由来は知ってる？ あなたみたいなネズミを餌食にするからよ
200177_name;セリス・アン・クライト
200177_tooltip;このユニットは墓地にある場合、あなたが自軍墓地にあるユニットをプレイするたび、無作為に選んだ自陣列に<keyword=summon>召喚</keyword>される。
200209_fluff;王だの称号だのに興味はないが、東には王冠を被るにふさわしい人物がいる
200209_name;サスキア
200209_tooltip;<keyword=order>命令</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）\n自軍手札に「エルフ」「ドワーフ」又は「ドリアード」ユニットがある場合、各カテゴリごとに<keyword=cooldown>クールダウン</keyword>を{Cooldown2}ずつ減らす。
200212_fluff;あの男の名を島の歴史から消し去るのだ！ 決して奴に寝床や食事を与えてはならんぞ！
200212_name;スヒャール
200212_tooltip;<keyword=deploy>配備</keyword>：ダメージを負っていない敵軍ユニット1体に{Damage}ダメージを与える。
200218_fluff;遥か古の時代、スケリッジの島々は、〈巨人たちの王〉ジョタンによって支配されていたという。ジョタンはヘムダールの刃に倒れる間際、ラグ・ナ・ログの到来とともに再び蘇ることを誓った
200218_name;ジョタン
200218_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：戦場にある敵軍と自軍のユニット数差1体につき、{Boost}ブーストを得る（但し敵軍の方が多い場合に限る）。
200220_fluff;あなたの最高の相手も、最後の相手も私よ
200220_name;ウィスペス：生贄
200220_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍デッキにある「オーガニック」カード1枚をプレイする。
200221_fluff;切り刻んでやるわ。美味しいスープができそうね
200221_name;儀式の生贄
200221_tooltip;全ての自軍ユニットの<keyword=deathwish>遺言</keyword>アビリティを実行させる。
200222_fluff;苦痛が伝わる。怖れが見える…
200222_name;ウィーヴィス：呪術師
200222_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：自軍手札にあるユニット1体を<keyword=consume>捕食</keyword>し、カード1枚を引く。
200223_fluff;皆さんはそこに立って呆れていなさるばかりで、見附物を御信用なさらない。マンドラゴラの根で刻んだ人形をたよりにするとか、黒犬を使うとか云うような、夢を見ていなさる
200223_name;マンドラゴラ
200223_tooltip;ユニット1体を<keyword=reset>初期化</keyword>する。
200224_fluff;この薬草に因んで“カラスの眼”と名乗った、とある有名な海賊がいる。ただ、彼の武勇伝が語られるとき、この事実は端折られることが多い
200224_name;カラスの眼
200224_tooltip;ブロンズユニット1体の<keyword=deathwish>遺言</keyword>アビリティを実行させる。
200225_fluff;フリンギラ・ヴィゴが手懐けられない獣はいない
200225_name;ヴィゴの口輪
200225_tooltip;戦力値{Power}以下の敵軍ユニット1体を<keyword=seize>強奪</keyword>し、<keyword=lock>封印</keyword>を与える。
200226_fluff;別名“毒の女王”とも呼ばれ、ウィッチャーの霊薬や錬金術の化合物には欠かせない
200226_name;トリカブト
200226_tooltip;偶数戦力値を持つ全ての敵軍ユニットに{Damage}ずつダメージを与えるか、奇数戦力値を持つ全ての敵軍ユニットに{Damage}ずつダメージを与える。
200227_fluff;私は13年間、ノヴィグラドに派遣されていた。あの街の残酷で、皮肉で、欲にまみれた現実を見てきた。だが、今はそれ以上の恐怖を感じる
200227_name;ヘンリー・ヴァル・アトレ
200227_tooltip;postponed
200228_fluff;単純で安上りだが、効果的な罠だ。スコイア＝テルが好んで用いるのも当然だな
200228_name;落とし穴の罠
200228_tooltip;<keyword=ambush>伏兵</keyword>：対戦相手が次にプレイするユニットを、そのアビリティが実行される前に破壊する。
200233_fluff;コカトリスが攻撃するのは、肝臓直下にある脊椎の隙間か、大動脈と決まっている。つまり、獲物を必ず一撃で仕留めようとするのだ
200233_name;コカトリス
200233_tooltip;<keyword=deploy>配備</keyword>：両隣の「野獣」ユニット1体につき、敵軍ユニット1体に{Damage}ダメージを与える。
200234_fluff;俺は退役兵だ！ 小銭を恵んでくれないか？
200234_name;貧民歩兵隊
200234_tooltip;<keyword=deploy>配備</keyword>：{Boost}ブーストを得る。
200235_fluff;俺に指図は無用だ
200235_name;ランバート：剣士
200235_tooltip;<keyword=deploy>配備</keyword>：<keyword=resilient>継戦</keyword>を持つ敵軍ユニット1体を破壊する。
200236_fluff;お前の息切れは数里先から聞こえていた。地の利を失いたくなかっただけだ
200236_name;エスケル：求道者
200236_tooltip;<keyword=melee>近接</keyword>：毎ターン終了時、{Boost}ブーストを得る。
200237_fluff;怪物退治は、軽い気持ちでやれる仕事じゃない。シリが我々の仲間になるなら、それを学んでもらう
200237_name;ヴェセミル：指導者
200237_tooltip;<keyword=deploy>配備</keyword>：手札、デッキ、戦場にある全ての自軍「ウィッチャー」ユニットに{Boost}ずつブーストを与える。
200293_fluff;「いいか、このまま指をくわえて黙って見てりゃ、人間どもがやってきて娘っ子をみんな攫っちまうんだぞ！」
200293_name;ドワーフの扇動者
200293_tooltip;<keyword=deploy>配備</keyword>｜<keyword=ranged>間接</keyword>：自軍手札にある「ドワーフ」ユニット1体に{Boost}ブーストを与える。
200294_fluff;「この旗を何があっても死守せよ！ グロール・アイン・アード・フェイン！」
200294_name;旗持ち
200294_tooltip;<keyword=deploy>配備</keyword>：自軍ユニット1体に{Boost}ブーストを与える。\nあなたがこのカードを<keyword=reveal>公開</keyword>するたび、自軍ユニット1体を無作為に選んで{Boost2}ブーストを与える。
200295_fluff;どこに潜んでいたとしても、その居場所は臭いでわかる
200295_name;ロットフィーンド
200295_tooltip;<keyword=deathwish>遺言</keyword>：敵軍ユニット1体を無作為に選んで{Damage}ダメージを与える。
200296_fluff;騎兵隊はくさび型陣形を組み、雷のごとき速さで敵歩兵隊に突撃した。まるで無防備な腹部を短剣が切り開くかのように、アルバ師団は容易くテメリア軍を蹂躙したのだ
200296_name;アルバ師団の重装騎兵
200296_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体に<keyword=lock>封印</keyword>を与える。
200299_fluff;音楽家になりたいと誓った少年の夢は、かろうじて形となった
200299_name;テメリア軍の鼓手
200299_tooltip;<keyword=order>命令</keyword>：自軍ユニット1体に{Boost}ブーストと<keyword=zeal>勇躍</keyword>を与える。
200300_fluff;スケリッジ人は、昔から鯨以外にも銛の使い道があることを知っている
200300_name;銛撃ち
200300_tooltip;敵軍ユニット1体を他列に移動させ、その列にあるユニット数に等しいダメージを与える。
200301_fluff;波は寄せては返し、ナグルファーの舳先に押されて岸を打つ。ヘムダールの角笛鳴り響き、虹の橋ビフレストにて対峙せん。白き霜、嵐の時近し…
200301_name;ナグルファー
200301_tooltip;自軍デッキにあるゴールドカード{MaxTargets}枚を無作為に見た後、1枚をプレイし、もう1枚を一番上に置く。
200320_fluff;“牛防衛隊”の一員。標語は「常に忠実であれ！」
200320_name;チョルト
200320_tooltip;アビリティを有していない。
200502_fluff;トロールには、姿かたちや大きさ、性格などが異なるさまざまな亜種が存在する。全てに共通するのは、脳みそがスカスカなことくらいだな
200502_name;氷トロール
200502_tooltip;毎ターン終了時、敵軍より自軍のユニット数が少ない場合、{Boost}ブーストを得る。
200518_fluff;エビングは、優秀な傭兵と軽装騎兵の産出国として知られる
200518_name;ヴェネンダル師団の精鋭
200518_tooltip;<keyword=deploy>配備</keyword>：このターン中に自軍リーダーアビリティが使用されている場合、敵軍ユニット1体に{Damage}ダメージを与える。
200519_fluff;この世界におけるもっとも偉大なドワーフの発明品
200519_name;マハカムのエール
200519_tooltip;ユニット1体に{Boost}ブーストを与え、<keyword=lock>封印</keyword>を取り除く。
200520_fluff;ハットリが打つ剣に匹敵するのは、彼が作る団子だけだ
200520_name;エイブヒア・ハットリ
200520_tooltip;<keyword=order>命令</keyword>：自軍墓地にあるブロンズアーティファクト1個をプレイする。
200523_fluff;トゥサンを守る“光の騎士”… ってのは少し言いすぎかな
200523_name;ゲルメイン・ピカント
200523_tooltip;<keyword=deploy>配備</keyword>｜<keyword=melee>近接</keyword>：自身の両隣に《牛》{Counter}体ずつを<keyword=spawn>生成</keyword>する。
200528_fluff;「スケリッジ人の女性は獰猛だ。決して油断せず、全力でこれに対処すること」－帝国艦隊上陸部隊への通達
200528_name;ヘイマイの槍乙女
200528_tooltip;<keyword=deploy>配備</keyword>：敵軍ユニット1体に{Damage}ダメージを与えた後、{Damage2}ダメージを負う。
200529_fluff;愛するビルベリー嬢の名誉を守るため、世界中を旅する“自称”騎士。だが、実際にはその女性の居場所を知る者はおろか、会ったことがある者すらいないという
200529_name;不屈のロンヴィッド
200529_tooltip;<keyword=deploy>配備</keyword>：{Boost}ブーストを得る。\nあなたが「兵士」ユニットをプレイするたび、このユニットは自軍墓地から無作為に選んだ自陣列に<keyword=summon>召喚</keyword>される。
200530_fluff;緑色のビールだって…？
200530_name;毒入りのエール
200530_tooltip;【<keyword=zeal>勇躍</keyword>】\n<keyword=order>命令</keyword>：ユニット1体に{Damage}ダメージを与える。（<keyword=charge>チャージ</keyword>：{Charges}）
200532_fluff;伝説的なフックス家の創始者ボロスは、この酒を溺愛し過ぎたあまり命を落としたと言われる。小川に落とした黄金の指輪を拾おうとして、溺れ死んだのだ
200532_name;祖先のエール
200532_tooltip;【<keyword=zeal>勇躍</keyword>】\n<keyword=order>命令</keyword>：ユニット1体に{Boost}ブーストを与える。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）
200534_fluff;エルフと玉ねぎスープが大好き
200534_name;ヴァージェンの女トロール
200534_tooltip;<keyword=melee>近接</keyword>：あなたのターン中に自軍ユニットが破壊されるたび、{Boost}ブーストを得る。
200535_fluff;戦いと踊りは似ている。相手にリードされては、絶対に勝てない
200535_name;エルフの剣士
200535_tooltip;<keyword=order>命令</keyword>｜<keyword=melee>近接</keyword>：敵軍ユニット1体に{Damage}ダメージを与える。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）\nあなたが「エルフ」ユニットをプレイするたび、<keyword=cooldown>クールダウン</keyword>を{Cooldown2}減らす。
200539_fluff;たとえどれだけたくましくとも、スリザードの尻尾、巨大蠍のハサミ、そしてグリフィンの爪による一撃を受け流せる者はいまい
200539_name;スリザード
200539_tooltip;<keyword=order>命令</keyword>：配置列にある自軍ユニット1体を<keyword=consume>捕食</keyword>する。（<keyword=cooldown>クールダウン</keyword>：{Cooldown}）
200540_fluff;文字通り、奴らは頭痛の種だよ
