1_name_lt;Escarcha heladora
200067_fluff;Durante la luna llena, las pesadillas salen de todos los recovecos y grietas del mundo.
200067_name;Luz de luna
200067_tooltip;postponed
200071_fluff;Un diplomático es una persona que utiliza muchas más palabras de las necesarias para expresar mucho menos de lo que sabe.
200071_name;Shilard Fitz-Oesterlen
200071_tooltip;<keyword=deploy>Despliegue</keyword>: establece el poder de la unidad superior de la mano de tu rival en {Power}.
200073_fluff;Y a la estrige le va muy bien. Solo que de vez en cuando muerde a alguien. Se puede uno acostumbrar a todo.
200073_name;Adda: Estrige
200073_tooltip;<keyword=deploy>Despliegue</keyword>: si controlas a la unidad superior, inflige {Damage} de daño a un enemigo.
200078_fluff;Imaginad un pedazo de arcilla. Para modelarla, primero hay que humedecerla o se agrietará. La primera parte de la prueba sirve para eso... Prepara el cuerpo para el cambio, por así decirlo. Solo entonces los mutágenos pueden generar un brujo.
200078_name;Prueba de Hierbas
200078_tooltip;Potencia a una unidad hasta {Boost} de poder. Si no es un brujo, primero le inflige {Damage} de daño.
200079_fluff;Este hechizo te permite ver los últimos momentos de la vida de un muerto..., si sobrevives al lanzarlo.
200079_name;Sueño azul de Hanmarvyn
200079_tooltip;Juega una unidad del cementerio del rival y la convierte en <keyword=doomed>condenada</keyword>.
200080_fluff;¿Qué? ¿Pasa algo? ¿La carne de venado está algo rancia para vos? ¿Eh, princesita?
200080_name;Xavier Moran
200080_tooltip;<keyword=melee>Cuerpo a cuerpo</keyword>: cada vez que esta unidad recibe una potenciación, se potencia en {Boost} de poder adicional.
200081_fluff;«En Skellige no quemamos a las mujeres astutas: seguimos sus consejos».
200081_name;Herborista Heymaey
200081_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=heal>cura</keyword> a un aliado en {Boost} y luego lo potencia en {Boost2}.
200083_fluff;Preferimos no desvelar nuestros nombres. Considéranos... amigos de la casa.
200083_name;Compañeros de Iris
200083_tooltip;<keyword=deploy>Despliegue</keyword>: saca una carta de tu elección de tu baraja y luego <keyword=discard>descarta</keyword> una carta aleatoria.
200087_fluff;Al igual que los brujos, Dorregaray es un aficionado a los monstruos, aunque él ha desarrollado su propio sistema de clasificación. En lugar de dividirlos en necrófagos, ogroides y demás, tan solo piensa que todos son fantásticos.
200087_name;Dorregaray de Vole
200087_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=lock>bloquea</keyword> una unidad.
200088_fluff;El forense es una persona tranquila y pacífica. Incluso trata a los cadáveres con suma delicadeza.
200088_name;Hubert Rejk
200088_tooltip;<keyword=deploy>Despliegue</keyword>: se potencia con la cantidad de daño que has infligido a los enemigos en este turno.
200089_fluff;¿Te has perdido? Bueno, pues vete a perderte a otra parte. Que no sea de mi propiedad, claro. Apunta con la oreja izquierda al sol y sigue andando, pronto llegarás al camino. ¿Qué? ¿A qué esperas?
200089_name;Nivellen
200089_tooltip;<keyword=deploy>Despliegue</keyword>: mueve todas las unidades de una fila a la otra fila.
200091_fluff;El brujo había conocido a ladrones que parecían concejales, concejales que parecían mendigos y reyes que parecían ladrones. Stregobor, en cambio, siempre tenía justo el aspecto que debía tener un mago según todos los estereotipos.
200091_name;Stregobor
200091_tooltip;<keyword=ranged>A distancia</keyword>: tras {Counter} turnos, cada jugador saca una unidad y establece su poder en {Power}.
200098_fluff;Por el día, capitán de la Guardia de Wyzima. Por la noche, vengador despiadado y defensor de los desfavorecidos.
200098_name;Vincent Meis
200098_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: establece el poder de un enemigo no potenciado en {Power}.
200102_fluff;Los dioses me hablan... Los oigo susurrar desde las sombras...
200102_name;Hym
200102_tooltip;<keyword=deploy>Despliegue</keyword>: intercambia el poder de esta unidad con el de una unidad dañada.
200103_fluff;Diez veces ganador del venerable título de campeón de la arena de An Skellig.
200103_name;Olaf
200103_tooltip;<keyword=order>Orden</keyword>: potencia a Olaf en el doble de la cantidad de daño que haya recibido.
200104_fluff;¿Un hombre lobo? Oh, no, no... Esto es algo mucho, mucho peor.
200104_name;Ulfhedinn
200104_tooltip;<keyword=deploy>Despliegue</keyword>: inflige a un enemigo un daño igual a la mitad de su poder actual.
200105_fluff;Los barcos de guerra del clan Dimun son ligeros y veloces, perfectos para dar caza a las lentas fragatas mercantes.
200105_name;Fragata Dimun
200105_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo tres veces.
200112_fluff;Las leyendas afirman que atraen a los marineros hacia su perdición con sus cautivadoras canciones..., aunque es probable que los marineros queden más cautivados por sus muchos otros encantos.
200112_name;Sirena
200112_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un aliado con <keyword=deathwish>sueño mortal</keyword> en {Boost}.
200114_fluff;Algunos dicen que la licantropía es contagiosa: que si te muerde un hombre lobo, te transformas en uno. Los brujos saben que eso es un disparate. Solo una potente maldición puede provocar ese estado.
200114_name;Hombre lobo alfa
200114_tooltip;<keyword=immune>Inmune</keyword>. <keyword=thrive>Medra</keyword>.
200115_fluff;Asesino: una de las profesiones más populares de la corte imperial, justo después de escriba y cortesano.
200115_name;Asesinato
200115_tooltip;Inflige {Damage} de daño a una unidad. Reduce el daño en {Damage2} por cada unidad adyacente a ella.
200118_fluff;Puedes huir, pero nunca podrás esconderte.
200118_name;Infiltrado
200118_tooltip;<keyword=melee>Cuerpo a cuerpo</keyword>: al final de la ronda, mezcla esta unidad en la baraja de tu rival.
200124_fluff;La escuela de la Víbora renacerá... Letho se ha encargado de ello.
200124_name;Brujo de la Víbora
200124_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=reveal>revela</keyword> la primera carta de la baraja de tu rival y la <keyword=banish>destierra</keyword>.
200132_fluff;¿Quiénes son los cazadores de brujas? Granujas y fanáticos, en su mayor parte, pero tras los viles actos perpetrados por la Logia de Hechiceras, muchos hombres decentes, indignados hasta las trancas, se unieron a sus filas…
200132_name;Cazador de brujas
200132_tooltip;postponed
200135_fluff;Un oficio extremadamente peligroso, y admirado por ende, de Mahakam. Su profesional de mayor renombre es un enano conocido como Mikkel Bay.
200135_name;Pirotécnico
200135_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: destruye un artefacto aliado e inflige {Damage} de daño a una unidad.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
200136_fluff;Puede que sus palabras parezcan ininteligibles en ocasiones, pero siempre contienen mensajes ocultos y una tremenda sabiduría.
200136_name;Clarividente
200136_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=reveal>revela</keyword> una carta aleatoria de tu baraja. Si es una carta especial, se potencia en {Boost}.
200138_fluff;El conocimiento, cariño, es un privilegio, y los privilegios solo se comparten entre iguales.
200138_name;Sabio
200138_tooltip;Cada vez que juegas una carta especial, se potencia en {Boost}.
200139_fluff;Un erudito de Oxenfurt examinó una vez a una pantera y determinó que no era más que un leopardo de diferente color. La pantera, indiferente a este pronunciamiento, se lo zampó antes de que pudiera completar su investigación.
200139_name;Pantera
200139_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a una unidad enemiga que no sea Scoia'tael.
200144_fluff;No lo toques. No lo mires a los ojos. De hecho..., ni siquiera te acerques a él.
200144_name;Domador Tuirseach
200144_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a una bestia aliada en {Boost}. Aumenta la potenciación en {Boost2} por cada bestia que haya en tu cementerio.
200145_fluff;¡El mar es nuestro, y todo lo que en él flota, nada o navega!
200145_name;Corsario Dimun
200145_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a una unidad por cada barco que haya en tu mano.
200146_fluff;Spikeroog es un páramo yermo, pero nos da igual. Todo lo que necesitamos, os lo arrebatamos a vosotros.
200146_name;Contrabandista Dimun
200146_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a una unidad y luego potencia a la misma unidad en {Boost}.
200147_fluff;Una flaminica, el mayor rango entre las druidas, es acreedora de gran respeto y atesora mucho poder.
200147_name;Flamínica Heymaey
200147_tooltip;Cada turno, al final del turno, <keyword=heal>cura</keyword> a todos los aliados dañados de esta fila en {Boost}.
200149_fluff;No teme a nada salvo a la ira de Freya..., y a la de su mujer.
200149_name;Protector Heymaey
200149_tooltip;Cada vez que una unidad adyacente recibe daño, se potencia en {Boost}.
200154_fluff;Por la presente, yo, Foltest, rey de Temeria por derecho divino, príncipe de Sodden, protector mayor de Brugge, etcétera, etcétera, decreto lo siguiente…
200154_name;Decreto real
200154_tooltip;Juega una unidad de tu baraja.
200158_fluff;Lo que no está muerto puede reposar eternamente y, con los extraños eones, hasta la muerte puede morir.
200158_name;Dagón
200158_tooltip;<keyword=spawn>Genera</keyword> Niebla impenetrable o Lluvia torrencial.
200159_fluff;Nadie puede reemplazar a Bran. Aunque seguro que lo intentarán.
200159_name;Bran Tuirseach
200159_tooltip;<keyword=order>Orden</keyword>: <keyword=discard>descarta</keyword> una carta y luego saca una carta.\nAl comienzo de la ronda, recarga esta habilidad.\nCada vez que <keyword=discard>descartas</keyword> una carta, inflige {Damage} de daño a un enemigo aleatorio.
200160_fluff;Los nilfgaardianos lo llaman Tirth ys Muire, el Jabalí de los Mares. ¡Lo usan para asustar a los niños!
200160_name;Crach an Craite
200160_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
200161_fluff;Nadie sabe de dónde viene su nombre. Nadie se ha atrevido nunca a preguntar.
200161_name;Harald el Lisiado
200161_tooltip;<keyword=order>Orden</keyword>: reparte {Damage} de daño de forma aleatoria entre todos los enemigos.
200162_fluff;No me llaman el Paciente. Procura que a ti no te conozcan como el Decapitado.
200162_name;Emhyr var Emreis
200162_tooltip;<keyword=order>Orden</keyword>: mueve una carta del campo de batalla a tu mano y luego juega una carta.
200163_fluff;El sol del estío reflejado en las aguas calmas del Alba. Eso es Nilfgaard para mí.
200163_name;Morvran Voorhis
200163_tooltip;<keyword=order>Orden</keyword>: <keyword=reveal>revela</keyword> una carta aleatoria de la baraja de tu rival. Si es de bronce, potencia a un aliado en {Boost}. Si es de oro, lo potencia en {Boost2} en su lugar.\nAl comienzo de la ronda, recarga esta habilidad.
200164_fluff;La espada no es más que otra herramienta de las muchas de las que dispone un soberano.
200164_name;Jan Calveit
200164_tooltip;<keyword=order>Orden</keyword>: mira las {MaxTargets} primeras cartas de tu baraja y juega una.
200165_fluff;Para vivir en paz, hemos de matar. Ese es el cruel final de la opresión humana.
200165_name;Francesca Findabair
200165_tooltip;<keyword=order>Orden</keyword>: juega una carta especial de tu cementerio.
200166_fluff;La reina dríade tiene ojos de plata fundida y un corazón de acero forjado.
200166_name;Eithné
200166_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=charge>Cargas</keyword>: {Charges}.\nAl comienzo de la ronda, restablece el número de <keyword=charge>cargas</keyword> de Eithné.
200167_fluff;¿Ese imbécil que se tambalea? ¡No se sabría decir si está vivo o ya es un fiambre!
200167_name;Brouver Hoog
200167_tooltip;<keyword=order>Orden</keyword>: mueve una unidad a la otra fila. Si es un enemigo, le inflige {Damage} de daño; si es un aliado, lo potencia en {Boost}.\n<keyword=charge>Cargas</keyword>: {Charges}.
200168_fluff;No necesito consejeros ni sus intrigas. Yo solo confío en la espada de mis soldados.
200168_name;Rey Foltest
200168_tooltip;<keyword=order>Orden</keyword>: potencia a un aliado en {Boost} y le otorga <keyword=zeal>fervor</keyword>.\n<keyword=charge>Cargas</keyword>: {Charges}.
200169_fluff;Un rey debe ser implacable con sus enemigos y generoso con sus amigos.
200169_name;Rey Radovid V
200169_tooltip;Activa el estado de <keyword=lock>bloqueo</keyword> de {MaxTargets} unidades. Si son enemigos, les inflige {Damage} de daño. <keyword=crew>Dotación</keyword>.
200170_fluff;El rey Henselt no tenía pinta de ladrón, pero, con el debido respeto, eso es exactamente lo que era.
200170_name;Rey Henselt
200170_tooltip;<keyword=order>Orden</keyword>: juega una copia de una unidad aliada del campo de batalla desde tu baraja, la potencia en {Boost} y le otorga <keyword=zeal>fervor</keyword>.
200171_fluff;Los soldados leales al viejo barón de Tridam abandonaron la ciudad con Falibor, convirtiéndose en renegados perseguidos por la ley.
200171_name;Infantería de Tridam
200171_tooltip;Cada vez que esta unidad recibe una potenciación, inflige {Damage} de daño a un enemigo aleatorio.
200177_fluff;Me llaman Gavilana. ¿Sabes por qué? Porque como ratas como tú para desayunar.
200177_name;Cerys an Craite
200177_tooltip;Si esta unidad está en el cementerio, se <keyword=summon>invoca</keyword> a una fila aliada aleatoria cuando juegas una unidad de tu cementerio.
200209_fluff;No me interesan los reyes ni sus títulos. En el este vive alguien que merece de verdad una corona.
200209_name;Saskia
200209_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.\nSi tienes un elfo, enano o dríade en la mano, reduce la <keyword=cooldown>recuperación</keyword> en {Cooldown2} (límite de una vez por categoría).
200212_fluff;¡Borrad su nombre de la Saga de los Ancestros! ¡Que nadie ose darle refugio ni sustento!
200212_name;Skjall
200212_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo no dañado.
200218_fluff;Las leyendas de Skellige afirman que el poderoso y terrible Jotunn, Rey de los Gigantes, gobernó las islas en la antigüedad. Hemdall le dio muerte, pero con su último aliento juró que regresaría con el Ragh nar Roog.
200218_name;Jotunn
200218_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: se potencia en {Boost} por cada unidad más que tenga tu rival en el campo de batalla.
200220_fluff;Sería tu media naranja… y la última.
200220_name;Susurradora: Tributo
200220_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: juega una carta orgánica de tu baraja.
200221_fluff;Te cortaremos en trocitos, chico. Haremos un buen caldo.
200221_name;Sacrificio ritual
200221_tooltip;Activa las habilidades de <keyword=deathwish>sueño mortal</keyword> de todos los aliados.
200222_fluff;Percibo tu dolor. Veo tu miedo.
200222_name;Tejedora: Hechizo
200222_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=consume>consume</keyword> una unidad de tu mano y saca una carta.
200223_fluff;Mirando en torno están todos pasmados, sin confiar que se encuentre algún tesoro. Uno habla de locuras de mandrágoras, otro de un perro negro, por su parte.
200223_name;Mandrágora
200223_tooltip;<keyword=reset>Restablece</keyword> una unidad.
200224_fluff;A cierto pirata famoso le gustaba tanto esta hierba narcótica que se ganó el sobrenombre de «Ojo de Cuervo». Sin embargo, la versión teatral de esta leyenda omite este dato, para gran consternación de los puristas de la tradición popular pirata.
200224_name;Ojo de cuervo
200224_tooltip;Activa la habilidad de <keyword=deathwish>sueño mortal</keyword> de una unidad de bronce.
200225_fluff;No ha existido bestia que Fringilla Vigo no haya podido domesticar.
200225_name;Bozal de Vigo
200225_tooltip;<keyword=seize>Toma</keyword> a un enemigo con {Power} de poder o menos y lo <keyword=lock>bloquea</keyword>.
200226_fluff;El acónito, también conocido como «el rey de los venenos», se usa en multitud de pociones de brujo y brebajes alquímicos.
200226_name;Acónito
200226_tooltip;Inflige {Damage} de daño a todos los enemigos con poder par o inflige {Damage} de daño a todos los enemigos con poder impar.
200227_fluff;Llevo trece años destinado en Novigrado. He visto de todo: crueldad, cinismo, codicia... Pero lo que está pasando ahora me produce escalofríos.
200227_name;Henry var Attre
200227_tooltip;postponed
200228_fluff;Sencilla, barata y mortalmente eficaz. No es de extrañar que sea una de las trampas favoritas de los Scoia'tael.
200228_name;Trampa de foso
200228_tooltip;<keyword=ambush>Emboscada</keyword>: destruye la siguiente unidad que juegue tu rival antes de que active ninguna habilidad.
200233_fluff;Siempre ataca entre las vértebras, bajo el riñón izquierdo o directo a la aorta. De este modo, solo tiene que atacar una vez.
200233_name;Gallotriz
200233_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo por cada bestia adyacente.
200234_fluff;¿Una moneda para un veterano de guerra?
200234_name;Tu Puta Madre Infantería
200234_tooltip;<keyword=deploy>Despliegue</keyword>: se potencia en {Boost}.
200235_fluff;Anda y vete a darle lecciones a tu abuela.
200235_name;Lambert: Maestro
200235_tooltip;<keyword=deploy>Despliegue</keyword>: destruye a un enemigo <keyword=resilient>resistente</keyword>.
200236_fluff;Te oí jadear a tres leguas de aquí, pero no quería abandonar esta posición estratégica.
200236_name;Eskel: Explorador
200236_tooltip;<keyword=melee>Cuerpo a cuerpo</keyword>: cada turno, al final del turno, se potencia en {Boost}.
200237_fluff;Matar monstruos no es algo para tomarse a la ligera. Ciri debe comprenderlo si quiere ser de los nuestros.
200237_name;Vesemir: Mentor
200237_tooltip;<keyword=deploy>Despliegue</keyword>: potencia en {Boost} a todos los brujos aliados de la mano, la baraja y el campo de batalla.
200293_fluff;«Recordad mis palabras: ¡si no movéis el culo, los humanos vendrán y se llevarán a nuestras mujeres!»
200293_name;Agitador enano
200293_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: potencia a un enano de tu mano en {Boost}.
200294_fluff;«¡Defenderéis este estandarte con vuestras vidas! ¡Gloir aen Ard Feain!»
200294_name;Portaestandarte
200294_tooltip;<keyword=deploy>Despliegue</keyword>: potencia a un aliado en {Boost}.\nCuando <keyword=reveal>reveles</keyword> esta carta, potencia a un aliado aleatorio en {Boost2}.
200295_fluff;Los olerás mucho antes de poder verlos.
200295_name;Demonio podrido
200295_tooltip;<keyword=deathwish>Sueño mortal</keyword>: inflige {Damage} de daño a un enemigo aleatorio.
200296_fluff;La hoja de la caballería se clavó con ímpetu en el tetrágono. Como un gigantesco puñal dando una cuchillada, la División Alba aplastó todo lo que protegía el cuerpo vivo de la infantería temeria.
200296_name;Caballería de Alba
200296_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=lock>bloquea</keyword> una unidad enemiga.
200299_fluff;No era la carrera que tenía en mente cuando le dijo a mamá que quería ser músico.
200299_name;Tamborilero temerio
200299_tooltip;<keyword=order>Orden</keyword>: potencia a un aliado en {Boost} y le otorga <keyword=zeal>fervor</keyword>.
200300_fluff;Los habitantes de Skellige siempre han sabido que los arpones no solo son eficaces contra las ballenas...
200300_name;Trofeo de pesca
200300_tooltip;Mueve a un enemigo a la otra fila y luego le inflige un daño igual al número de unidades de esa fila.
200301_fluff;Una ola se estrella contra la orilla, una ola empujada por la proa de Naglfar. Resuena el cuerno de Hemdall, que está cara a cara con los enemigos en Bifrost, el arco iris. Se acerca el Frío Blanco, se acerca la tempestad y la tormenta…
200301_name;Naglfar
200301_tooltip;Mira {MaxTargets} cartas de oro aleatorias de tu baraja, luego juega una y coloca la otra en el primer lugar.
200320_fluff;Miembro de la Fuerza de Defensa Bovina. ¡Semper fidelis!
200320_name;Chort
200320_tooltip;Ninguna habilidad.
200502_fluff;Hay muchas variedades de trols, de diferentes formas, tamaños y predilecciones, aunque todos tienen los sesos en los calcañales.
200502_name;Trol de hielo
200502_tooltip;Cada turno, al final del turno, si tienes menos unidades que tu rival, se potencia en {Boost}.
200518_fluff;Ebbing es célebre por sus mercenarios y su caballería ligera de primera categoría.
200518_name;Élite de Venendal
200518_tooltip;<keyword=deploy>Despliegue</keyword>: si se ha usado la habilidad de tu líder durante este turno, inflige {Damage} de daño a un enemigo.
200519_fluff;La mayor contribución de los enanos a la cultura mundial, casi nada.
200519_name;Cerveza de Mahakam
200519_tooltip;Potencia a una unidad en {Boost} y elimina su <keyword=lock>bloqueo</keyword>.
200520_fluff;¿Lo único que puede rivalizar con sus espadas? Sus albóndigas.
200520_name;Éibhear Hattori
200520_tooltip;<keyword=order>Orden</keyword>: juega un artefacto de bronce de tu cementerio.
200523_fluff;El héroe que Toussaint necesita, pero no el que merece.
200523_name;Germain Piquant
200523_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: <keyword=spawn>genera</keyword> {Counter} Vacas a ambos lados de esta unidad.
200528_fluff;«Las mujeres de Skellige son salvajes e impredecibles. Que todas las unidades las traten como serias amenazas y nunca subestimen sus capacidades». - Directiva general para las fuerzas invasoras de la armada imperial
200528_name;Lancera Heymaey
200528_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo y luego se inflige {Damage2} de daño.
200529_fluff;Este autoproclamado caballero vaga errante por el mundo defendiendo el honor de su amada doncella Mirtila, aunque nadie sabe a ciencia cierta dónde vive, si aún vive o si ha existido alguna vez.
200529_name;Ronvid de la Marisma
200529_tooltip;<keyword=deploy>Despliegue</keyword>: se potencia en {Boost}.\nCada vez que juegues un soldado, <keyword=summon>invoca</keyword> a esta unidad de tu cementerio a una fila aliada aleatoria.
200530_fluff;¿Esa cerveza tiene que ser verde...?
200530_name;Birra contaminada
200530_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=charge>Cargas</keyword>: {Charges}.
200532_fluff;Boros, el legendario fundador del clan Fuchs, murió por atiborrarse de este brebaje. Se desmayó cuando intentaba coger su anillo de oro del fondo de un arroyo.
200532_name;Birra ancestral
200532_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: potencia a una unidad en {Boost}.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
200534_fluff;Aficionada a los elfos y a la sopa de cebolla.
200534_name;La trol de Vergen
200534_tooltip;<keyword=melee>Cuerpo a cuerpo</keyword>: cada vez que se destruye un aliado durante tu turno, se potencia en {Boost}.
200535_fluff;El combate es un baile, y nunca debes dejar que tu rival te lleve.
200535_name;Espadachina élfica
200535_tooltip;<keyword=order>Orden</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.\nCada vez que juegues un elfo, reduce su <keyword=cooldown>recuperación</keyword> en {Cooldown2}.
200539_fluff;No hay hombre vivo, no importa su fuerza ni su habilidad, que pueda detener un golpe de la cola de un eslizón, de las tenazas de un escorpión gigante o de las garras de un grifo.
200539_name;Eslizón
200539_tooltip;<keyword=order>Orden</keyword>: <keyword=consume>consume</keyword> a una unidad aliada de esta fila.\n<keyword=cooldown>Recuperación</keyword>: {Cooldown}.
200540_fluff;Uf, estos tipos son un auténtico dolor de cabeza.
200540_name;Masacrador de Aedirn
200540_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.
201523_fluff;Se tumbó junto a los restos momificados de Adda y, por dentro de la tapa de su ataúd, dibujó la Señal de Yrden.
201523_name;Geralt: Yrden
201523_tooltip;<keyword=deploy>Despliegue</keyword>: restaura el poder base de todas las unidades de una fila.
201559_fluff;¡Uuuuaaaah! ¡Uuuuaaaah! ¡Apretad esos culos, payasos! ¡Pronto iremos a daros patadas hasta sacaros los pies por la boca!
201559_name;Reclutas de Mahakam
201559_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: si hay un enano en esta fila, <keyword=summon>invoca</keyword> una copia de esta unidad de tu baraja a esta fila.
201574_fluff;El alto es Wilmar. Wilfred está a su derecha. Y el que tartamudea es Wilhelm.
201574_name;Amigo de Harald
201574_tooltip;<keyword=deathwish>Sueño mortal</keyword>: inflige {Damage} de daño a una unidad enemiga aleatoria.
201576_fluff;En Beauclair, todo es mejor: el vino es más dulce, las vacas son más grandes y las mujeres están por encima de la media.
201576_name;Vaca
201576_tooltip;<keyword=doomed>Condenado</keyword>.
201578_fluff;¿Eres idiota? ¿Quieres navegar hasta Skellige? ¡Esos bárbaros te harán trizas!
201578_name;Merodeador An Craite
201578_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>cuerpo a cuerpo</keyword>: reparte al azar {Damage} de daño entre todas las unidades.
201579_fluff;¿Qué fue antes, el huevo o la gallina? Comparada con el enigma que supone el fénix, esa pregunta resulta totalmente trivial.
201579_name;Fénix
201579_tooltip;Al comienzo de la ronda, si Fénix está en tu cementerio, <keyword=banish>destiérralo</keyword> y luego <keyword=spawn>genera</keyword> Cría de fénix e <keyword=summon>invócala</keyword> a una fila aliada aleatoria.
201580_fluff;¿Por qué algo tan trivial como el nacimiento decide quién nos gobierna?
201580_name;Usurpador
201580_tooltip;Al comienzo de la partida, inutiliza al líder enemigo durante toda la batalla.
201581_fluff;Los maestros rúnicos ofiris pueden combinarlas en palabras rúnicas de poder inmenso.
201581_name;Piedra de Stribog
201581_tooltip;<keyword=create>Crea</keyword> y juega una carta de bronce de Skellige.
201582_fluff;Noto un frío palpable proveniente de esta piedra rúnica... ¿Habré herido sus sentimientos?
201582_name;Piedra de Zoria
201582_tooltip;<keyword=create>Crea</keyword> y juega una carta de bronce de los Reinos del Norte.
201583_fluff;Cuidado. Está muy caliente.
201583_name;Piedra de Dazhbog
201583_tooltip;<keyword=create>Crea</keyword> y juega una carta de bronce de Nilfgaard.
201584_fluff;¡Mis hojas están tan afiladas que pueden cortar el papel!
201584_name;Piedra de Devana
201584_tooltip;<keyword=create>Crea</keyword> y juega una carta de bronce de la facción de Monstruos.
201585_fluff;Me mareo con solo mirarla...
201585_name;Piedra de Morana
201585_tooltip;<keyword=create>Crea</keyword> y juega una carta de bronce de Scoia'tael.
201587_fluff;Resurgirá. En otro lugar, lejos de nuestro alcance. La sangre correrá de nuevo.
201587_name;Loma de los Susurros
201587_tooltip;Destruye una unidad aliada y luego <keyword=spawn>genera</keyword> y juega una copia base suya.
201589_fluff;Aunque ahora somos pocos y estamos dispersos, nuestros corazones arden con más fuerza que nunca.
201589_name;Filavandrel aén Fidháil
201589_tooltip;<keyword=order>Orden</keyword>: potencia a todas las unidades de tu mano en {Boost}.
201595_fluff;Su maldición se rompió..., pero conservó su apetito por la carne cruda.
201595_name;Princesa Adda
201595_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.
201597_fluff;Eist llegó a Cintra para ayudar a Crach an Craite a conseguir la mano de la princesa Pavetta, pero acabó ganándose el corazón de su madre, la reina.
201597_name;Eist Tuirseach
201597_tooltip;<keyword=order>Orden</keyword>: juega un guerrero de tu cementerio.
201598_fluff;Los objetos más simples son, a veces, los más poderosos.
201598_name;Talismán de hueso
201598_tooltip;Potencia a todos los aliados en {Boost}.
201599_fluff;Odia que le rasquen la barriga.
201599_name;Hombre gato
201599_tooltip;<keyword=thrive>Medra</keyword>.\n<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a todas las unidades enemigas de la fila opuesta.\n<keyword=deathwish>Sueño mortal</keyword>: repite la habilidad de <keyword=deploy>despliegue</keyword>.
201600_fluff;Algunos dicen que la licantropía es contagiosa: que si te muerde un hombre lobo, te transformas en uno. Los brujos saben que eso es un disparate. Solo una potente maldición puede provocar ese estado.
201600_name;Hombre lobo
201600_tooltip;<keyword=immune>Inmune</keyword>.
201601_fluff;Es mejor no interponerse en el camino de Yennefer. Sobre todo si tiene prisa.
201601_name;Invocación de Yennefer
201601_tooltip;Elige cualquier unidad o artefacto del campo de batalla y lo coloca en el primer lugar de la baraja de su propietario.
201603_fluff;¿Por qué este monje lleva guantes tachonados...?
201603_name;Letho: Regicida
201603_tooltip;<keyword=deploy>Despliegue</keyword>: se transforma en una copia de otra unidad del campo de batalla sin cambiar su poder.
201606_fluff;En cuanto a los colihendidos, se deben atraer con un cebo: clava una estaca en el suelo, ata una cabra a ella y escóndete en los arbustos cercanos.
201606_name;Colihendido
