1_name_lt;Frio Congelante
200067_name;Luar
200067_tooltip;postponed
200071_fluff;Um diplomata é um homem que usa muito mais palavras do que necessário para expressar muito menos do que sabe.
200071_name;Shilard Fitz-Oesterlen
200071_tooltip;<keyword=deploy>Mobilização</keyword>: define o poder da unidade mais alta na mão do seu oponente para {Power}.
200073_fluff;E a estrige tá bem. Claro que ela tira o pedaço de alguém às vezes, mas a gente se acostuma.
200073_name;Adda: Estrige
200073_tooltip;<keyword=deploy>Mobilização</keyword>: se você controla a unidade mais alta, causa {Damage} de dano a um inimigo.
200078_fluff;Imaginem um pedaço de argila. Para dar forma, é preciso umedecê-la, se não ela se despedaça. A primeira parte do Teste faz isso. Ela abre o corpo para a mudança, por assim dizer. Só então as poções mutagênicas produzirão um bruxo.
200078_name;O Teste das Ervas
200078_tooltip;Reforça uma unidade até {Boost} de poder. Se não é um bruxo, causa {Damage} de dano a ela antes disso.
200079_fluff;Este feitiço te permite ver o último momento da vida de um homem morto... se sobreviver ao lançá-lo.
200079_name;Sonho Azul
200079_tooltip;Usa uma unidade da pilha de descarte do oponente e concede <keyword=doomed>Condenado</keyword> a ela.
200080_fluff;E então? Alguma coisa errada? A carne de veado está um pouco rançosa pro seu gosto? Hein, princesa?
200080_name;Xavier Moran
200080_tooltip;<keyword=melee>Corpo a corpo</keyword>: sempre que esta unidade for reforçada, receberá mais {Boost} de reforço.
200081_fluff;"Em Skellige, não queimamos mulheres sábias: nós aceitamos seus conselhos."
200081_name;Heymaey: Herbalista
200081_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: <keyword=heal>cura</keyword> um aliado em {Boost}, depois o reforça em {Boost2}.
200083_fluff;Preferimos manter nossos nomes pra nós mesmos. Pense em nós como... amigos da casa.
200083_name;Companheiros de Iris
200083_tooltip;<keyword=deploy>Mobilização</keyword>: compra uma carta de sua escolha do seu baralho, depois <keyword=discard>descarta</keyword> uma carta aleatória.
200087_fluff;Como os bruxos, Dorregaray é aficionado por monstros, embora tenha desenvolvido seu próprio sistema de classificação. Em vez de dividi-los em necrófagos, ogroides e coisas do tipo, ele simplesmente acha todos maravilhosos.
200087_name;Dorregaray de Vole
200087_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=lock>bloqueia</keyword> uma unidade.
200088_fluff;O legista é uma pessoa calma e pacífica. Inclusive, trata os cadáveres com extrema delicadeza.
200088_name;Hubert Rejk
200088_tooltip;<keyword=deploy>Mobilização</keyword>: reforça a si mesma pela quantidade de dano que você causou aos inimigos neste turno.
200089_fluff;Perdido? Bom, vá ficar perdido em outro lugar. Algum lugar que não seja na minha propriedade, digo. Aponte sua orelha esquerda para o sol e continue andando, vai encontrar a estrada muito em breve. E então? O que está esperando?
200089_name;Nivellen
200089_tooltip;<keyword=deploy>Mobilização</keyword>: move todas as unidades de uma fileira para a outra.
200091_fluff;O bruxo havia encontrado ladrões que pareciam conselheiros da cidade, conselheiros da cidade que pareciam mendigos e reis que pareciam ladrões. Mas Stregobor sempre pareceu exatamente com o imaginário comum aceito do que um mago deveria aparentar.
200091_name;Stregobor
200091_tooltip;<keyword=ranged>Longa distância</keyword>: após {Counter} turnos, cada jogador compra uma unidade e define seu poder para {Power}.
200098_fluff;De dia, capitão da guarda da cidade de Vizíma. De noite, um impiedoso vingador e defensor dos oprimidos.
200098_name;Vincent Meis
200098_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>, <keyword=melee>Corpo a corpo</keyword>: define o poder de um inimigo não reforçado para {Power}.
200102_fluff;Os deuses falam comigo… eu os ouço sussurrar das sombras…
200102_name;Hym
200102_tooltip;<keyword=deploy>Mobilização</keyword>: troca o poder desta unidade pelo de uma unidade danificada.
200103_fluff;Dez vezes vencedor do respeitável título de Campeão da Arena An Skellig.
200103_name;Olaf
200103_tooltip;<keyword=order>Ordem</keyword>: reforça Olaf com o dobro do dano que ele sofreu.
200104_fluff;Lobisomem? Ah, não, não… isso é algo muito, muito pior.
200104_name;Ulfhedinn
200104_tooltip;<keyword=deploy>Mobilização</keyword>: causa dano a um inimigo equivalente a metade do poder atual dele.
200105_fluff;Navios de guerra do clã Dimun são leves e rápidos, perfeitos para caçar fragatas mercantes lentas.
200105_name;Dimun: Navio
200105_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo três vezes.
200112_fluff;Lendas alegam que atraem marinheiros para seu fim com músicas hipnotizantes… mas é provável que marinheiros ficassem hipnotizados por seus outros charmes abundantes.
200112_name;Sereia
200112_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um aliado com <keyword=deathwish>Desejo de Morte</keyword> em {Boost}.
200114_fluff;Alguns dizem que a licantropia é contagiosa: se for mordido por um lobisomem, você se transforma em um. Bruxos sabem que isso é bobagem, é claro. Somente uma maldição poderosa pode provocar esta condição.
200114_name;Lobisomem Alfa
200114_tooltip;<keyword=immune>Imune</keyword>. <keyword=thrive>Prosperar</keyword>.
200115_fluff;Assassino: uma das profissões mais populares da corte imperial, só ficando atrás de escribas e cortesãs.
200115_name;Assassinato
200115_tooltip;Causa {Damage} de dano a uma unidade. Reduz o dano em {Damage2} por unidade adjacente a ela.
200118_fluff;Você pode correr, mas não pode se esconder.
200118_name;Infiltrador
200118_tooltip;<keyword=melee>Corpo a corpo</keyword>: no fim da rodada, embaralha esta unidade no baralho do oponente.
200124_fluff;A escola da víbora renascerá... Letho se certificou disso.
200124_name;Bruxo Víbora
200124_tooltip;<keyword=deploy>Mobilização</keyword>: <keyword=reveal>revela</keyword> a carta no topo do baralho do oponente e a <keyword=banish>bane</keyword>.
200132_fluff;Quem são os caçadores de bruxas? Canalhas e fanáticos, na sua maioria. Apesar de que, depois dos atos criminosos perpetrados pela Estada das Feiticeiras, muitos homens decentes, indignados, juntaram-se às suas fileiras...
200132_name;Caçador de Bruxas
200132_tooltip;postponed
200135_fluff;Um ofício arriscado de Mahakam e, por isso, muito reverenciado. Seu maior expoente foi um anão chamado Mikkel Bay.
200135_name;Pirotécnico
200135_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: destrói um artefato aliado e causa {Damage} de dano a uma unidade.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
200136_fluff;Às vezes, as palavras dela parecem ininteligíveis, mas sempre contêm significados ocultos e imensa sabedoria.
200136_name;Vidente
200136_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: <keyword=reveal>revela</keyword> uma carta aleatória do seu baralho. Se for uma carta especial, reforça a si mesma em {Boost}.
200138_fluff;O conhecimento, meu caro, é um privilégio, e privilégios são compartilhados apenas entre iguais.
200138_name;Sábio
200138_tooltip;Sempre que você usar uma carta especial, reforça a si mesma em {Boost}.
200139_fluff;Um estudioso de Oxenfurt uma vez examinou uma pantera e declarou que não passava de um leopardo de cor diferente. A pantera pareceu indiferente a este pronunciamento e o devorou antes que concluísse sua pesquisa.
200139_name;Pantera
200139_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a uma unidade inimiga não Scoia'tael.
200144_fluff;Não toque nele. Não olhe nos olhos dele. Na verdade… nem se aproxime dele.
200144_name;Tuirseach: Domador
200144_tooltip;<keyword=deploy>Mobilização</keyword>: reforça uma fera aliada em {Boost}. Aumenta o reforço em {Boost2} por cada fera na sua pilha de descarte.
200145_fluff;O mar é nosso, junto com tudo que nele flutua, nada ou navega!
200145_name;Dimun: Corsário
200145_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano por navio na sua mão.
200146_fluff;Spikeroog é um remanso estéril, mas isso não nos incomoda. Tudo o que precisamos, pegamos de vocês.
200146_name;Dimun: Contrabando
200146_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a uma unidade, depois a reforça em {Boost}.
200147_fluff;Flaminique, a posição mais alta das druidas, impõe muito respeito e detém muito poder.
200147_name;Heymaey: Flaminique
200147_tooltip;A cada turno, no fim do turno, <keyword=heal>cura</keyword> todos os aliados danificados nesta fileira em {Boost}.
200149_fluff;Ele não teme nada além da fúria de Freya... e da esposa.
200149_name;Heymaey: Protetor
200149_tooltip;Sempre que uma unidade adjacente sofre dano, reforça a si mesma em {Boost}.
200154_fluff;Nós, Foltest, pelo divino Rei de Teméria, Príncipe de Alagante, Protetor-Sênior de Brugge, etcétera, etcétera, decretamos o seguinte...
200154_name;Decreto Real
200154_tooltip;Usa uma unidade do seu baralho.
200158_fluff;Não está morto aquilo que pode eternamente descansar, pois em eras estranhas até a morte pode morrer.
200158_name;Dagon
200158_tooltip;<keyword=spawn>Faz surgir</keyword> Névoa Impenetrável ou Chuva Torrencial.
200159_fluff;Ninguém substituirá o Bran. Mas sabemos que eles tentarão.
200159_name;Bran Tuirseach
200159_tooltip;<keyword=order>Ordem</keyword>: <keyword=discard>descarta</keyword> uma carta, depois compra uma carta.\nNo começo da rodada, restaura esta habilidade.\nSempre que você <keyword=discard>descarta</keyword> uma carta, causa {Damage} de dano a um inimigo aleatório.
200160_fluff;Nilfgaardianos o chamam de Tirth ys Muire, o javali selvagem do mar. Falam dele pra assustar as criancinhas!
200160_name;Crach an Craite
200160_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a uma unidade. \n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
200161_fluff;Ninguém sabe como ele ganhou o apelido... ninguém ousa perguntar.
200161_name;Harald, o Aleijado
200161_tooltip;<keyword=order>Ordem</keyword>: divide {Damage} de dano aleatoriamente entre todos os inimigos.
200162_fluff;Não sou conhecido pela minha paciência. Agradeça por não te conhecerem por perder a cabeça.
200162_name;Emhyr var Emreis
200162_tooltip;<keyword=order>Ordem</keyword>: move uma carta do campo de batalha para a sua mão, depois usa uma carta.
200163_fluff;O sol do verão refletido nas águas calmas do Alba. Para mim, isso é Nilfgaard.
200163_name;Morvran Voorhis
200163_tooltip;<keyword=order>Ordem</keyword>: <keyword=reveal>revela</keyword> uma carta aleatória do baralho do seu oponente. Se ela for de bronze, reforça um aliado em {Boost}. Se for de ouro, reforça em {Boost2}.\nNo começo da rodada, restaura esta habilidade.
200164_fluff;Uma espada é uma de várias ferramentas à disposição de um governante.
200164_name;Jan Calveit
200164_tooltip;<keyword=order>Ordem</keyword>: olha {MaxTargets} cartas do topo do seu baralho e usa uma.
200165_fluff;Para viver em paz, precisamos matar. É o final cruel da opressão dos humanos.
200165_name;Francesca Findabair
200165_tooltip;<keyword=order>Ordem</keyword>: usa uma carta especial da sua pilha de descarte.
200166_fluff;A rainha das dríades tem olhos de prata em chamas e um coração de aço frio.
200166_name;Eithné
200166_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a uma unidade.\n<keyword=charge>Carga</keyword>: {Charges}.\nNo início da rodada, restaura a contagem de <keyword=charge>cargas</keyword> de Eithné.
200167_fluff;Esse idiota frouxo? Dá nem pra saber se tá vivo ou foi empalhado!
200167_name;Brouver Hoog
200167_tooltip;<keyword=order>Ordem</keyword>: move uma unidade para a outra fileira. Se for um inimigo, causa {Damage} de dano a ele; se for um aliado, reforça ele em {Boost}.\n<keyword=charge>Carga</keyword>: {Charges}.
200168_fluff;Não preciso de conselheiros e os seus planos. Confio nas espadas dos meus soldados.
200168_name;Rei Foltest
200168_tooltip;<keyword=order>Ordem</keyword>: reforça um aliado em {Boost} e concede <keyword=zeal>Zelo</keyword> a ele.\n<keyword=charge>Carga</keyword>: {Charges}.
200169_fluff;Um rei deve ser impiedoso com os inimigos e generoso com os amigos.
200169_name;Rei Radovid V
200169_tooltip;Alterna os status de <keyword=lock>bloqueio</keyword> de {MaxTargets} unidades. Se forem inimigas, causa {Damage} de dano a elas. <keyword=crew>Equipe</keyword>.
200170_fluff;O rei Henselt não parecia ser um ladrão, mas, com o devido respeito, era isso que ele era.
200170_name;Rei Henselt
200170_tooltip;<keyword=order>Ordem</keyword>: usa uma cópia de uma unidade aliada do seu baralho no campo de batalha, reforça-a em {Boost} e concede <keyword=zeal>Zelo</keyword> a ela.
200171_fluff;Soldados leais ao velho barão de Tridam deixaram a cidade com Falibor, assim se tornando renegados procurados pela lei.
200171_name;Infantaria de Tridam
200171_tooltip;Sempre que esta unidade é reforçada, causa {Damage} de dano a um inimigo aleatório.
200177_fluff;O meu apelido é Águia. Sabe por quê? Porque eu devoro ratos como você sem pensar duas vezes.
200177_name;Cerys an Craite
200177_tooltip;Se estiver na pilha de descarte, esta unidade é <keyword=summon>invocada</keyword> para uma fileira aliada aleatória quando você usa uma unidade da sua pilha de descarte.
200209_fluff;Não me importo com reis e seus títulos. Ao leste há alguém que realmente merece uma coroa.
200209_name;Saskia
200209_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a um inimigo.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.\nSe você tem um elfo, anão ou dríade na sua mão, reduz o <keyword=cooldown>tempo de espera</keyword> em {Cooldown2} (limitado a uma vez por categoria).
200212_fluff;Acerte o nome dele da Saga dos Ancestrais! Ninguém ousa dar abrigo ou alimento a ele!
200212_name;Skjall
200212_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo não danificado.
200218_fluff;As lendas de Skellige dizem que o poderoso e terrível Jotunn, Rei dos Gigantes, reinou sobre as ilhas em tempos antigos. Ele foi morto por Hemdall, mas em seu último suspiro jurou que retornaria para o Ragh nar Roog.
200218_name;Jotunn
200218_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: reforça a si mesma em {Boost} por cada unidade a mais que seu oponente tem no campo de batalha.
200220_fluff;Eu seria a sua melhor... e a última.
200220_name;Sibilante: Tributo
200220_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: usa uma carta orgânica do seu baralho.
200221_fluff;A gente vai te picar todinho, moleque. Vai dar um ótimo caldo.
200221_name;Sacrifício Ritual
200221_tooltip;Ativa as habilidades de <keyword=deathwish>Desejo de Morte</keyword> de todos os aliados.
200222_fluff;Sinto a sua dor. Vejo o seu medo.
200222_name;Tecelã: Encantamento
200222_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=consume>consome</keyword> uma unidade na sua mão e compra uma carta.
200223_fluff;Aí estão todos vocês! Com admiração desperta, duvidando do plano e da alta descoberta. Alguns estão como se agarrados pela mandrágora caída, outros pela diabrura do cão negro.
200223_name;Mandrágora
200223_tooltip;<keyword=reset>Redefine</keyword> uma unidade.
200224_fluff;Um certo pirata famoso tanto adorava essa erva intoxicante que recebeu o apelido de "Olho de Corvo". Contudo, a versão teatral da lenda omite isso, para grande consternação dos defensores das histórias dos piratas.
200224_name;Olho de Corvo
200224_tooltip;Ativa a habilidade de <keyword=deathwish>Desejo de Morte</keyword> de uma unidade de bronze.
200225_fluff;Nunca houve fera que Fringilla Vigo não pudesse domar.
200225_name;Mordaça de Vigo
200225_tooltip;<keyword=seize>Toma</keyword> um inimigo com {Power} de poder ou menos e o <keyword=lock>bloqueia</keyword>.
200226_fluff;Também conhecido como "rainha dos venenos", o acônito é usado em várias poções de bruxo e compostos alquímicos.
200226_name;Acônito
200226_tooltip;Causa {Damage} de dano a todos os inimigos com poder par, ou causa {Damage} de dano a todos os inimigos com poder ímpar.
200227_fluff;Estive assentado em Novigrad por treze anos. Já vi muita coisa: crueldade, cinismo, ganância. Mas o que está acontecendo lá agora me preocupa demais.
200227_name;Henry var Attre
200227_tooltip;postponed
200228_fluff;Simples, barata e fatalmente eficiente. Não é de se admirar que é uma das armadilhas favoritas de Scoia'tael.
200228_name;Armadilha de Alçapão
200228_tooltip;<keyword=ambush>Emboscada</keyword>: destrói a próxima unidade usada por seu oponente antes que qualquer habilidade seja ativada.
200233_fluff;Ataca sempre entre as vértebras, sob o rim esquerdo ou diretamente na aorta. Assim, só precisa atacar uma vez.
200233_name;Cocatriz
200233_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo por cada Fera adjacente.
200234_fluff;Sou veterano de guerra! Tem uma moeda de ouro?
200234_name;Pobre Fodida Infantaria
200234_tooltip;<keyword=deploy>Mobilização</keyword>: reforça a si mesma em {Boost}.
200235_fluff;Vai ensinar a sua avó a chupar ovos.
200235_name;Lambert: Espadachim
200235_tooltip;<keyword=deploy>Mobilização</keyword>: destrói um inimigo com <keyword=resilient>Resiliência</keyword>.
200236_fluff;Ouvi você ofegando há seis quilômetros. Só não quis dar a vantagem.
200236_name;Eskel: Desbravador
200236_tooltip;<keyword=melee>Corpo a corpo</keyword>: a cada turno, no fim do turno, reforça a si mesma em {Boost}.
200237_fluff;Matar monstros não deve ser levado na brincadeira. Ciri deve entender isso, se quer se tornar uma de nós.
200237_name;Vesemir: Mentor
200237_tooltip;<keyword=deploy>Mobilização</keyword>: reforça todos os bruxos aliados na mão, no baralho ou no campo de batalha em {Boost}.
200293_fluff;"Escrevam o que eu digo: se não mexerem suas bundas, os humanos vão vir até aqui e roubar nossas moçoilas!"
200293_name;Anão Agitador
200293_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=ranged>Longa distância</keyword>: reforça um anão na sua mão em {Boost}.
200294_fluff;"Vocês têm que defender este estandarte com suas vidas! Gloir aen Ard Feain!"
200294_name;Porta-Estandarte
200294_tooltip;<keyword=deploy>Mobilização</keyword>: reforça um aliado em {Boost}.\nSempre que você <keyword=reveal>revela</keyword> esta carta, reforça um aliado aleatório em {Boost2}.
200295_fluff;Vai sentir o cheiro deles muito antes de vê-los.
200295_name;Necroso
200295_tooltip;<keyword=deathwish>Desejo de Morte</keyword>: causa {Damage} de dano a um inimigo aleatório.
200296_fluff;Um grupo de cavaleiros atacou a falange com ímpeto esmagador. Como uma punhalada em um ventre exposto, a Divisão Alba atravessou facilmente tudo que havia entre ela e os órgãos vitais da Infantaria Temeriana.
200296_name;Cavalaria Alba
200296_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=lock>bloqueia</keyword> uma unidade inimiga.
200299_fluff;Não era a carreira que ele tinha em mente quando disse à mãe que queria ser músico.
200299_name;Teméria: Tambor
200299_tooltip;<keyword=order>Ordem</keyword>: reforça um aliado em {Boost} e concede <keyword=zeal>zelo</keyword> a ele.
200300_fluff;O povo de Skellige sabe há muito tempo que arpões são eficazes não só contra baleias...
200300_name;Troféu de Pesca
200300_tooltip;Move um inimigo para a outra fileira e causa dano no valor de unidades nesta fileira.
200301_fluff;As ondas castigam a costa, ondas empurradas pela proa do fantasmagórico Naglfar. A corneta de Hemdall soa pelo ar, e ele encara seus inimigos do topo da Bifrost, o arco-íris ardente. A Geada Branca é a noite, e a hora da ventania e da tempestade está próxima...
200301_name;Naglfar
200301_tooltip;Olha {MaxTargets} cartas de ouro aleatórias do seu baralho, depois usa uma e coloca a outra no topo.
200320_fluff;Um membro da força de defesa bovina. Semper fi!
200320_name;Chorabash
200320_tooltip;Sem habilidade.
200502_fluff;Há muitas variedades de trolls, com formatos, tamanhos e predileções diferentes, mas sempre com a inteligência de um balde de pregos enferrujados.
200502_name;Troll do Gelo
200502_tooltip;A cada turno, no fim do turno, se você tem menos unidades do que o seu oponente, reforça a si mesma em {Boost}.
200518_fluff;Ebbing tem fama por seus excelentes mercenários e cavalaria leve.
200518_name;Elite de Venendal
200518_tooltip;<keyword=deploy>Mobilização</keyword>: se a habilidade do seu líder foi usada neste turno, causa {Damage} de dano a um inimigo.
200519_fluff;Considerada como a maior contribuição dos anões à cultura mundial.
200519_name;Cerveja de Mahakam
200519_tooltip;Reforça uma unidade em {Boost} e remove seu <keyword=lock>bloqueio</keyword>.
200520_fluff;Única coisa que compete com suas espadas? Seus bolinhos.
200520_name;Éibhear Hattori
200520_tooltip;<keyword=order>Ordem</keyword>: usa um artefato de bronze da sua pilha de descarte.
200523_fluff;O herói que Toussaint precisa, mas não o herói que merece.
200523_name;Germain Piquant
200523_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: <keyword=spawn>faz surgir</keyword> {Counter} Vacas nos dois lados desta unidade.
200528_fluff;"Todas as mulheres de Skellige são selvagens e imprevisíveis. Todas as unidades devem tratá-las como ameaças e nunca subestimar sua capacidade." - Diretriz Geral para as Forças Invasoras da Armada Imperial
200528_name;Heymaey: Lanceira
200528_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a um inimigo, depois causa {Damage2} de dano a si mesma.
200529_fluff;Este autointitulado cavaleiro vaga pelo mundo defendendo a honra de sua amada Dama Bilberry, embora ninguém saiba onde ela vive, se ainda vive ou se já viveu.
200529_name;Ronvid, o Incessante
200529_tooltip;<keyword=deploy>Mobilização</keyword>: reforça a si mesma em {Boost}.\nSempre que você usa um soldado, <keyword=summon>invoca</keyword> esta unidade da sua pilha de descarte para uma fileira aliada aleatória.
200530_fluff;Essa cerveja era pra ser verde…?
200530_name;Cerveja Estragada
200530_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: causa {Damage} de dano a uma unidade.\n<keyword=charge>Carga</keyword>: {Charges}.
200532_fluff;Boros, o lendário fundador do clã Fuchs, morreu após abusar da bebida - ele desmaiou enquanto buscava alcançar seu anel de ouro, que caíra num riacho.
200532_name;Breja dos Ancestrais
200532_tooltip;<keyword=zeal>Zelo</keyword>.\n<keyword=order>Ordem</keyword>: reforça uma unidade em {Boost}. \n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
200534_fluff;Amante de sopa de cebola com elfo.
200534_name;Dona Troll de Vergen
200534_tooltip;<keyword=melee>Corpo a corpo</keyword>: sempre que um aliado for destruído durante seu turno, reforça a si mesma em {Boost}.
200535_fluff;O combate é uma dança, nunca permita que seu oponente conduza.
200535_name;Espadachim Elfo
200535_tooltip;<keyword=order>Ordem</keyword>, <keyword=melee>Corpo a corpo</keyword>: causa {Damage} de dano a um inimigo.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.\nSempre que você usar um elfo, diminui o <keyword=cooldown>tempo de espera</keyword> em {Cooldown2}.
200539_fluff;Nenhum homem vivo, independente de garra ou habilidade, pode defender o golpe da cauda de um lagaz, das pinças de um escorpião gigante e das garras de um grifo.
200539_name;Lagaz
200539_tooltip;<keyword=order>Ordem</keyword>: <keyword=consume>consome</keyword> uma unidade aliada nesta fileira.\n<keyword=cooldown>Tempo de espera</keyword>: {Cooldown}.
200540_fluff;Affe, esses caras às vezes são uma pedra no sapato.
200540_name;Destruidor de Aedirn
200540_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a um inimigo.
201523_fluff;Ele se deitou ao lado dos restos mumificados de Adda, desenhando o Sinal Yrden no lado de dentro da tampa do seu sarcófago.
201523_name;Geralt: Yrden
201523_tooltip;<keyword=deploy>Mobilização</keyword>: restaura todas as unidades em uma fileira para sua base de poder.
201559_fluff;Ooopa! Ooopa! Uau! Preparem seus traseiros, palhaços! Logo logo a gente vai aparecer! Pra chutar eles até vocês terem pés no lugar das carrancas!
201559_name;Recrutas de Mahakam
201559_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: se há um anão nesta fileira, <keyword=summon>invoca</keyword> uma cópia desta unidade do seu baralho para esta fileira.
201574_fluff;Aquele alto é o Wilmar. À direita está o Wilfred. E aquele cara gago é o Wilhelm.
201574_name;Amigo de Harald
201574_tooltip;<keyword=deathwish>Desejo de Morte</keyword>: causa {Damage} de dano a uma unidade inimiga aleatória.
201576_fluff;Em Beauclair, tudo é melhor: o vinho é mais doce, as vacas maiores e todas as damas acima da média.
201576_name;Vaca
201576_tooltip;<keyword=doomed>Condenado</keyword>.
201578_fluff;Você é burro? Quer navegar até Skellige? Aqueles bárbaros vão te despedaçar!
201578_name;An Craite: Saqueador
201578_tooltip;<keyword=deploy>Mobilização</keyword>, <keyword=melee>Corpo a corpo</keyword>: divide {Damage} de dano aleatoriamente entre todas as unidades.
201579_fluff;O que veio primeiro, o ovo ou a galinha? Comparada ao enigma que é a fênix, esta pergunta parece absolutamente trivial.
201579_name;Fênix
201579_tooltip;No começo da rodada, se Fênix está na sua pilha de descarte, <keyword=banish>bane-a</keyword>, <keyword=spawn>faz surgir</keyword> Filhote de Fênix e a <keyword=summon>invoca</keyword> para uma fileira aliada aleatória.
201580_fluff;Por que algo tão trivial quanto o nascimento determina quem nos governa?
201580_name;Usurpador
201580_tooltip;No começo da partida, desativa o líder inimigo por toda a duração da batalha.
201581_fluff;Mestres de runas ofieri podem combiná-las em palavras de runa de poder incrível.
201581_name;Pedra rúnica Stribog
201581_tooltip;<keyword=create>Cria</keyword> e usa uma carta Skellige de bronze.
201582_fluff;Sinto um frio palpável vindo desta pedra de runa… eu fiz alguma coisa para magoá-la?
201582_name;Pedra rúnica Zoria
201582_tooltip;<keyword=create>Cria</keyword> e usa uma carta dos Reinos do Norte de bronze.
201583_fluff;Cuidado. Ainda está quente.
201583_name;Pedra rúnica Dazhbog
201583_tooltip;<keyword=create>Cria</keyword> e usa uma carta de Nilfgaard de bronze.
201584_fluff;Minhas lâminas são tão afiadas que cortam papel!
201584_name;Pedra rúnica Devana
201584_tooltip;<keyword=create>Cria</keyword> e usa uma carta da facção Monstros de bronze.
201585_fluff;Desmaio só de ver…
201585_name;Pedra rúnica Morana
201585_tooltip;<keyword=create>Cria</keyword> e usa uma carta Scoia'tael de bronze.
201587_fluff;Ela voltará, em algum lugar, longe do nosso alcance. Sangue correrá novamente.
201587_name;Colina Sussurrante
201587_tooltip;Destrói uma unidade aliada, depois <keyword=spawn>faz surgir</keyword> e usa uma cópia básica dela.
201589_fluff;Embora sejamos poucos e esparsos, os nossos corações ardem como nunca.
201589_name;Filavandrel
201589_tooltip;<keyword=order>Ordem</keyword>: reforça todas as unidades na sua mão em {Boost}.
201595_fluff;A maldição dela foi quebrada… mas seu apetite por carne crua permaneceu.
201595_name;Princesa Adda
201595_tooltip;<keyword=order>Ordem</keyword>: causa {Damage} de dano a uma unidade.
201597_fluff;Eist veio a Cintra para ajudar Crach an Craite a ganhar a mão da Princesa Pavetta, mas acabou ganhando o coração da mãe dela para si.
201597_name;Eist Tuirseach
201597_tooltip;<keyword=order>Ordem</keyword>: usa um guerreiro da sua pilha de descarte.
201598_fluff;O objeto mais simples às vezes possui o maior poder.
201598_name;Talismã de Osso
201598_tooltip;Reforça todos os aliados em {Boost}.
201599_fluff;Ele odeia quando fazem carinho na sua barriga.
201599_name;Felinomem
201599_tooltip;<keyword=thrive>Prosperar</keyword>.\n<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a todas as unidades inimigas na fileira oposta.\n<keyword=deathwish>Desejo de Morte</keyword>: repete a habilidade de <keyword=deploy>Mobilização</keyword>.
201600_fluff;Alguns dizem que a licantropia é contagiosa: se for mordido por um lobisomem, você se transforma em um. Bruxos sabem que isso é bobagem, é claro. Somente uma maldição poderosa pode provocar esta condição.
201600_name;Lobisomem
201600_tooltip;<keyword=immune>Imune</keyword>
201601_fluff;O melhor é não ficar no caminho de Yennefer. Especialmente quando ela está com pressa.
201601_name;Invocação de Yennefer
201601_tooltip;Escolha qualquer unidade ou artefato no campo de batalha e o coloque no topo do baralho de seu dono.
201603_fluff;Por que este monge usa luvas cravejadas…?
201603_name;Letho: Regicida
201603_tooltip;<keyword=deploy>Mobilização</keyword>: transforma-se em uma cópia de outra unidade no campo de batalha sem alterar seu poder.
201606_fluff;Quanto aos tordos, a isca a usar é a seguinte: bata uma estaca no chão, prenda uma cabra a ela e esconda-se no arbusto mais próximo o quanto antes.
201606_name;Tordo
201606_tooltip;<keyword=deploy>Mobilização</keyword>: causa {Damage} de dano a todas as outras unidades.
