1_name_lt;Gelo pungente
200080_fluff;Beh? Qualcosa non va, principessina? Il sapore della cacciagione è troppo forte per te?
200080_name;Xavier Moran
200080_tooltip;<keyword=melee>Prima fila</keyword>: ogni volta che questa unità viene potenziata, si potenzia ulteriormente di {Boost}.
200081_fluff;"A Skellige, noi non bruciamo le donne più intelligenti, ma accettiamo i loro consigli."
200081_name;Heymaey: erborista
200081_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: <keyword=heal>cura</keyword> di {Boost} un alleato, poi lo potenzia di {Boost2}.
200083_fluff;Preferiremmo tenere per noi i nostri nomi. Vedici come... amici della casa.
200083_name;Compagni di Iris
200083_tooltip;<keyword=deploy>Schieramento</keyword>: pesca a una carta a tua scelta dal tuo mazzo, poi <keyword=discard>scarta</keyword> una carta casuale.
200087_fluff;Come i witcher, Dorregaray è un esperto di mostri e ha sviluppato un peculiare sistema di classificazione. Invece di suddividerli in necrofagi, ogroidi e compagnia bella, li considera tutti bellissimi. Punto e basta.
200087_name;Dorregaray di Vole
200087_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=lock>blocca</keyword> un'unità.
200088_fluff;Il medico legale è una persona calma e pacifica. Tratta perfino i cadaveri con assoluta delicatezza.
200088_name;Hubert Rejk
200088_tooltip;<keyword=deploy>Schieramento</keyword>: si potenzia di un valore pari ai danni che hai inflitto ai nemici durante il turno.
200089_fluff;Ti sei perso? Vedi di perderti altrove, invece che nella mia proprietà. Punta l'orecchio sinistro verso il sole e cammina. Prima o poi troverai la strada. Allora? Cosa aspetti?
200089_name;Nivellen
200089_tooltip;<keyword=deploy>Schieramento</keyword>: sposta tutte le unità da una fila all'altra della stessa metà di campo.
200091_fluff;Il witcher, nella sua carriera, si era imbattuto in ladri che sembravano dignitari, dignitari che sembravano accattoni e re che sembravano ladri. Stregobor, tuttavia, era esattamente quello sembrava: l'archetipo del mago.
200091_name;Stregobor
200091_tooltip;<keyword=ranged>Retrovie</keyword>: dopo {Counter} turni, entrambi i giocatori pescano un'unità e ne impostano la forza a {Power}.
200098_fluff;Di giorno, capitano della guardia cittadina di Vizima. Di notte, spietato vendicatore e difensore degli oppressi.
200098_name;Vincent Meis
200098_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>, <keyword=melee>Prima fila</keyword>: imposta a {Power} la forza di un nemico non potenziato.
200102_fluff;Gli dei mi parlano... li sento bisbigliare dalle ombre...
200102_name;Hym
200102_tooltip;<keyword=deploy>Schieramento</keyword>: si scambia di forza con un'unità danneggiata.
200103_fluff;Il dieci volte vincitore del venerabile titolo di Campione dell'Arena di An Skellig.
200103_name;Olaf
200103_tooltip;<keyword=order>Ordine</keyword>: potenzia Olaf di una quantità doppia rispetto a quanto è danneggiato.
200104_fluff;Un lupo mannaro? Magari! Questo è molto, molto peggio.
200104_name;Ulfhedinn
200104_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia un nemico di un valore pari alla metà della sua forza attuale.
200105_fluff;Le navi da guerra dei Dimun sono leggere e veloci, ideali per inseguire i lenti mercantili.
200105_name;Dimun: nave da guerra
200105_tooltip;<keyword=deploy>Schieramento</keyword>: per tre volte, danneggia di {Damage} un nemico.
200112_fluff;Secondo la leggenda, le sirene adescano i marinai con il loro suadente canto. In realtà, è più probabile che i lupi di mare siano attratti da ben altre loro generose prosperità...
200112_name;Sirena
200112_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un alleato con <keyword=deathwish>Ultimo desiderio</keyword>.
200114_fluff;Alcuni dicono che la licantropia sia contagiosa: se un lupo mannaro ti morde, diventi come lui. I witcher sanno bene che è una mera superstizione: solo un potente maleficio può causare questa condizione.
200114_name;Lupo mannaro alfa
200114_tooltip;<keyword=immune>Immune</keyword>, <keyword=thrive>Prosperità</keyword>.
200115_fluff;L'assassino è una tra le professioni più popolari nelle corti imperiali, subito dopo lo scriba e la cortigiana.
200115_name;Assassinio
200115_tooltip;Danneggia di {Damage} un'unità. Riduce i danni di {Damage2} per ogni unità adiacente a essa.
200118_fluff;Scappa pure, non riuscirai a nasconderti.
200118_name;Infiltrato
200118_tooltip;<keyword=melee>Prima fila</keyword>: alla fine del round, rimescola questa unità nel mazzo avversario.
200124_fluff;La Scuola della Vipera rinascerà. Grazie a Letho.
200124_name;Witcher della Vipera
200124_tooltip;<keyword=deploy>Schieramento</keyword>: <keyword=reveal>svela</keyword> la prima carta del mazzo avversario e la <keyword=banish>bandisce</keyword>.
200132_fluff;Chi sono i cacciatori di streghe? Soprattutto canaglie e fanatici. Tuttavia, in seguito alle ignominiose pratiche della Loggia delle Maghe, molti uomini per bene, scandalizzati fino al midollo, si sono uniti ai loro ranghi...
200132_name;Cacciatore (streghe)
200132_tooltip;postponed
200135_fluff;Una professione molto rischiosa, ma anche molto rispettata, a Mahakam. Il suo più noto esponente è stato un nano di nome Mikkel Bay.
200135_name;Pirotecnico
200135_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: distrugge un manufatto alleato e danneggia di {Damage} un'unità. \n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
200136_fluff;A volte le Sue parole risultano incomprensibili, ma contengono sempre significati nascosti e tanta, tanta saggezza.
200136_name;Alta profetessa
200136_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: <keyword=reveal>svela</keyword> una carta casuale del tuo mazzo. Se è una carta Speciale, questa unità si potenzia di {Boost}.
200138_fluff;La conoscenza, mia cara, è un privilegio. Come tale, va condiviso solo tra individui di uguale levatura.
200138_name;Saggio
200138_tooltip;Si potenzia di {Boost} ogni volta che giochi una carta Speciale.
200139_fluff;Una volta, uno studioso di Oxenfurt esaminò una pantera, e sentenziò che non era altro che un leopardo di colore diverso. La pantera sembrò indifferente a tale conclusione, e se lo divorò in un sol boccone prima che potesse completare la sua ricerca.
200139_name;Pantera
200139_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un'unità nemica non appartenente agli Scoia'tael.
200144_fluff;Non toccarlo. Non guardarlo negli occhi. Anzi... è meglio se non ti avvicini proprio.
200144_name;Tuirseach: domatore
200144_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} una Bestia alleata. Aumenta di {Boost2} il potenziamento per ogni Bestia presente nel tuo cimitero.
200145_fluff;Il mare è nostro, insieme a tutto quello che vi galleggia, nuota o veleggia!
200145_name;Dimun: corsaro
200145_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un'unità per ogni Nave presente nella tua mano.
200146_fluff;Spikeroog è un posto desolato, ma la cosa non ci preoccupa. Quello che ci serve lo prendiamo da te.
200146_name;Dimun: affarista
200146_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: danneggia di {Damage} un'unità, poi la potenzia di {Boost}.
200147_fluff;La flaminica, che rappresenta il rango più alto tra le druide, è tenuta in grande considerazione ed è molto, molto potente.
200147_name;Heymaey: flaminica
200147_tooltip;Alla fine di ogni turno, <keyword=heal>cura</keyword> di {Boost} tutti gli alleati danneggiati di questa fila.
200149_fluff;Non teme nulla, eccetto l'ira di Freya... e di sua moglie.
200149_name;Heymaey: protettore
200149_tooltip;Si potenzia di {Boost} ogni volta che un'unità adiacente viene danneggiata.
200154_fluff;Io, Foltest, Re di Temeria per diritto divino, Principe di Sodden, Gran Protettore di Brugge, eccetera, eccetera... decreto quanto segue...
200154_name;Decreto reale
200154_tooltip;Metti in gioco un'unità dal tuo mazzo.
200158_fluff;Non è morto ciò che in eterno può attendere, e con il passare di strani eoni anche la morte può morire.
200158_name;Dagon
200158_tooltip;<keyword=spawn>Evoca</keyword> Nebbia impenetrabile o Pioggia torrenziale.
200159_fluff;Nessuno potrà sostituire Bran. Anche se in molti ci proveranno.
200159_name;Bran Tuirseach
200159_tooltip;<keyword=order>Ordine</keyword>: <keyword=discard>scarta</keyword> una carta, poi pesca una carta.\nAll'inizio del round, ripristina questa abilità.\nOgni volta che <keyword=discard>scarti</keyword> una carta, danneggia di {Damage} un nemico casuale.
200160_fluff;I nilfgaardiani lo chiamano Tirth ys Muire, il Cinghiale del Mare. Lo nominano per spaventare i bambini!
200160_name;Crach an Craite
200160_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un'unità. \n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
200161_fluff;Nessuno sa da cosa derivi il soprannome. E nessuno ha mai osato chiedere.
200161_name;Harald lo Zoppo
200161_tooltip;<keyword=order>Ordine</keyword>: danneggia casualmente tutti i nemici per un valore complessivo di {Damage}.
200162_fluff;"Il Paziente" non rientra tra i miei nomi. Spera che non ti chiamino "Il Senzatesta".
200162_name;Emhyr var Emreis
200162_tooltip;<keyword=order>Ordine</keyword>: sposta una carta dal campo alla tua mano, poi gioca una carta.
200163_fluff;Il sole estivo che si riflette nelle tranquille acque dell'Alba: ecco cos'è Nilfgaard per me.
200163_name;Morvran Voorhis
200163_tooltip;<keyword=order>Ordine</keyword>: <keyword=reveal>svela</keyword> una carta casuale presente nel mazzo dell'avversario. Se è Bronzo, potenzia di {Boost} un alleato. Se è Oro, lo potenzia di {Boost2}.\nAll'inizio del round, ripristina questa abilità.
200164_fluff;La spada è solo uno dei tanti strumenti nelle mani di un sovrano.
200164_name;Jan Calveit
200164_tooltip;<keyword=order>Ordine</keyword>: guarda le prime {MaxTargets} carte del tuo mazzo e giocane una.
200165_fluff;Per vivere in pace, prima bisogna uccidere. È il destino ultimo dell'oppressione umana.
200165_name;Francesca Findabair
200165_tooltip;<keyword=order>Ordine</keyword>: gioca una carta Speciale dal tuo cimitero.
200166_fluff;La regina delle driadi ha gli occhi di argento fuso e un cuore d'acciaio.
200166_name;Eithné
200166_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un'unità.\n<keyword=charge>Cariche</keyword>: {Charges}.\nAll'inizio del round, ripristina le <keyword=charge>Cariche</keyword> di Eithné.
200167_fluff;Quel vecchio barbagianni? Non si capisce nemmeno se è vivo o impagliato!
200167_name;Brouver Hoog
200167_tooltip;<keyword=order>Ordine</keyword>: sposta un'unità sull'altra sua fila. Se è un nemico, lo danneggia di {Damage}. Se è un alleato, lo potenzia di {Boost}. \n<keyword=charge>Cariche</keyword>: {Charges}.
200168_fluff;Altro che i consiglieri e i loro intrighi! Mi fido più della spada dei miei soldati.
200168_name;Re Foltest
200168_tooltip;<keyword=order>Ordine</keyword>: potenzia di {Boost} un alleato e gli fornisce <keyword=zeal>Fervore</keyword>.\n<keyword=charge>Cariche</keyword>: {Charges}.
200169_fluff;Un re deve essere implacabile con i nemici e generoso con gli amici.
200169_name;Re Radovid V
200169_tooltip;Attiva o disattiva lo stato di <keyword=lock>Blocco</keyword> di {MaxTargets} unità. Se queste sono nemici, le danneggia di {Damage}.\n<keyword=crew>Presidiante</keyword>.
200170_fluff;Re Henselt non aveva certo l'aspetto di un ladro, ma, con il dovuto rispetto, era proprio un mascalzone.
200170_name;Re Henselt
200170_tooltip;<keyword=order>Ordine</keyword>: mette in campo un'unità alleata dal tuo mazzo, la potenzia di {Boost} e le fornisce <keyword=zeal>Fervore</keyword>.
200171_fluff;I soldati leali al vecchio barone di Tridam sono fuggiti dalla città con Falibor, diventando così dei ricercati.
200171_name;Tridam: fanteria
200171_tooltip;Ogni volta che questa unità viene potenziata, danneggia di {Damage} un nemico casuale.
200177_fluff;Sai perché mi chiamano Aquila? Perché i topolini come te li mangio a colazione.
200177_name;Cerys an Craite
200177_tooltip;Se questa unità è nel cimitero, viene <keyword=summon>richiamata</keyword> su una fila alleata casuale ogni volta che metti in gioco un'unità dal tuo cimitero.
200209_fluff;Non m'importa dei re e dei loro titoli. A est vive la persona che davvero merita una corona.
200209_name;Saskia
200209_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un nemico.\n<keyword=cooldown>Recupero</keyword>: {Cooldown}.\n Se in mano hai un Elfo, un Nano o una Driade, riduce il <keyword=cooldown>Recupero</keyword> di {Cooldown2} (una sola volta per categoria).
200212_fluff;Cancellate il suo nome dalla Saga degli Anziani! Che nessuno osi offrirgli rifugio o appoggio!
200212_name;Skjall
200212_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico non danneggiato.
200218_fluff;Secondo le leggende di Skellige, in passato le isole erano governate dal possente e temibile Jotunn, re dei Giganti. Venne ucciso da Hemdall, ma morendo promise che sarebbe tornato per il Ragh nar Roog.
200218_name;Jotunn
200218_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: si potenzia di {Boost} per ogni unità in più che ha in campo il tuo avversario rispetto a te.
200220_fluff;Sarei la donna migliore della tua vita... e l'ultima!
200220_name;Whispess: tributo
200220_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: gioca una carta Organismo dal mazzo.
200221_fluff;Ti faremo a pezzi, ragazzo. Faremo un brodo con la tua carne!
200221_name;Sacrificio rituale
200221_tooltip;Attiva tutte le abilità <keyword=deathwish>Ultimo desiderio</keyword> degli alleati.
200222_fluff;Sento il tuo dolore. Vedo la tua paura!
200222_name;Weavess: sortilegio
200222_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=consume>consuma</keyword> un'unità nella tua mano, poi pesca una carta.
200223_fluff;Tutti compagni! Si stupiscono, non vogliono credere alla grande scoperta! L'uno vaneggia cianciando di mandragore, l'altro vantando un cane nero.
200223_name;Mandragora
200223_tooltip;<keyword=reset>Ripristina</keyword> un'unità.
200224_fluff;Un famoso pirata amava così tanto quest'erba inebriante che ottenne il soprannome di "Occhio di corvo". L'adattamento teatrale della sua figura leggendaria, tuttavia, omette questo particolare... con grande rammarico degli appassionati di pirateria.
200224_name;Occhio di corvo
200224_tooltip;Attiva l'abilità <keyword=deathwish>Ultimo desiderio</keyword> di un'unità Bronzo.
200225_fluff;Non esiste bestia che Fringilla Vigo non riesca a domare.
200225_name;Museruola di Vigo
200225_tooltip;<keyword=seize>Sequestra</keyword> un nemico con al massimo {Power} di forza e lo <keyword=lock>blocca</keyword>.
200226_fluff;Noto anche come "re dei veleni", l'aconito è usato in diverse pozioni e composti alchemici dei witcher.
200226_name;Aconito
200226_tooltip;Danneggia di {Damage} tutti i nemici con forza pari oppure danneggia di {Damage} tutti i nemici con forza dispari.
200227_fluff;Ho servito l'Impero a Novigrad per tredici anni. Ne ho viste di tutti i colori: crudeltà, cinismo, avidità. Ma quello che sta succedendo di questi tempi mi preoccupa non poco.
200227_name;Henry var Attre
200227_tooltip;postponed
200228_fluff;Subdola, facile da realizzare e dall'efficacia letale. Non per niente è la trappola preferita dagli Scoia'tael.
200228_name;Fossa letale
200228_tooltip;<keyword=ambush>Imboscata</keyword>: distrugge la prossima unità messa in gioco dall'avversario prima che se ne attivino le abilità.
200233_fluff;Colpisce sempre tra le vertebre, sotto al rene sinistro o dritto all'aorta. In questo modo, non ha la necessità di colpire una seconda volta.
200233_name;Cockatrice
200233_tooltip;<keyword=deploy>Schieramento</keyword>: per ogni Bestia adiacente che controlli, danneggia di {Damage} un nemico.
200234_fluff;Sono un veterano di guerra! Hai una corona?
200234_name;Fante povero
200234_tooltip;<keyword=deploy>Schieramento</keyword>: si potenzia di {Boost}.
200235_fluff;Va' a insegnare a tua nonna come si succhiano le uova.
200235_name;Lambert: spadaccino
200235_tooltip;<keyword=deploy>Schieramento</keyword>: distrugge un nemico con <keyword=resilient>Resistenza</keyword>.
200236_fluff;Ti sentivo ansimare da tre miglia di distanza, semplicemente non volevo rinunciare alla mia posizione avvantaggiata.
200236_name;Eskel: esploratore
200236_tooltip;<keyword=melee>Prima fila</keyword>: alla fine di ogni turno, si potenzia di {Boost}.
200237_fluff;Uccidere mostri è una faccenda da non prendere alla leggera. Ciri deve capirlo, se vuole diventare una di noi.
200237_name;Vesemir: mentore
200237_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} tutti i Witcher alleati presenti in campo, in mano o nel mazzo.
200293_fluff;"Ricordati le mie parole: se non alziamo tutti le chiappe, gli umani verranno a rapire le nostre donne!"
200293_name;Sobillatore nanico
200293_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=ranged>Retrovie</keyword>: potenzia di {Boost} un Nano nella tua mano.
200294_fluff;"Difendete questo stendardo a costo della vita! Gloir aen Ard Feain!"
200294_name;Portabandiera
200294_tooltip;<keyword=deploy>Schieramento</keyword>: potenzia di {Boost} un alleato.\nOgni volta che <keyword=reveal>sveli</keyword> questa carta, potenzia di {Boost2} un alleato casuale.
200295_fluff;Prima ne senti il lezzo, poi ne vedi la sagoma.
200295_name;Demone putrefatto
200295_tooltip;<keyword=deathwish>Ultimo desiderio</keyword>: danneggia di {Damage} un nemico casuale.
200296_fluff;I cavalieri, disposti a cuneo, si aprirono una breccia nella falange con fragore. Come un pugnale che si fa strada nelle viscere, la divisione Alba raggiunse il cuore della fanteria temeriana senza fatica alcuna.
200296_name;Cavalleria Alba
200296_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=lock>blocca</keyword> un'unità nemica.
200299_fluff;Non era la carriera che sognava quando diceva alla madre che voleva fare il musicista.
200299_name;Temeria: tamburino
200299_tooltip;<keyword=order>Ordine</keyword>: potenzia di {Boost} un alleato e gli fornisce <keyword=zeal>Fervore</keyword>.
200300_fluff;Gli abitanti di Skellige sanno bene che gli arpioni non sono efficaci solo con le balene...
200300_name;Preda da trofeo
200300_tooltip;Sposta un nemico sull'altra sua fila e lo danneggia di un valore pari al numero di unità su quella fila.
200301_fluff;Le onde si infrangono sulla riva, sospinte dalla prora della spettrale Naglfar. Il corno di Hemdall risuona nell'aria mentre l'eroe si erge sopra ai nemici dal Bifrost, il ponte dell'arcobaleno. Il Bianco Gelo si avvicina, portatore di vento e tempesta...
200301_name;Naglfar
200301_tooltip;Guarda {MaxTargets} carte Oro casuali del tuo mazzo, poi giocane una e sposta l'altra in cima al mazzo.
200320_fluff;Membro della Forza di difesa bovina. Eterna fedeltà!
200320_name;Chort
200320_tooltip;Nessuna abilità.
200502_fluff;I troll si distinguono per forma, dimensioni e inclinazioni. Una cosa, tuttavia, li accomuna: hanno tanto cervello quanto un secchio di chiodi arrugginiti.
200502_name;Troll dei ghiacci
200502_tooltip;Alla fine di ogni turno, se hai meno unità del tuo avversario, si potenzia di {Boost}.
200518_fluff;La regione di Ebbing è famosa per gli abili mercenari e la cavalleria leggera.
200518_name;Venendal: unità élite
200518_tooltip;<keyword=deploy>Schieramento</keyword>: se in questo turno hai usato l'abilità del tuo comandante, danneggia di {Damage} un nemico.
200519_fluff;Ritenuto il più importante contributo dei nani alla cultura mondiale.
200519_name;Birra di Mahakam
200519_tooltip;Potenzia di {Boost} un'unità e ne rimuove il <keyword=lock>blocco</keyword>.
200520_fluff;I suoi ravioli sono l'unica cosa che potrebbe rivaleggiare con le sue spade.
200520_name;Éibhear Hattori
200520_tooltip;<keyword=order>Ordine</keyword>: metti in gioco un manufatto Bronzo dal tuo cimitero.
200523_fluff;L'eroe di cui Toussaint ha bisogno, ma non quello che si merita.
200523_name;Germain Piquant
200523_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: <keyword=spawn>evoca</keyword> {Counter} Mucche a destra e a sinistra di questa unità.
200528_fluff;"Le donne di Skellige sono selvagge e imprevedibili, e rappresentano una minaccia concreta per l'Impero. Mai e poi mai sottovalutare le loro capacità." - Direttiva rivolta alle forze della flotta imperiale
200528_name;Heymaey: lanciera
200528_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} un nemico, poi si danneggia di {Damage2}.
200529_fluff;Autoinvestitosi cavaliere, Ronvid gira il mondo per difendere l'onore dell'amata damigella Bilberry, che tuttavia nessuno ha mai visto o, ammesso che esista, sa se sia ancora viva.
200529_name;Ronvid il Petulante
200529_tooltip;<keyword=deploy>Schieramento</keyword>: si potenzia di {Boost}.\nOgni volta che metti in gioco un Soldato, <keyword=summon>richiama</keyword> questa unità dal tuo cimitero su una fila alleata casuale.
200530_fluff;Ma è normale che quella birra sia verde...?
200530_name;Birra contaminata
200530_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: danneggia di {Damage} un'unità. \n<keyword=charge>Cariche</keyword>: {Charges}.
200532_fluff;Boros, il leggendario fondatore del clan dei Fuchs, passò all'altro mondo dopo aver esagerato con questo prelibato nettare. Morì affogato in un ruscello, dopo esservi svenuto dentro mentre cercava il suo anello d'oro che vi era caduto.
200532_name;Birra degli antenati
200532_tooltip;<keyword=zeal>Fervore</keyword>.\n<keyword=order>Ordine</keyword>: potenzia di {Boost} un'unità. \n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
200534_fluff;Amante della zuppa d'elfi e cipolle.
200534_name;Trollessa di Vergen
200534_tooltip;<keyword=melee>Prima fila</keyword>: si potenzia di {Boost} ogni volta che un alleato viene distrutto durante il tuo turno.
200535_fluff;Combattere è una danza, e non devi mai concedere all'avversario di condurla.
200535_name;Spadaccino elfico
200535_tooltip;<keyword=order>Ordine</keyword>, <keyword=melee>Prima fila</keyword>: danneggia di {Damage} un nemico.\n<keyword=cooldown>Recupero</keyword>: {Cooldown}.\nOgni volta che metti in gioco un Elfo, riduce il <keyword=cooldown>Recupero</keyword> di {Cooldown2}.
200539_fluff;Nessun uomo, neppure il più forte o il più abile, può parare il colpo inferto dalla coda di una scaltrocertola, dalle chele di uno scorpione gigante o dagli artigli di un grifone.
200539_name;Scaltrocertola
200539_tooltip;<keyword=order>Ordine</keyword>: <keyword=consume>consuma</keyword> un'unità alleata di questa fila.\n<keyword=cooldown>Recupero</keyword>: {Cooldown}.
200540_fluff;Ugh, questi tizi fanno venire un gran mal di testa...
200540_name;Aedirn: demolitore
200540_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un nemico.
201523_fluff;Si chinò sui resti mummificati di Adda, tracciando il segno Yrden sul lato interno del coperchio del sarcofago.
201523_name;Geralt: Yrden
201523_tooltip;<keyword=deploy>Schieramento</keyword>: riporta tutte le unità di una fila al loro valore di forza base.
201559_fluff;Alééé! Ohhhh! Oh oh oh! Preparate le chiappe, pagliacci! Stiamo arrivando! Vi prendiamo a calci fino a consumarci le suole!
201559_name;Volontari di Mahakam
201559_tooltip;<keyword=deploy>Schieramento</keyword>, <keyword=melee>Prima fila</keyword>: se è presente un Nano su questa fila, <keyword=summon>richiama</keyword> su di essa una copia di questa unità dal tuo mazzo.
201574_fluff;Quello più alto è Wilmar. Alla sua destra c'è Wilfred. E il ragazzo che balbetta è Wilhelm.
201574_name;Amico di Harald
201574_tooltip;<keyword=deathwish>Ultimo desiderio</keyword>: danneggia di {Damage} un'unità nemica casuale.
201576_fluff;A Beauclair, tutto è migliore: il vino è più dolce, le vacche sono più grasse e le donne sono più belle.
201576_name;Mucca
201576_tooltip;<keyword=doomed>Condannata</keyword>.
201578_fluff;Ho capito bene? Vuoi salpare per le Skellige? Quei barbari ti faranno a pezzi!
201578_name;An Craite: predatore
201578_tooltip;<keyword=deploy>Schieramento</keyword>.\n<keyword=melee>Prima fila</keyword>: danneggia casualmente tutte le unità per un valore complessivo di {Damage}.
201579_fluff;Cos'è nato prima? L'uovo o la gallina? Al cospetto di un paradosso vivente come la fenice, è decisamente un dilemma banale.
201579_name;Fenice
201579_tooltip;All'inizio del round, se la Fenice è nel tuo cimitero, viene <keyword=banish>bandita</keyword>, poi <keyword=spawn>evoca</keyword> una Fenice giovane e la <keyword=summon>richiama</keyword> su una fila alleata casuale.
201580_fluff;Perché dovrebbe essere il diritto di nascita a stabilire chi ci governa?
201580_name;Usurpatore
201580_tooltip;All'inizio della partita, disattiva il comandante nemico per l'intera durata della battaglia.
201581_fluff;I mastri runici di Ofier possono combinarle in parole runiche di incredibile potere.
201581_name;Pietra Stribog
201581_tooltip;<keyword=create>Crea</keyword> e gioca una carta Bronzo di Skellige.
201582_fluff;Percepisco un certo gelo provenire da questa pietra runica. Ho in qualche modo ferito i suoi sentimenti?
201582_name;Pietra Zoria
201582_tooltip;<keyword=create>Crea</keyword> e gioca una carta Bronzo dei Regni Settentrionali.
201583_fluff;Attenzione: è ancora calda.
201583_name;Pietra Dazhbog
201583_tooltip;<keyword=create>Crea</keyword> e gioca una carta Bronzo di Nilfgaard.
201584_fluff;Le mie lame sono così affilate che possono tagliare la carta!
201584_name;Pietra Devana
201584_tooltip;<keyword=create>Crea</keyword> e gioca una carta Bronzo dei Mostri.
201585_fluff;Più la guardo, più mi sento svenire...
201585_name;Pietra Morana
201585_tooltip;<keyword=create>Crea</keyword> e gioca una carta Bronzo degli Scoia'tael.
201587_fluff;Risorgerà. Da qualche altra parte, fuori dalla nostra portata. Il sangue scorrerà di nuovo.
201587_name;Collina dei Sussurri
201587_tooltip;Distrugge un'unità alleata, poi <keyword=spawn>evoca</keyword> e mette in gioco una copia base di tale unità.
201589_fluff;Anche se siamo pochi e dispersi, i nostri cuori ardono più che mai.
201589_name;Filavandrel aén Fidháil
201589_tooltip;<keyword=order>Ordine</keyword>: potenzia di {Boost} tutte le unità nella tua mano.
201595_fluff;La maledizione fu annullata, ma il suo appetito per la carne cruda non svanì.
201595_name;Principessa Adda
201595_tooltip;<keyword=order>Ordine</keyword>: danneggia di {Damage} un'unità.
201597_fluff;Eist arrivò a Cintra per aiutare Crach an Craite a ottenere la mano della Principessa Pavetta, ma finì per conquistare il cuore della madre di lei.
201597_name;Eist Tuirseach
201597_tooltip;<keyword=order>Ordine</keyword>: metti in gioco un Guerriero dal tuo cimitero.
201598_fluff;A volte l'oggetto più semplice possiede i poteri più formidabili.
201598_name;Talismano d'osso
201598_tooltip;Potenzia di {Boost} tutti gli alleati.
201599_fluff;Odia quando gli fai i grattini sulla pancia.
201599_name;Gatto mannaro
201599_tooltip;<keyword=thrive>Prosperità</keyword>.\n<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} tutti i nemici della fila opposta.\n<keyword=deathwish>Ultimo desiderio</keyword>: ripete l'abilità <keyword=deploy>Schieramento</keyword>.
201600_fluff;Alcuni dicono che la licantropia sia contagiosa: se un lupo mannaro ti morde, diventi come lui. I witcher sanno bene che è una mera superstizione: solo un potente maleficio può causare questa condizione.
201600_name;Lupo mannaro
201600_tooltip;<keyword=immune>Immune</keyword>.
201601_fluff;Meglio non essere d'intralcio a Yennefer, soprattutto quando è di fretta.
201601_name;Invocazione di Yennefer
201601_tooltip;Scegli un'unità o un manufatto in campo e mettilo in cima al mazzo del suo possessore.
201603_fluff;Perché questo monaco indossa guanti borchiati...?
201603_name;Letho: regicida
201603_tooltip;<keyword=deploy>Schieramento</keyword>: si trasforma in una copia di un'altra unità in campo senza cambiare di forza.
201606_fluff;Quanto ai codabiforca, ecco come attirarli: pianta un palo nel terreno, lega ad esso una capra, indi poscia nasconditi nei paraggi.
201606_name;Codabiforca
201606_tooltip;<keyword=deploy>Schieramento</keyword>: danneggia di {Damage} tutte le altre unità.
201609_fluff;Il trucco è spezzare la loro volontà, ma non il loro corpo.
201609_name;Cacciatore (schiavi)
201609_tooltip;<keyword=deploy>Schieramento</keyword>: se sono presenti {MaxTargets} o più unità sulla fila opposta, <keyword=seize>sequestra</keyword> il nemico meno forte di quella fila.
201610_fluff;Un uomo libero può scegliere, ma nel caso di uno schiavo sono altri a scegliere per lui.
201610_name;Fanteria (schiavi)
201610_tooltip;<keyword=deploy>Schieramento</keyword>: trasforma un'unità alleata in una Fanteria di schiavi.
201611_fluff;A Iorveth sarà anche rimasto un solo occhio, ma le sue visioni interiori sono impareggiabili.
201611_name;Azzardo di Iorveth
