1_name_lt;Escarcha Polar
200071_name;Shilard Fitz-Oesterlen
200071_tooltip;<keyword=deploy>Despliegue</keyword>: deja en {Power} el poder de la unidad más poderosa en la mano del oponente.
200073_fluff;La estrige se porta bien. Claro, de vez en cuando muerde a alguien, pero te acostumbras.
200073_name;Adda: Estrige
200073_tooltip;<keyword=deploy>Despliegue</keyword>: si controlas a la unidad de mayor poder, inflige {Damage} de daño a un enemigo.
200078_fluff;Imagina una masa de arcilla. Para poder darle forma primero tienes que humedecerla o se agrietará. El comienzo de la prueba hace justo eso. Permite al cuerpo abrirse al cambio, digamos. Solo después los mutágenos pueden producir un brujo.
200078_name;Prueba de hierbas
200078_tooltip;Potencia a una unidad a {Boost} de poder. Si no es un Brujo, primero le inflige {Damage} de daño.
200079_fluff;Este hechizo te permite ver el último momento de la vida de un hombre muerto... si puedes sobrevivir a su lanzamiento.
200079_name;Sueño azul de Hanmarvyn
200079_tooltip;Juega una unidad del cementerio del oponente y le da <keyword=doomed>Condenado</keyword>.
200080_fluff;¿Y bien? ¿Algo va mal? ¿El venado está un poco rancio para usted, princesita?
200080_name;Xavier Moran
200080_tooltip;<keyword=melee>Melé</keyword>: cada vez que se potencia a esta unidad, recibe {Boost} de potencia adicional.
200081_fluff;«Nosotros no quemamos a las mujeres arteras en Skellige, escuchamos sus consejos.»
200081_name;Herborista Heymaey
200081_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=heal>cura</keyword> {Boost} a un aliado y le otorga {Boost2} de potencia.
200083_fluff;Preferimos no develar nuestros nombres. Considéranos... amigos de la casa.
200083_name;Compañeros de Iris
200083_tooltip;<keyword=deploy>Despliegue</keyword>: roba una carta que quieras de tu mazo, luego <keyword=discard>descarta</keyword> una carta al azar.
200087_fluff;Igual que los brujos, Dorregaray es un aficionado a los monstruos, aunque ha desarrollado su propio sistema de clasificación. En vez de dividirlos en necrófagos, ogroides y cosas similares, solo piensa que son maravillosos.
200087_name;Dorregaray de Vole
200087_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=lock>bloquea</keyword> una unidad.
200088_fluff;El forense es una persona calmada y tranquila. Incluso trata los cuerpos con suma delicadeza.
200088_name;Hubert Rejk
200088_tooltip;<keyword=deploy>Despliegue</keyword>: se potencia según la cantidad de daño infligida a los enemigos en este turno.
200089_fluff;¿Te perdiste? Bueno, ve a perderte a otra parte que no sea mi propiedad, ¿entendido? Que el sol te dé en la oreja izquierda y sigue caminando, encontrarás el camino tarde o temprano. ¿Y bien? ¿Qué esperas?
200089_name;Nivellen
200089_tooltip;<keyword=deploy>Despliegue</keyword>: mueve a todas las unidades de una fila a la otra.
200091_fluff;El brujo había conocido a ladrones que lucían como concejales, a concejales que lucían como mendigos y a reyes que lucían como ladrones. Sin embargo, Stregobor siempre lucía exactamente como todo el mundo se imaginaba que debería lucir un mago.
200091_name;Stregobor
200091_tooltip;<keyword=ranged>A distancia</keyword>: después de {Counter} turnos, cada jugador roba una unidad y establece su poder en {Power}.
200098_fluff;Capitán de la Guardia de Wyzima de día. Vengador y defensor de los oprimidos de noche.
200098_name;Vincent Meis
200098_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>, <keyword=melee>melé</keyword>: fija el poder de un enemigo no potenciado en {Power}.
200102_fluff;Los dioses hablan conmigo... los escucho susurrar desde las sombras...
200102_name;Hym
200102_tooltip;<keyword=deploy>Despliegue</keyword>: cambia el poder de esta unidad con el de una unidad dañada.
200103_fluff;10 veces ganador del venerable título de campeón de la arena de An Skellig.
200103_name;Olaf
200103_tooltip;<keyword=order>Orden</keyword>: le otorga potencia a Olaf igual al doble del daño que recibe.
200104_fluff;¿Hombre lobo? Oh, no, no... esto es algo mucho, mucho peor.
200104_name;Ulfhedinn
200104_tooltip;<keyword=deploy>Despliegue</keyword>: inflige daño al enemigo según la mitad del poder que tenga.
200105_fluff;Los barcos de guerra del Clan Dimun son ligeros y rápidos, perfectos para perseguir a las fragatas mercantes.
200105_name;Buque Dimun
200105_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño al enemigo tres veces.
200112_fluff;Las leyendas dicen que atraían a los marineros a su perdición con sus cautivadores cantos... Pero es más probable que los marineros estuvieran más embelesados por sus otros abundantes encantos.
200112_name;Sirena
200112_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un aliado con <keyword=deathwish>Agonía</keyword>.
200114_fluff;Algunos dicen que la licantropía es contagiosa; si te muerde un hombre lobo, te convertirás en uno. Los brujos saben que eso es una tontería, solo una poderosa maldición puede provocar esta enfermedad.
200114_name;Hombre lobo Alfa
200114_tooltip;<keyword=immune>Inmune</keyword>. <keyword=thrive>Prosperar</keyword>.
200115_fluff;Asesino, una de las profesiones más populares en la corte imperial después de las de escriba y cortesana.
200115_name;Asesinato
200115_tooltip;Inflige {Damage} de daño a una unidad. Reduce el daño a {Damage2} por cada unidad adyacente.
200118_fluff;Puedes correr, pero nunca podrás esconderte.
200118_name;Infiltrador
200118_tooltip;<keyword=melee>Melé</keyword>: al final de la ronda, devuelve esta unidad al mazo de tu oponente.
200124_fluff;La escuela de la Víbora debe renacer... Letho se encargará de eso.
200124_name;Brujo de la Víbora
200124_tooltip;<keyword=deploy>Despliegue</keyword>: <keyword=reveal>revela</keyword> la primera unidad en el mazo del oponente y la <keyword=banish>destierra</keyword>.
200132_fluff;¿Quiénes son los cazadores de brujas? La gran mayoría son canallas y fanáticos, sin embargo, después de las repugnantes acciones perpetradas por la Logia de las hechiceras, muchos hombres decentes se encontraban tan indignados que se unieron a sus filas...
200132_name;Cazador de brujas
200132_tooltip;postponed
200135_fluff;Una profesión de Mahakam extraordinariamente arriesgada y por lo tanto muy respetada. Su más ferviente practicante fue un enano llamado de Mikkel Bay.
200135_name;Pirotécnico
200135_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: destruye un artefacto aliado e inflige {Damage} de daño a una unidad. \n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
200136_fluff;Sus palabras podrán parecer incomprensibles en ocasiones, pero siempre contienen significados ocultos y tremenda sabiduría.
200136_name;Clarividente
200136_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: <keyword=reveal>revela</keyword> una carta aleatoria de tu mazo. Si es una carta especial, otorga {Boost} de potencia a esta unidad.
200138_fluff;En conocimiento es un privilegio, cariño, y los privilegios solo se comparten entre pares.
200138_name;Sabio
200138_tooltip;Cada vez que juegas una carta especial, otorga {Boost} de potencia a esta unidad.
200139_fluff;En una ocasión, un erudito de Oxenfurt examinó una pantera y declaró que no era más que un leopardo con un color diferente. La pantera parecía indiferente a su pronunciamiento y lo devoró antes de que pudiera terminar su investigación.
200139_name;Pantera
200139_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a una unidad enemiga no Scoia'tael.
200144_fluff;No lo toquen, no hagan contacto visual. Es más... no se acerquen para nada.
200144_name;Domador Tuirseach
200144_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a una bestia aliada. Otorga {Boost2} de potencia por cada bestia en tu cementerio.
200145_fluff;¡El mar es nuestro, junto con todo lo que flote, nade o navegue en él!
200145_name;Corsario Dimun
200145_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a una unidad por cada barco en tu mano.
200146_fluff;Spikeroog es un páramo yermo, pero eso no nos molesta, todo lo que necesitamos, lo tomamos de ustedes.
200146_name;Contrabandista Dimun
200146_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a una unidad, luego le otorga {Boost} de potencia.
200147_fluff;Una flamínica, la más alta posición entre las druidas, inspira mucho respeto y ostenta un gran poder.
200147_name;Flamínica Heymaey
200147_tooltip;Al final de cada turno, <keyword=heal>cura</keyword> {Boost} a todos los aliados dañados en esta fila.
200149_fluff;No le teme a nada, excepto a la ira de Freya... y la de su esposa.
200149_name;Protector Heymaey
200149_tooltip;Siempre que una unidad adyacente reciba daño, otorga {Boost} de potencia a esta unidad.
200154_fluff;Nosotros, Foltest, Rey de Temeria por decreto real, Príncipe de Sodden, Señor Protector de Brugge, etcétera, etcétera, etcétera, decretamos por la presente lo siguiente…
200154_name;Decreto real
200154_tooltip;Juega una unidad de tu mazo.
200158_fluff;No está muerto el que reposa en la eternidad, pues cuando llegue la hora, hasta la muerte morirá.
200158_name;Dagon
200158_tooltip;<keyword=spawn>Genera</keyword> Niebla Impenetrable o Lluvia Torrencial.
200159_fluff;Nadie puede reemplazar a Bran. Aunque seguro lo intentarán.
200159_name;Bran Tuirseach
200159_tooltip;<keyword=order>Orden</keyword>: <keyword=discard>descarta</keyword> una carta, luego roba una carta. \nLa habilidad se restablece al inicio de la ronda.\nCada vez que <keyword=discard>descartes</keyword> una carta, inflige {Damage} de daño a un enemigo al azar.
200160_fluff;Los nilfgaardianos le dicen Tirth ys Muire, es decir, El Jabalí de los Mares. ¡Usan ese nombre para asustar a los niños!
200160_name;Crach An Craite
200160_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
200161_fluff;Nadie sabe por qué le pusieron ese apodo, y nadie se atrevió a preguntarlo.
200161_name;Harald, el Lisiado
200161_tooltip;<keyword=order>Orden</keyword>: divide {Damage} de daño al azar entre todos los enemigos.
200162_fluff;A mí no me llaman el Paciente. Tú preocúpate porque no te llamen el Descabezado.
200162_name;Emhyr var Emreis
200162_tooltip;<keyword=order>Orden</keyword>: mueve una carta en el campo de batalla de regreso a tu mano y juega una carta.
200163_fluff;El sol del estío reflejado en las aguas calmas del Alba. Eso es Nilfgaard para mí.
200163_name;Morvran Voorhis
200163_tooltip;<keyword=order>Orden</keyword>: <keyword=reveal>revela</keyword> una carta al azar del mazo de tu oponente. Si es bronce, otorga {Boost} de potencia a un aliado. Si es dorada, le otorga {Boost2} en su lugar.\nAl inicio de la ronda, restablece esta habilidad.
200164_fluff;La espada es solo una de las herramientas que un gobernador tiene a su disposición.
200164_name;Jan Calveit
200164_tooltip;<keyword=order>Orden</keyword>: mira las primeras {MaxTargets} cartas de tu mazo y juega una.
200165_fluff;Para vivir en paz, primero tenemos que matar. Ese es el final cruel de la opresión humana.
200165_name;Francesca Findabair
200165_tooltip;<keyword=order>Orden</keyword>: juega una carta especial desde tu cementerio.
200166_fluff;La reina dríade tiene ojos de plata fundida y un corazón de acero forjado.
200166_name;Eithné
200166_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=charge>Carga</keyword>: {Charges}.\nAl inicio de la ronda, restablece la <keyword=charge>carga</keyword> de Eithné.
200167_fluff;¿Ese bobo tambaleante? ¡Ni siquiera se sabe si está vivo o ya es un fiambre!
200167_name;Brouver Hoog
200167_tooltip;<keyword=order>Orden</keyword>: mueve una unidad a la otra fila. Si es un enemigo, inflige {Damage} de daño; si es un aliado, le otorga {Boost} de potencia.\n<keyword=charge>Carga</keyword>: {Charges}.
200168_fluff;No necesito a los consejeros ni a sus planes. Yo solo confío en las espadas de mis soldados.
200168_name;Rey Foltest
200168_tooltip;<keyword=order>Orden</keyword>: otorga {Boost} de potencia a un aliado y le concede <keyword=zeal>Fervor</keyword>.\n<keyword=charge>Carga</keyword>: {Charges}.
200169_fluff;Un rey debería ser despiadado con sus enemigos y generoso con sus amigos.
200169_name;Rey Radovid V
200169_tooltip;Activa el estado de <keyword=lock>bloqueo</keyword> de {MaxTargets} unidades. Si son enemigos, les inflige {Damage} de daño. <keyword=crew>Relevo</keyword>.
200170_fluff;El rey Henselt no tenía aspecto de ladrón. Sin embargo, con todo el respeto que merece, no era otra cosa más que un ladrón.
200170_name;Rey Henselt
200170_tooltip;<keyword=order>Orden</keyword>: juega una copia de una unidad aliada en el campo de batalla desde tu mazo, le otorga {Boost} de potencia y le da <keyword=zeal>Fervor</keyword>.
200171_fluff;Soldados leales al antiguo barón de Tridam que abandonaron la ciudad con Falibor y se convirtieron, por esa razón, en hombres buscados por la ley.
200171_name;Infantería de Tridam
200171_tooltip;Siempre que una unidad sea potenciada, inflige {Damage} de daño a un enemigo al azar.
200177_fluff;Me llaman Gavilana. ¿Sabes por qué? Porque como ratas como tú en el desayuno.
200177_name;Cerys An Craite
200177_tooltip;Si esta unidad está en el cementerio, se <keyword=summon>invoca</keyword> en una fila aliada al azar cada vez que juegas una unidad desde tu cementerio.
200209_fluff;No me importan ni los reyes ni sus títulos. En el este vive alguien que realmente merece una corona.
200209_name;Saskia
200209_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad. \n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.\nSi tienes a un Elfo, Enano o Dríada en tu mano, el <keyword=cooldown>enfriamiento</keyword> se reduce {Cooldown2} (solo una vez por categoría).
200212_fluff;¡Borren su nombre de la Saga de los Ancestros! ¡Que nadie se atreva a darle cobijo o alimentos!
200212_name;Skjall
200212_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo no dañado.
200218_fluff;Las leyendas de Skellige aseguran que el poderoso y terrible Jotunn, el Rey de los Gigantes, gobernó las islas en tiempos ancestrales. Lo asesinó Hemdall, pero con su último aliento juró regresar junto con el Ragh Nar Roog.
200218_name;Jotunn
200218_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: otorga {Boost} de potencia a esta unidad por cada unidad de más que tu oponente tenga en el campo de batalla.
200220_fluff;Seré tu media naranja. Y la última.
200220_name;Susurradora: Tributo
200220_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: juega una carta Orgánica de tu mazo.
200221_fluff;Te cortaré en cuadritos. Haré un buen caldo contigo.
200221_name;Sacrificio ritual
200221_tooltip;Activa la habilidad <keyword=deathwish>Agonía</keyword> de todos los aliados.
200222_fluff;Percibo tu dolor. Veo tu miedo.
200222_name;Tejedora: Conjuro
200222_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: <keyword=consume>consume</keyword> una unidad en tu mano y roba una carta.
200223_fluff;¡Y aquí están! Con el asombro a flor de piel, vacilando acerca del plan y de la gran revelación. Algunos, como si estuvieran atrapados por la letal mandrágora, otros, por la maldad del perro negro.
200223_name;Mandrágora
200223_tooltip;<keyword=reset>Restablece</keyword> una unidad.
200224_fluff;Un cierto pirata famoso era tan aficionado de esta embriagante hierba, que se ganó el apodo de «Ojo de cuervo». La versión teatral de esta leyenda omite esto, sin embargo, para gran consternación de la rigorista sabiduría tradicional pirata.
200224_name;Ojo de cuervo
200224_tooltip;Activa la habilidad <keyword=deathwish>Agonía</keyword> de una unidad de bronce.
200225_fluff;Nunca ha existido una bestia que Fringilla Vigo no haya podido domar.
200225_name;Bozal de Vigo
200225_tooltip;<keyword=seize>Toma</keyword> a un enemigo con {Power} o menos de poder y lo <keyword=lock>bloquea</keyword>.
200226_fluff;También conocido como «la reina de los venenos», el acónito se usa en muchas pociones de brujo y brebajes alquímicos.
200226_name;Acónito
200226_tooltip;Inflige {Damage} de daño a todos los enemigos con poder par o inflige {Damage} de daño a todos los enemigos con poder impar.
200227_fluff;Llevo en Novigrado treinta años. He visto de todo: crueldad, cinismo, avaricia. Pero lo que ahora está sucediendo me preocupa muchísimo.
200227_name;Henry Var Attre
200227_tooltip;postponed
200228_fluff;Sencilla, barata y mortíferamente eficiente: no es de extrañar que sea una de las trampas favoritas de los Scoia'tael.
200228_name;Trampa de foso
200228_tooltip;<keyword=ambush>Emboscada</keyword>: destruye a la siguiente unidad que se juegue en el lado de tu oponente antes de que active cualquier habilidad.
200233_fluff;Siempre golpea entre las vértebras, bajo tu riñón izquierdo o directamente en tu aorta. De esa forma, solo tiene que golpear una vez.
200233_name;Gallotriz
200233_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo por cada bestia adyacente.
200234_fluff;¿Una moneda para un veterano de guerra?
200234_name;Tu Puta Madre Infantería
200234_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a esta unidad.
200235_fluff;Vete a darle lecciones a tu abuela.
200235_name;Lambert: Espadachín
200235_tooltip;<keyword=deploy>Despliegue</keyword>: destruye a un enemigo con <keyword=resilient>Resiliencia</keyword>.
200236_fluff;Escuché tus jadeos a cinco kilómetros de distancia. Pero no quería perder esa posición privilegiada.
200236_name;Eskel: Explorador
200236_tooltip;<keyword=melee>Melé</keyword>: al terminar cada turno, otorga {Boost} de potencia a esta unidad.
200237_fluff;Matar monstruos es algo que no se debe tomar a ligera. Ciri debe comprender eso si quiere convertirse en uno de nosotros.
200237_name;Vesemir: Mentor
200237_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a todos los brujos aliados en el campo de batalla, mazo o mano.
200293_fluff;«¡Escúchenme bien, si no levantan sus apestosos traseros, los humanos van a venir a robarnos a nuestras mozas!»
200293_name;Agitador enano
200293_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=ranged>a distancia</keyword>: otorga {Boost} de potencia a un enano en tu mano.
200294_fluff;«¡Defenderán este estandarte incluso al costo de sus propias vidas! ¡Gloir aen Ard Feain!»
200294_name;Portaestandarte
200294_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a un aliado.\nSiempre que <keyword=reveal>reveles</keyword> esta carta, otorga {Boost2} de potencia a un aliado al azar.
200295_fluff;Su hedor llegará antes de que los veas.
200295_name;Demonio podrido
200295_tooltip;<keyword=deathwish>Agonía</keyword>: inflige {Damage} de daño a un enemigo al azar.
200296_fluff;Con un aplastante ímpetu, la cuña de jinetes penetró atronadoramente en la falange. Como una daga penetrando en un vientre expuesto, la división de Alba barrió sin problemas atravesando todo entre esta y los órganos vitales de la Infantería Temeria
200296_name;Caballería de Alba
200296_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: <keyword=lock>bloquea</keyword> una unidad enemiga.
200299_fluff;No es la carrera que tenía en mente cuando le dijo a su mami que deseaba ser músico.
200299_name;Tamborilero temerio
200299_tooltip;<keyword=order>Orden</keyword>: otorga {Boost} de potencia a un aliado y le concede <keyword=zeal>Fervor</keyword>.
200300_fluff;Los habitantes de Skellige saben bien que los arpones no solo son efectivos contra las ballenas...
200300_name;Pesca trofeo
200300_tooltip;Mueve a un enemigo a la otra fila, luego inflige daño igual al número de unidades en esa fila.
200301_fluff;Las olas golpean la costa, la proa del Naglfar espectral empuja las olas. En el aire se escucha el cuerno de Hemdall y Hemdall se enfrenta a sus enemigos en la cumbre del Bifrost, el arcoíris ardiente. El Frío Blanco está cerca y cerca está el tiempo de la tormenta y del vendaval…
200301_name;Naglfar
200301_tooltip;Busca {MaxTargets} cartas doradas al azar en tu mazo. Luego juega una y coloca la otra en la parte superior de tu mazo.
200320_fluff;Un miembro de la Fuerza de Defensa Bovina. ¡Siempre fiel!
200320_name;Chort
200320_tooltip;Sin habilidad.
200502_fluff;Los trols vienen en muchas variedades, con diferentes formas, tamaños y gustos, pero siempre con tanto cerebro como un balde de clavos oxidados.
200502_name;Trol de hielo
200502_tooltip;Al final de cada turno, si tienes menos unidades que tu oponente, otorga {Boost} de potencia a esta unidad.
200518_fluff;Ebbing es famosa por sus mercenarios de primera y su caballería ligera.
200518_name;Élite de Venendal
200518_tooltip;<keyword=deploy>Despliegue</keyword>: si usaste la habilidad de tu líder en este turno, inflige {Damage} de daño a un enemigo.
200519_fluff;Considerada como la mayor contribución enana al mundo.
200519_name;Cerveza de Mahakam
200519_tooltip;Otorga {Boost} de potencia a una unidad y le quita el <keyword=lock>Bloqueo</keyword>.
200520_fluff;¿Lo único que puede rivalizar con sus espadas? Sus albóndigas.
200520_name;Éibhear Hattori
200520_tooltip;<keyword=order>Orden</keyword>: juega un artefacto de bronce desde tu cementerio.
200523_fluff;El héroe que necesita Toussaint, pero no el que merece.
200523_name;Germain Piquant
200523_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: <keyword=spawn>genera</keyword> {Counter} vacas en ambos lados de esta unidad.
200528_fluff;«Las mujeres de Skellige son salvajes e impredecibles. Todas las unidades se tienen que tratar como una seria amenaza y nunca se debe subestimar sus capacidades». Directiva general a las fuerzas invasoras de la Armada imperial
200528_name;Lancera Heymaey
200528_tooltip;<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a un enemigo, luego recibe {Damage2} de daño.
200529_fluff;Este autoproclamado caballero deambula por el mundo defendiendo el honor de su amada doncella Bilberry, aunque ninguno está seguro de dónde vive, si sigue con vida o si alguna vez vivió.
200529_name;Ronvid del Marjal
200529_tooltip;<keyword=deploy>Despliegue</keyword>: otorga {Boost} de potencia a esta unidad.\n<keyword=summon>Invoca</keyword> esta unidad desde tu cementerio a una fila aliada al azar cada vez que juegues un soldado.
200530_fluff;¿Esta cerveza debería ser verde...?
200530_name;Cerveza podrida
200530_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.\n<keyword=charge>Carga</keyword>: {Charges}.
200532_fluff;Boros, el legendario fundador del clan Fuchs, murió después de abusar de la bebida; se desmayó mientras trataba de agarrar su anillo de oro, que había caído en un arroyo.
200532_name;Cerveza ancestral
200532_tooltip;<keyword=zeal>Fervor</keyword>.\n<keyword=order>Orden</keyword>: otorga {Boost} de potencia a una unidad. \n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
200534_fluff;Amante de elfos y de la sopa de cebolla.
200534_name;La trol de Vergen
200534_tooltip;<keyword=melee>Melé</keyword>: siempre que destruyan a un aliado durante tu turno, otorga {Boost} de potencia a esta unidad.
200535_fluff;El combate es una danza en la cual nunca debes permitir que el oponente guíe.
200535_name;Espadachina élfica
200535_tooltip;<keyword=order>Orden</keyword>, <keyword=melee>melé</keyword>: inflige {Damage} de daño a un enemigo.\n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.\nCada vez que juegues un elfo, reduce el <keyword=cooldown>enfriamiento</keyword> en {Cooldown2}.
200539_fluff;Ningún hombre vivo, sin importar su fuerza o su habilidad, puede parar el golpe mortal de la cola del eslizón, las pinzas de un escorpión gigante o las garras de un grifo.
200539_name;Eslizón
200539_tooltip;<keyword=order>Orden</keyword>: <keyword=consume>consume</keyword> una unidad aliada en esta fila.\n<keyword=cooldown>Enfriamiento</keyword>: {Cooldown}.
200540_fluff;Uf, estos tipos pueden ser un dolor de cabeza.
200540_name;Masacrador de Aedirn
200540_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a un enemigo.
201523_fluff;Se acostó al lado de los restos momificados de Adda y dibujó la señal de Yrden en la parte interior de la tapa del sarcófago.
201523_name;Geralt: Yrden
201523_tooltip;<keyword=deploy>Despliegue</keyword>: restablece el poder de todas las unidades en una fila a su poder base.
201559_fluff;¡Hoooa! ¡Hoooaa! ¡Hooo! ¡Preparen sus traseros, payasos! ¡Que pronto llegaremos a borrarles la sonrisa a patadas!
201559_name;Reclutas de Mahakam
201559_tooltip;<keyword=deploy>Despliegue</keyword>, <keyword=melee>melé</keyword>: <keyword=summon>invoca</keyword> a una copia de esta unidad desde tu mazo a esta fila si hay un enano en ella.
201574_fluff;El alto es Wilmar. Wilfred está a su derecha. Y el que tartamudea es Wilhelm.
201574_name;Amigo de Harald
201574_tooltip;<keyword=deathwish>Agonía</keyword>: inflige {Damage} de daño a una unidad enemiga aleatoria.
201576_fluff;En Beauclair todo es mejor: el vino es más dulce, las vacas son más grandes y todas las damas están por encima del promedio.
201576_name;Vaca
201576_tooltip;<keyword=doomed>Condenado</keyword>.
201578_fluff;¿Eres bobo? ¿Pretendes navegar a Skellige? ¡Esos bárbaros te cortarán en pedacitos!
201578_name;Merodeador An Craite
201578_tooltip;<keyword=deploy>Despliegue</keyword>.\n<keyword=melee>Melé</keyword>: reparte al azar {Damage} de daño entre todas las unidades.
201579_fluff;¿Qué fue primero, el huevo o la gallina? Comparado con el enigma que es el fénix, esa cuestión parece absolutamente banal.
201579_name;Fénix
201579_tooltip;Al inicio de la ronda, si Fénix está en tu cementerio, se <keyword=banish>destierra</keyword>, <keyword=spawn>genera</keyword> una cría de fénix y la <keyword=summon>invoca</keyword> en una fila aliada al azar.
201580_fluff;¿Por qué algo tan trivial como el nacimiento decide quién debe gobernarnos?
201580_name;Usurpador
201580_tooltip;Al inicio de la partida, deshabilita al líder enemigo por el resto de la batalla.
201581_fluff;Los maestros de runas ofiris pueden combinarlas en palabras rúnicas de increíble poder.
201581_name;Piedra Stribog
201581_tooltip;<keyword=create>Crea</keyword> y juega una carta de Skellige de bronce.
201582_fluff;Estoy sintiendo un frío evidente de esta piedra rúnica... ¿Hice algo qué hirió sus sentimientos?
201582_name;Piedra Zoria
201582_tooltip;<keyword=create>Crea</keyword> y juega una carta de los reinos del norte de bronce.
201583_fluff;Con cuidado, sigue caliente.
201583_name;Piedra Dazhbog
201583_tooltip;<keyword=create>Crea</keyword> y juega una carta de Nilfgaard de bronce.
201584_fluff;¡Mis cuchillas son tan afiladas que pueden cortar papel!
201584_name;Piedra Devana
201584_tooltip;<keyword=create>Crea</keyword> y juega una carta de la facción de monstruos de bronce.
201585_fluff;Desfallezco de solo verla...
201585_name;Piedra Morana
201585_tooltip;<keyword=create>Crea</keyword> y juega una carta de Scoia'tael de bronce.
201587_fluff;Se alzará de nuevo. En otro lugar, más allá de nuestro alcance. Una vez más la sangre correrá.
201587_name;Loma de los Susurros
201587_tooltip;Destruye una unidad aliada, luego <keyword=spawn>genera</keyword> y juega una copia base de ella.
201589_fluff;A pesar de que ahora somos muy pocos y estamos dispersos, nuestros corazones arden con más fuerza que nunca.
201589_name;Filavandrel aén Fidháil
201589_tooltip;<keyword=order>Orden</keyword>: otorga {Boost} de potencia a todas las unidades en tu mano.
201595_fluff;Se le ha levantado la maldición... pero no ha perdido su apetito por la carne cruda.
201595_name;Princesa Adda
201595_tooltip;<keyword=order>Orden</keyword>: inflige {Damage} de daño a una unidad.
201597_fluff;Eist vino a Cintra para ayudar a Crach an Craite a ganarse la mano de la princesa Pavetta, pero también logró ganarse el corazón de la reina.
201597_name;Eist Tuirseach
201597_tooltip;<keyword=order>Orden</keyword>: juega un Guerrero desde tu cementerio.
201598_fluff;Los objetos más simples son, en ocasiones, los más poderosos.
201598_name;Talismán de hueso
201598_tooltip;Otorga {Boost} de potencia a todos los aliados.
201599_fluff;Odia cuando le rascas la barriga.
201599_name;Hombre gato
201599_tooltip;<keyword=thrive>Prosperar</keyword>.\n<keyword=deploy>Despliegue</keyword>: inflige {Damage} de daño a todas las unidades enemigas en la fila opuesta.\n<keyword=deathwish>Agonía</keyword>: repite la habilidad <keyword=deploy>Despliegue</keyword>.
201600_fluff;Algunos dicen que la licantropía es contagiosa; si te muerde un hombre lobo, te convertirás en uno. Los brujos saben que eso es una tontería, solo una poderosa maldición puede provocar esta enfermedad.
201600_name;Hombre lobo
201600_tooltip;<keyword=immune>Inmune</keyword>.
201601_fluff;Es mejor no interponerse en el camino de Yennefer. Especialmente cuando tiene prisa.
201601_name;Invocación de Yennefer
201601_tooltip;Elige cualquier unidad o artefacto en el campo de batalla y colócala en la parte superior del mazo de su propietario.
201603_fluff;¿Por qué este monje porta guanteletes tachonados...?
201603_name;Letho: Matarreyes
201603_tooltip;<keyword=deploy>Despliegue</keyword>: transforma esta unidad en una copia de cualquier otra unidad en el campo de batalla, pero sin cambiar su poder.
201606_fluff;A los colihendidos hay que incitarlos de la siguiente manera, coloca una estaca en el suelo, ata una cabra en ella, después corre a esconderte en los arbustos cercanos.
201606_name;Colihendido
