1_name_lt;Froid mordant
200052_name;Golyat
200052_tooltip;<keyword=deathwish>Baroud d'honneur</keyword> : votre adversaire <keyword=summon>invoque</keyword> l'unité disposant de la force la plus faible sur la ligne opposée depuis son jeu.
200053_fluff;La figurine grandissait à vue d'œil, palpitant, vibrant. Elle changeait de structure et de forme, rampant sur le pavement, entourée de volutes de fumée. Grâce aux rayons de lumière, on distinguait un amas de matière en mouvement qui prenait consistance. Un moment après apparut au centre du cercle magique une forme humaine.
200053_name;Compression
200053_tooltip;<keyword=lock>Verrouillez</keyword> une unité et rétablissez sa force initiale.
200055_fluff;Personne, même parmi les vampires supérieurs, ne connaît l'âge exact du Doyen des Invisibles. Ils savent seulement qu'ils ne doivent en aucune circonstance s'opposer à sa volonté.
200055_name;Doyen des Invisibles
200055_tooltip;<keyword=order>Ordre</keyword> : déclenchez la capacité <keyword=deathwish>Baroud d'honneur</keyword> d'un allié.\nAu début de la manche, réinitialisez cette capacité.
200056_fluff;Le mot « antérion » vous évoque quelque chose ? Voyez ça comme l'opposé d'un lycanthrope : une bête capable de prendre forme humaine.
200056_name;Aguara : vraie forme
200056_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : <keyword=create>créez</keyword> n'importe quelle carte spéciale.
200058_fluff;Je vous fournis trois pistes solides, fraîches comme la rosée du matin… L'aide de mes espions et de ma magicienne de cour… Et au lieu de ma fille, vous m'amenez ce… monstre ?
200058_name;Malédiction d'Uma
200058_tooltip;<keyword=create>Créez</keyword> et jouez une unité Or.
200062_fluff;Cesse de faire l'imbécile, ou je te donne à une aguara !
200062_name;Aguara 
200062_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=lock>verrouillez</keyword> une unité.\n<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : retirez l'attribut <keyword=lock>Verrouillée</keyword> d'une unité.
200067_fluff;Lorsque la lune est pleine, des cauchemars surgissent de tous les recoins obscurs du monde.
200067_name;Clair de lune
200067_tooltip;postponed
200071_fluff;Un diplomate est un homme qui emploie bien plus de mots que nécessaire pour exprimer moins de choses qu'il n'en sait.
200071_name;Shilard Fitz-Oesterlen
200071_tooltip;<keyword=deploy>Déploiement</keyword> : fixez à {Power} la force de l'unité disposant de la force la plus élevée dans la main de votre adversaire.
200073_fluff;La strige se porte bien. Évidemment, elle croque quelqu'un de temps en temps, mais on s'y fait.
200073_name;Adda : strige
200073_tooltip;<keyword=deploy>Déploiement</keyword> : si vous contrôlez l'unité disposant de la force la plus élevée, infligez {Damage} point(s) de dégâts à un ennemi.
200078_fluff;Imaginez une boule de glaise. Avant de la façonner, il faut l'humidifier, sans quoi elle s'émiette. C'est le propos du début de l'Épreuve : ouvrir le corps au changement, pour ainsi dire. Alors seulement, les mutagènes peuvent produire un sorceleur.
200078_name;Épreuve des herbes
200078_tooltip;Améliorez une unité jusqu'à {Boost} point(s) de force. S'il ne s'agit pas d'un Sorceleur, infligez-lui d'abord {Damage} point(s) de dégâts.
200079_fluff;Ce sort permet de voir les derniers instants de la vie d'un mort… si l'on survit à son incantation.
200079_name;Rêve bleu d'Hanmarvyn
200079_tooltip;Jouez une unité depuis le cimetière de l'ennemi et donnez-lui l'attribut <keyword=doomed>Condamnée</keyword>.
200080_fluff;Quoi ? Y a un problème ? La venaison sent trop fort à vot' goût, « princesse » ? C'est ça ?
200080_name;Xavier Moran
200080_tooltip;<keyword=melee>Combat rapproché</keyword> : chaque fois que cette unité bénéficie d'une amélioration, améliorez-la de {Boost} point(s) supplémentaire(s).
200081_fluff;« On ne brûle pas les femmes rusées à Skellige, on suit leurs conseils. »
200081_name;Heymaey : herboriste
200081_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : <keyword=heal>soignez</keyword> un allié de {Boost} point(s), puis améliorez-le de {Boost2} point(s).
200083_fluff;Nous préférons rester anonymes. Considérez-nous comme des amis de la maisonnée.
200083_name;Compagnons d'Iris
200083_tooltip;<keyword=deploy>Déploiement</keyword> : tirez une carte de votre choix depuis votre jeu, puis <keyword=discard>défaussez</keyword> une carte aléatoire.
200087_fluff;Comme les sorceleurs, Dorregaray connaît bien les monstres, mais il a son propre système de classification. Au lieu d'établir des catégories (nécrophages, ogroïdes, etc.), il les trouve simplement tous merveilleux.
200087_name;Dorregaray de Vole
200087_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=lock>verrouillez</keyword> une unité.
200088_fluff;Le légiste est un homme calme et paisible. Il traite même les cadavres avec la plus grande délicatesse.
200088_name;Hubert Rejk
200088_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez la présente unité du montant des dégâts infligés aux ennemis durant le tour.
200089_fluff;Tu t'es perdu ? Eh bien, va chercher ton chemin ailleurs. Loin de ma propriété, je veux dire. Pointe ton oreille gauche vers le soleil et marche sans t'arrêter, tu retrouveras vite la route. Alors ? Qu'est-ce que tu attends ?
200089_name;Nivellen
200089_tooltip;<keyword=deploy>Déploiement</keyword> : déplacez toutes les unités d'une ligne vers l'autre.
200091_fluff;Le sorceleur avait rencontré des voleurs pouvant passer pour des conseillers municipaux, des conseillers municipaux ressemblant à des mendiants et des rois qui avaient tout l'air de voleurs. Stregobor, en revanche, était toujours le portrait craché du mage tel qu'on se l'imaginait.
200091_name;Stregobor
200091_tooltip;<keyword=ranged>Combat à distance</keyword> : après {Counter} tour(s), chaque joueur tire une unité et fixe sa force à {Power}.
200098_fluff;Capitaine de la garde municipale de Wyzima le jour, il devient la nuit un vengeur impitoyable qui défend les opprimés.
200098_name;Vincent Meis
200098_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword>, <keyword=melee>Combat rapproché</keyword> : fixez la force d'une unité ennemie à {Power} (cartes améliorées exclues).
200102_fluff;Les dieux me parlent… Je les entends murmurer dans les ombres…
200102_name;Blême
200102_tooltip;<keyword=deploy>Déploiement</keyword> : échangez la force de la présente unité avec celle d'une unité endommagée.
200103_fluff;Décuple vainqueur du titre vénérable de Champion de l'arène d'An Skellig.
200103_name;Olaf
200103_tooltip;<keyword=order>Ordre</keyword> : améliorez Olaf du double du nombre de points de dégâts subis.
200104_fluff;Un loup-garou ? Oh, non, non… c'est bien pire que ça.
200104_name;Ulfhedinn
200104_tooltip;<keyword=deploy>Déploiement</keyword> : infligez à un ennemi un montant de dégâts égal à la moitié de sa force actuelle.
200105_fluff;Légers et rapides, les navires de guerre du clan Dimun sont parfaits pour rattraper les frégates marchandes lentes.
200105_name;Dimun : galère
200105_tooltip;<keyword=deploy>Déploiement</keyword> : infligez trois fois {Damage} point(s) de dégâts à un ennemi.
200112_fluff;D'après les légendes, elles attirent les marins vers la mort en les charmant avec leurs chansons… mais il est plus probable que les marins aient été plus attirés par leurs autres charmes.
200112_name;Sirène
200112_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez un allié possédant une capacité de <keyword=deathwish>Baroud d'honneur</keyword> de {Boost} point(s).
200114_fluff;D'aucuns disent la lycanthropie contagieuse : en se faisant mordre par un loup-garou, on en deviendrait un soi-même. Les sorceleurs savent que c'est absurde, bien sûr. Seule une puissante malédiction peut provoquer cet état.
200114_name;Loup-garou alpha
200114_tooltip;<keyword=immune>Invulnérabilité</keyword>. <keyword=thrive>Développement</keyword>.
200115_fluff;Assassin, l'une des professions les plus populaires à la cour impériale, juste après celles de scribe et de courtisan.
200115_name;Assassinat
200115_tooltip;Infligez {Damage} point(s) de dégâts à une unité. Diminuez le nombre de points de dégâts de {Damage2} pour chaque unité qui lui est adjacente.
200118_fluff;Tu peux fuir, mais tu ne pourras jamais te cacher.
200118_name;Infiltré
200118_tooltip;<keyword=melee>Combat rapproché</keyword> : à la fin de la manche, mélangez la présente unité dans le jeu de l'adversaire.
200124_fluff;L'École de la vipère renaîtra… Letho y a veillé.
200124_name;Sorceleur : Vipère
200124_tooltip;<keyword=deploy>Déploiement</keyword> : <keyword=reveal>révélez</keyword> la première carte du jeu de l'adversaire et <keyword=banish>bannissez</keyword>-la.
200132_fluff;Qui sont les chasseurs de sorcières ? Des crapules et des fanatiques, pour la plupart, mais après les actes immondes perpétrés par la Loge des Magiciennes, beaucoup d'hommes respectables, profondément outrés, ont rejoint leurs rangs…
200132_name;Chasseur de sorcière
200132_tooltip;postponed
200135_fluff;Un métier extrêmement risqué et donc très respecté à Mahakam. Son plus éminent représentant était un nain du nom de Mikkel Bay.
200135_name;Pyrotechnicien
200135_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : détruisez un artefact allié et infligez {Damage} point(s) de dégâts à une unité. \n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).
200136_fluff;Ses paroles ne semblent peut-être pas toujours intelligibles, mais elles renferment toujours un sens caché et une grande sagesse.
200136_name;Voyante
200136_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : <keyword=reveal>révélez</keyword> une carte aléatoire depuis votre jeu. S'il s'agit d'une carte spéciale, améliorez la présente unité de {Boost} point(s).
200138_fluff;Le savoir est un privilège, très cher, et on ne partage les privilèges qu'entre égaux.
200138_name;Sage
200138_tooltip;Chaque fois que vous jouez une carte spéciale, améliorez la présente unité de {Boost} point(s).
200139_fluff;Un érudit d'Oxenfurt étudia un jour une panthère et déclara que ce n'était rien de plus qu'un léopard d'une autre couleur. La panthère resta indifférente à cette déclaration et le dévora avant qu'il n'ait pu achever ses recherches.
200139_name;Panthère
200139_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à une unité ennemi (cartes Scoia'tael exclues).
200144_fluff;Ne le touchez pas. Ne le regardez pas dans les yeux. En fait… restez loin de lui.
200144_name;Tuirseach : dompteur
200144_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez une Bête alliée de {Boost} point(s). Augmentez cette amélioration de {Boost2} point(s) pour chaque Bête présente dans votre cimetière.
200145_fluff;La mer nous appartient, avec tout ce qui y flotte, y nage ou y navigue !
200145_name;Dimun : corsaire
200145_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à une unité pour chaque Bateau en main.
200146_fluff;Spikeroog n'est qu'un trou aride, mais qu'importe. Tout ce dont on a besoin, on vous le prend.
200146_name;Dimun : passeur
200146_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à une unité, puis améliorez-la de {Boost} point(s).
200147_fluff;Dominant la hiérarchie des druidesses, la flaminica impose un grand respect dû entre autres à son grand pouvoir.
200147_name;Heymaey : flaminica
200147_tooltip;À la fin de chaque tour, <keyword=heal>soignez</keyword> tous les alliés endommagés sur cette ligne de {Boost} point(s).
200149_fluff;Il ne craint rien à part le courroux de Freya… et celui de sa femme.
200149_name;Heymaey : protecteur
200149_tooltip;Chaque fois qu'une unité adjacente subit des dégâts, améliorez la présente unité de {Boost} point(s).
200154_fluff;Nous, Foltest, par droit divin roi de Temeria, prince de Sodden, grand protecteur de Brugge, et cetera, et cetera, décrétons ce qui suit…
200154_name;Décret royal
200154_tooltip;Jouez une unité depuis votre jeu.
200158_fluff;N'est pas mort ce qui à jamais dort et au long des ères étranges peut mourir même la Mort.
200158_name;Dagon
200158_tooltip;<keyword=spawn>Générez</keyword> Brume impénétrable ou Pluie torrentielle.
200159_fluff;Personne ne pourra remplacer Bran. Pourtant, ils le tenteront sûrement.
200159_name;Bran Tuirseach
200159_tooltip;<keyword=order>Ordre</keyword> : <keyword=discard>défaussez</keyword> une carte, puis tirez-en une.\nAu début de la manche, réinitialisez cette capacité.\nChaque fois que vous <keyword=discard>défaussez</keyword> une carte, infligez {Damage} point(s) de dégâts à un ennemi aléatoire.
200160_fluff;Les Nilfgaardiens l'appellent Tirth ys Muire, le Sanglier sauvage des Mers. Ils s'en servent pour effrayer leurs gamins !
200160_name;Crach an Craite
200160_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à un ennemi. \n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).
200161_fluff;Personne ne sait comment il a hérité de ce surnom. À vrai dire, personne n'a osé lui poser la question.
200161_name;Harald l'Estropié
200161_tooltip;<keyword=order>Ordre</keyword> : répartissez aléatoirement {Damage} point(s) de dégâts entre tous les ennemis.
200162_fluff;On ne m'appelle pas le Patient. Prenez garde ou on vous appellera le Raccourci.
200162_name;Emhyr var Emreis
200162_tooltip;<keyword=order>Ordre</keyword> : déplacez une carte depuis le champ de bataille vers votre main, puis jouez-en une.
200163_fluff;On aura beau vous laver, vous raser et vous habiller, on ne vous apprendra jamais les bonnes manières.
200163_name;Morvran Voorhis
200163_tooltip;<keyword=order>Ordre</keyword> : <keyword=reveal>révélez</keyword> une carte aléatoire du jeu de votre adversaire. S'il s'agit d'une carte Bronze, améliorez un allié de {Boost} point(s). S'il s'agit d'une carte Or, améliorez-le de {Boost2} point(s) à la place.\nAu début de la manche, réinitialisez cette capacité.
200164_fluff;L'épée n'est qu'un des nombreux instruments dont dispose un souverain.
200164_name;Jan Calveit
200164_tooltip;<keyword=order>Ordre</keyword> : regardez les {MaxTargets} premières cartes de votre jeu et jouez-en une.
200165_fluff;Pour vivre en paix, nous devons d'abord tuer. Ceci est la conséquence cruelle de l'oppression humaine.
200165_name;Francesca Findabair
200165_tooltip;<keyword=order>Ordre</keyword> : jouez une carte spéciale depuis votre cimetière.
200166_fluff;La reine des dryades a des yeux d'argent et un cœur froid comme l'acier.
200166_name;Eithné
200166_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à une unité.\n{Charges} <keyword=charge>utilisation(s)</keyword>.\nAu début de la manche, réinitialisez les <keyword=charge>utilisations</keyword> d'Eithné.
200167_fluff;Ce vieux champignon ? Quand tu le vois, pas moyen de savoir s'il est vivant ou empaillé.
200167_name;Brouver Hoog
200167_tooltip;<keyword=order>Ordre</keyword> : déplacez une unité vers l'autre ligne. S'il s'agit d'un ennemi, infligez-lui {Damage} point(s) de dégâts ; s'il s'agit d'un allié, améliorez-le de {Boost} point(s). \n{Charges} <keyword=charge>utilisation(s)</keyword>.
200168_fluff;Je n'ai nul besoin de conseillers et de leurs manigances. Je place ma confiance dans les lames de mes soldats.
200168_name;Roi Foltest
200168_tooltip;<keyword=order>Ordre</keyword> : améliorez un allié de {Boost} point(s) et ajoutez-lui l'attribut <keyword=zeal>Zèle</keyword>.\n{Charges} <keyword=charge>utilisation(s)</keyword>.
200169_fluff;Un roi doit être impitoyable avec ses ennemis, mais généreux avec ses amis.
200169_name;Roi Radovid V
200169_tooltip;Activez/désactivez le <keyword=lock>Verrouillage</keyword> de {MaxTargets} unités. S'il s'agit d'ennemis, infligez-leur {Damage} point(s) de dégâts.\n<keyword=crew>Appui</keyword>.
200170_fluff;Le roi Henselt ne ressemblait pas à un voleur, mais, sans vouloir être désobligeant, il n'était rien de plus que cela.
200170_name;Roi Henselt
200170_tooltip;<keyword=order>Ordre</keyword> : jouez une copie d'une unité alliée sur le champ de bataille depuis votre jeu, améliorez-la de {Boost} point(s) et ajoutez-lui l'attribut <keyword=zeal>Zèle</keyword>.
200171_fluff;Les soldats loyaux envers le vieux baron de Tridam quittèrent la ville avec Falibor et devinrent ainsi des renégats recherchés.
200171_name;Fantassin de Tridam
200171_tooltip;Chaque fois que la présente unité bénéficie d'une amélioration, infligez {Damage} point(s) de dégâts à un ennemi aléatoire.
200177_fluff;On m'appelle l'Épervier parce que je mange des rats comme vous au petit-déjeuner.
200177_name;Cerys an Craite
200177_tooltip;Si la présente unité est dans votre cimetière, <keyword=summon>invoquez</keyword>-la sur une ligne alliée aléatoire chaque fois que vous jouez une unité depuis votre cimetière.
200209_fluff;Je me moque des rois et de leurs titres. Il en est un à l'est qui mérite vraiment une couronne.
200209_name;Saskia
200209_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à une unité.\n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).\nSi vous avez un Elfe, un Nain ou une Dryade dans votre main, réduisez le délai de <keyword=cooldown>réutilisation</keyword> de {Cooldown2} tour(s) (une fois seulement par catégorie).
200212_fluff;Rayez son nom de la Saga des Ancêtres ! Que personne ne s'avise de lui offrir le gîte ou le couvert !
200212_name;Skjall
200212_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi indemne.
200218_fluff;D'après la légende insulaire, le terrible Jotunn, roi des géants, régnait sur l'archipel en des temps anciens. Il fut terrassé par Hemdall, mais dans son dernier souffle, il jura de prendre sa revanche lors du Ragh nar Roog.
200218_name;Jotunn
200218_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : améliorez la présente unité de {Boost} point(s) pour chaque unité de plus dont votre adversaire dispose sur le champ de bataille.
200220_fluff;La petite mort, avant la grande ?
200220_name;Soupir : tribut
200220_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : jouez une carte organique depuis votre jeu.
200221_fluff;On va te dépecer, petit. Tu finiras en pot-au-feu.
200221_name;Sacrifice rituel
200221_tooltip;Déclenchez les capacités <keyword=deathwish>Baroud d'honneur</keyword> de tous les alliés.
200222_fluff;Je sens ta douleur. Je sens ta peur.
200222_name;Fuselle : incantation
200222_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=consume>dévorez</keyword> une unité dans votre main et tirez une carte.
200223_fluff;Les voilà autour de moi, et ils s'étonnent. Ils ne croient point à la grande trouvaille. L'un bavarde de mandragores, l'autre du chien noir.
200223_name;Mandragore
200223_tooltip;<keyword=reset>Réinitialisez</keyword> une unité.
200224_fluff;Un pirate célèbre appréciait tant cette herbe toxique qu'on le surnomma « Œil de corbeau ». La version théâtrale de sa légende omet ce fait, toutefois, au grand dam des gens à cheval sur l'histoire des pirates.
200224_name;Œil de corbeau
200224_tooltip;Déclenchez la capacité <keyword=deathwish>Baroud d'honneur</keyword> d'une unité Bronze.
200225_fluff;Il n'est de bête que Fringilla Vigo ne saurait dompter.
200225_name;Muselière de Vigo
200225_tooltip;<keyword=seize>Saisissez</keyword> un ennemi disposant d'une force inférieure ou égale à {Power} et <keyword=lock>dévérrouillez</keyword>-la.
200226_fluff;Aussi appelé « tue-loup », l'aconit est utilisé dans bon nombre de potions de sorceleur et de formules alchimiques.
200226_name;Aconit
200226_tooltip;Infligez {Damage} point(s) de dégâts à tous les ennemis disposant d'une force paire, ou infligez {Damage} point(s) de dégâts à tous les ennemis disposant d'une force impaire.
200227_fluff;Je suis en poste à Novigrad depuis treize ans. La cruauté, le cynisme et l'avidité ne me sont pas étrangers… mais je n'avais encore jamais vu une chose pareille.
200227_name;Henry var Attre
200227_tooltip;postponed
200228_fluff;Simple, peu coûteuse et d'une mortelle efficacité… Pas étonnant que ce soit l'un des pièges préférés des Scoia'tael.
200228_name;Fosse piégée
200228_tooltip;<keyword=ambush>Embuscade</keyword> : détruisez la prochaine unité jouée par votre adversaire avant qu'elle n'active une de ses capacités.
200233_fluff;Elle frappe toujours entre les vertèbres, sous le rein gauche ou directement dans l'aorte. Ainsi, elle n'a besoin de frapper qu'une fois.
200233_name;Cocatrix
200233_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi pour chaque Bête adjacente.
200234_fluff;« Tu es chez toi, mon gars. Bienvenue chez les Misérables Fantassins de Mes Deux. »
200234_name;Misérable Fantassin dMD
200234_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez la présente unité de {Boost} point(s).
200235_fluff;C'est pas à un vieux singe qu'on apprend à faire la grimace.
200235_name;Lambert : fine lame
200235_tooltip;<keyword=deploy>Déploiement</keyword> : détruisez un ennemi <keyword=resilient>Tenace</keyword>.
200236_fluff;Une bonne lieue que je t'entends haleter ! Mais, je ne voulais pas quitter mon poste d'observation, c'est tout.
200236_name;Eskel : pisteur
200236_tooltip;<keyword=melee>Combat rapproché</keyword> : à la fin de chaque tour, améliorez la présente unité de {Boost} point(s).
200237_fluff;Tuer des monstres n'est pas une tâche à prendre à la légère. Ciri va devoir le comprendre si elle veut devenir l'une des nôtres.
200237_name;Vesemir : mentor
200237_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez tous les Sorceleurs dans votre main, votre jeu ou sur le champ de bataille de {Boost} point(s).
200293_fluff;« Pouvez m'croire, si vous vous remuez pas un peu, les humains viendront nous piquer nos femmes ! »
200293_name;Agitateur nain
200293_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=ranged>Combat à distance</keyword> : améliorez un Nain depuis votre main de {Boost} point(s).
200294_fluff;« Vous défendrez cet étendard même si ça doit vous coûter la vie ! Gloir aen Ard Feain ! »
200294_name;Porte-étendard
200294_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez un allié de {Boost} point(s).\nChaque fois que vous <keyword=reveal>révélez</keyword> cette carte, améliorez un allié aléatoire de {Boost2} point(s).
200295_fluff;On les sent venir bien avant de les voir.
200295_name;Putréfacteur
200295_tooltip;<keyword=deathwish>Baroud d'honneur</keyword> : infligez {Damage} point(s) de dégâts à un ennemi aléatoire.
200296_fluff;La formation en triangle de la cavalerie s'enfonça avec force dans le carré. Tel un immense poignard, la division Alba brisa tout ce qui bloquait l'accès au corps vivant de l'infanterie temerienne.
200296_name;Alba : cavalier lourd
200296_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=lock>verrouillez</keyword> une unité ennemie.
200299_fluff;Ce n'est pas vraiment la carrière qu'il espérait quand il a annoncé à sa mère qu'il voulait être musicien.
200299_name;Tambour temerien
200299_tooltip;<keyword=order>Ordre</keyword> : améliorez un allié de {Boost} point(s) et donnez-lui l'attribut <keyword=zeal>Zèle</keyword>.
200300_fluff;Les habitants de Skellige ont très tôt compris que les harpons pouvaient servir à tuer bien plus que des baleines…
200300_name;Prise de prestige
200300_tooltip;Déplacez un ennemi sur son autre ligne et infligez-lui un montant de dégâts équivalant au nombre d'unités sur cette ligne.
200301_fluff;Les vagues viennent heurter la rive, poussées par le bec de Naglfar. Hemdall fait résonner son cor, il fait face à ses ennemis, debout sur le Bifrost,  l'arc-en-ciel scintillant. Le Froid blanc arrive. Voici venu le temps de la tempête…
200301_name;Naglfar
200301_tooltip;Regardez {MaxTargets} cartes Or aléatoires de votre jeu, puis jouez-en une et replacez l'autre sur le dessus de votre jeu.
200320_fluff;Un membre des forces de défense bovine. Semper fi !
200320_name;Tschart
200320_tooltip;Aucune capacité.
200502_fluff;Les trolls sont très variés, tant par leur forme, que par leur taille ou leurs préférences, mais ils ont toujours autant de cervelle qu'un seau de clous rouillés.
200502_name;Troll de glace
200502_tooltip;À la fin de chaque tour, si vous possédez moins d'unités que votre adversaire, améliorez la présente unité de {Boost} point(s).
200518_fluff;Ebbing est réputée pour ses mercenaires et sa cavalerie légère hors pair.
200518_name;Briscard de Venendal
200518_tooltip;<keyword=deploy>Déploiement</keyword> : si vous avez utilisé la capacité de votre chef durant ce tour, infligez {Damage} point(s) de dégâts à un ennemi.
200519_fluff;Considérée comme la plus grande contribution des nains à la culture mondiale.
200519_name;Bière de Mahakam
200519_tooltip;Améliorez une unité de {Boost} point(s) et retirez-lui l'attribut <keyword=lock>Verrouillée</keyword>.
200520_fluff;La seule chose pouvant rivaliser avec ses épées ? Ses ravioles.
200520_name;Éibhear Hattori
200520_tooltip;<keyword=order>Ordre</keyword> : jouez un artefact Bronze depuis votre cimetière.
200523_fluff;Le héros dont Toussaint a besoin, mais pas celui qu'il mérite.
200523_name;Germain Piquant
200523_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : <keyword=spawn>générez</keyword> {Counter} Vaches de chaque côté de la présente unité.
200528_fluff;« Les femmes de Skellige sont sauvages et imprévisibles. Toutes les unités doivent les considérer comme de sérieuses menaces et ne jamais sous-estimer leurs capacités. » - Directive générale pour les forces d'invasion de l'armada impériale
200528_name;Heymaey : lancière
200528_tooltip;<keyword=deploy>Déploiement</keyword> : infligez {Damage} point(s) de dégâts à un ennemi, puis subissez {Damage2} point(s) de dégâts.
200529_fluff;Ce chevalier autoproclamé parcourt le monde pour défendre l'honneur de sa bien-aimée, damoiselle Myrtille, même si nul ne sait où elle vit, si elle est toujours vivante ou si elle a jamais existé.
200529_name;Ronvid l'Importun
200529_tooltip;<keyword=deploy>Déploiement</keyword> : améliorez la présente unité de {Boost} point(s).\n<keyword=summon>Invoquez</keyword> la présente unité depuis votre cimetière sur une ligne alliée aléatoire.
200530_fluff;Cette bière est verte, c'est normal ?
200530_name;Bière contaminée
200530_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à une unité. \n{Charges} <keyword=charge>utilisation(s)</keyword>.
200532_fluff;Boros, le fondateur légendaire du clan Fuchs, est mort d'avoir trop bu de cette boisson : il a perdu connaissance en se penchant pour ramasser son anneau en or, qui était tombé dans un ruisseau.
200532_name;Bière des ancêtres
200532_tooltip;<keyword=zeal>Zèle</keyword>.\n<keyword=order>Ordre</keyword> : améliorez une unité de {Boost} points.\n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).
200534_fluff;Amatrice de soupe à l'oignon et à l'elfe.
200534_name;Trollesse de Vergen
200534_tooltip;<keyword=melee>Combat rapproché</keyword> : chaque fois qu'un allié est détruit durant votre tour, améliorez la présente unité de {Boost} point(s).
200535_fluff;Le combat est une danse dans laquelle il ne faut jamais laisser mener l'adversaire.
200535_name;Maître d'armes elfe
200535_tooltip;<keyword=order>Ordre</keyword>, <keyword=melee>Combat rapproché</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.\n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).\nChaque fois que vous jouez un Elfe, réduisez le délai de <keyword=cooldown>réutilisation</keyword> de {Cooldown2} tour(s).
200539_fluff;Aucun homme vivant, aussi fort et adroit soit-il, ne peut parer un coup porté par un slyzard avec sa queue, un scorpion géant avec ses pinces ou un griffon avec ses griffes.
200539_name;Slyzard
200539_tooltip;<keyword=order>Ordre</keyword> : <keyword=consume>Dévorez</keyword> un allié sur la ligne de la présente unité.\n<keyword=cooldown>Réutilisation</keyword> : {Cooldown} tour(s).
200540_fluff;Ah, ces types ont un style percutant.
200540_name;Massier d'Aedirn
200540_tooltip;<keyword=order>Ordre</keyword> : infligez {Damage} point(s) de dégâts à un ennemi.
201523_fluff;Il s'allongea près du corps momifié d'Adda et dessina le signe d'Yrden sur la face interne du couvercle de son sarcophage.
201523_name;Geralt : Yrden
201523_tooltip;<keyword=deploy>Déploiement</keyword> : rétablissez la force de base de toutes les unités d'une ligne.
201559_fluff;Houuuuu ! Houuu ! Hou ! Ouvrez vos esgourdes, les tocards ! L'avalanche naine va bientôt déferler ! Quand vous l'ouïrez il sera trop tard, elle vous emportera sans sourciller !
201559_name;Mahakam : volontaires
201559_tooltip;<keyword=deploy>Déploiement</keyword>, <keyword=melee>Combat rapproché</keyword> : si un Nain est présent sur cette ligne, <keyword=summon>invoquez</keyword>-y une copie de la présent unité depuis votre jeu.
201574_fluff;Le grand, c'est Wilmar. À sa droite, c'est Wilfred. Et celui qui bégaie, là, c'est Wilhelm.
201574_name;Camarade de Harald
201574_tooltip;<keyword=deathwish>Baroud d'honneur</keyword> : infligez {Damage} point(s) de dégâts à une unité ennemie aléatoire.
201576_fluff;À Beauclair, tout est meilleur : le vin est plus sucré, les vaches sont plus grosses et toutes les femmes sont splendides.
201576_name;Vache
201576_tooltip;<keyword=doomed>Condamnée</keyword>.
